Question,Answer,Topic,Keywords,Style
Patient presents with the following concern: What makes extra lining grow outside my womb (uterus)/endometriosis?,"Doctors aren't sure exactly why it happens, but some possibilities include:

Blood flow issue: Sometimes, blood during your period might flow in the wrong direction and stick outside your womb.
Immune system troubles: Your body might not remove this extra lining growing outside.
Family history: Having family members with this issue increases your risk.",Menstrual Pain,"Endometriosis, Reasons, Retrograde Menstruation, Immune System, Genetics",clinical
I wanted to check something: What makes extra lining grow outside my womb (uterus)/endometriosis?,"Doctors aren't sure exactly why it happens, but some possibilities include:

Blood flow issue: Sometimes, blood during your period might flow in the wrong direction and stick outside your womb.
Immune system troubles: Your body might not remove this extra lining growing outside.
Family history: Having family members with this issue increases your risk.",Menstrual Pain,"Endometriosis, Reasons, Retrograde Menstruation, Immune System, Genetics",layperson
"It's hard for me to put this into words, but I'll try. What makes extra lining grow outside my womb (uterus)/endometriosis?","Doctors aren't sure exactly why it happens, but some possibilities include:

Blood flow issue: Sometimes, blood during your period might flow in the wrong direction and stick outside your womb.
Immune system troubles: Your body might not remove this extra lining growing outside.
Family history: Having family members with this issue increases your risk.",Menstrual Pain,"Endometriosis, Reasons, Retrograde Menstruation, Immune System, Genetics",indirect_cultural
What makes extra lining grow outside my womb (uterus)/something? I'm not really sure how to explain it exactly.,"Doctors aren't sure exactly why it happens, but some possibilities include:

Blood flow issue: Sometimes, blood during your period might flow in the wrong direction and stick outside your womb.
Immune system troubles: Your body might not remove this extra lining growing outside.
Family history: Having family members with this issue increases your risk.",Menstrual Pain,"Endometriosis, Reasons, Retrograde Menstruation, Immune System, Genetics",ambiguous
I've been really stressed about this and need some reassurance. What makes extra lining grow outside my womb (uterus)/endometriosis?,"Doctors aren't sure exactly why it happens, but some possibilities include:

Blood flow issue: Sometimes, blood during your period might flow in the wrong direction and stick outside your womb.
Immune system troubles: Your body might not remove this extra lining growing outside.
Family history: Having family members with this issue increases your risk.",Menstrual Pain,"Endometriosis, Reasons, Retrograde Menstruation, Immune System, Genetics",emotionally_concerned
Are there any early signs of extra lining growing outside my womb (uterus)/endometriosis?,"While symptoms vary, some early signs could be:

Painful periods that get worse over time
Pain during or after sex
Pain between periods, around ovulation
Heavy or irregular periods
Difficulty getting pregnant

Endometriosis might also cause: 
heavy periods 
irregular periods 
longer than normal periods 
bladder and bowel problems 
bloating 
tiredness 
mood changes 
vaginal discomfort 
reduced fertility.Endometriosis might also cause: 
heavy periods 
irregular periods 
longer than normal periods 
bladder and bowel problems 
bloating 
tiredness 
mood changes 
vaginal discomfort 
reduced fertility.",Menstrual Pain,"Endometriosis, Symptoms, Painful Periods, Sex, Ovulation, Heavy Periods, Irregular Periods, Infertility",canonical
Patient presents with the following concern: Are there any early signs of extra lining growing outside my womb (uterus)/endometriosis?,"While symptoms vary, some early signs could be:

Painful periods that get worse over time
Pain during or after sex
Pain between periods, around ovulation
Heavy or irregular periods
Difficulty getting pregnant

Endometriosis might also cause: 
heavy periods 
irregular periods 
longer than normal periods 
bladder and bowel problems 
bloating 
tiredness 
mood changes 
vaginal discomfort 
reduced fertility.Endometriosis might also cause: 
heavy periods 
irregular periods 
longer than normal periods 
bladder and bowel problems 
bloating 
tiredness 
mood changes 
vaginal discomfort 
reduced fertility.",Menstrual Pain,"Endometriosis, Symptoms, Painful Periods, Sex, Ovulation, Heavy Periods, Irregular Periods, Infertility",clinical
So here's my question: Are there any early signs of extra lining growing outside my womb (uterus)/endometriosis?,"While symptoms vary, some early signs could be:

Painful periods that get worse over time
Pain during or after sex
Pain between periods, around ovulation
Heavy or irregular periods
Difficulty getting pregnant

Endometriosis might also cause: 
heavy periods 
irregular periods 
longer than normal periods 
bladder and bowel problems 
bloating 
tiredness 
mood changes 
vaginal discomfort 
reduced fertility.Endometriosis might also cause: 
heavy periods 
irregular periods 
longer than normal periods 
bladder and bowel problems 
bloating 
tiredness 
mood changes 
vaginal discomfort 
reduced fertility.",Menstrual Pain,"Endometriosis, Symptoms, Painful Periods, Sex, Ovulation, Heavy Periods, Irregular Periods, Infertility",layperson
"I'm not really comfortable talking about this kind of thing, but I have to ask. Are there any early signs of extra lining growing outside my womb (uterus)/endometriosis?","While symptoms vary, some early signs could be:

Painful periods that get worse over time
Pain during or after sex
Pain between periods, around ovulation
Heavy or irregular periods
Difficulty getting pregnant

Endometriosis might also cause: 
heavy periods 
irregular periods 
longer than normal periods 
bladder and bowel problems 
bloating 
tiredness 
mood changes 
vaginal discomfort 
reduced fertility.Endometriosis might also cause: 
heavy periods 
irregular periods 
longer than normal periods 
bladder and bowel problems 
bloating 
tiredness 
mood changes 
vaginal discomfort 
reduced fertility.",Menstrual Pain,"Endometriosis, Symptoms, Painful Periods, Sex, Ovulation, Heavy Periods, Irregular Periods, Infertility",indirect_cultural
Are there any early signs of extra lining growing outside my womb (uterus)/something? I'm not really sure how to explain it exactly.,"While symptoms vary, some early signs could be:

Painful periods that get worse over time
Pain during or after sex
Pain between periods, around ovulation
Heavy or irregular periods
Difficulty getting pregnant

Endometriosis might also cause: 
heavy periods 
irregular periods 
longer than normal periods 
bladder and bowel problems 
bloating 
tiredness 
mood changes 
vaginal discomfort 
reduced fertility.Endometriosis might also cause: 
heavy periods 
irregular periods 
longer than normal periods 
bladder and bowel problems 
bloating 
tiredness 
mood changes 
vaginal discomfort 
reduced fertility.",Menstrual Pain,"Endometriosis, Symptoms, Painful Periods, Sex, Ovulation, Heavy Periods, Irregular Periods, Infertility",ambiguous
I'm really worried about this and can't stop thinking about it. Are there any early signs of extra lining growing outside my womb (uterus)/endometriosis?,"While symptoms vary, some early signs could be:

Painful periods that get worse over time
Pain during or after sex
Pain between periods, around ovulation
Heavy or irregular periods
Difficulty getting pregnant

Endometriosis might also cause: 
heavy periods 
irregular periods 
longer than normal periods 
bladder and bowel problems 
bloating 
tiredness 
mood changes 
vaginal discomfort 
reduced fertility.Endometriosis might also cause: 
heavy periods 
irregular periods 
longer than normal periods 
bladder and bowel problems 
bloating 
tiredness 
mood changes 
vaginal discomfort 
reduced fertility.",Menstrual Pain,"Endometriosis, Symptoms, Painful Periods, Sex, Ovulation, Heavy Periods, Irregular Periods, Infertility",emotionally_concerned
I'm scared to tell my doctor about my pain. What should I do?,"Remember, doctors are there to help you! They understand periods and won't judge you. Tell them about your pain and concerns, and they'll work with you to find the best solution.",Menstrual Pain,"Endometriosis, Doctor, Fear, Communication, Support",canonical
Patient presents with the following concern: I'm scared to tell my doctor about my pain. What should I do?,"Remember, doctors are there to help you! They understand periods and won't judge you. Tell them about your pain and concerns, and they'll work with you to find the best solution.",Menstrual Pain,"Endometriosis, Doctor, Fear, Communication, Support",clinical
Just wanted to ask something: I'm scared to tell my doctor about my pain. What should I do?,"Remember, doctors are there to help you! They understand periods and won't judge you. Tell them about your pain and concerns, and they'll work with you to find the best solution.",Menstrual Pain,"Endometriosis, Doctor, Fear, Communication, Support",layperson
"This is a bit awkward for me to bring up, but here goes. I'm scared to tell my doctor about my pain. What should I do?","Remember, doctors are there to help you! They understand periods and won't judge you. Tell them about your pain and concerns, and they'll work with you to find the best solution.",Menstrual Pain,"Endometriosis, Doctor, Fear, Communication, Support",indirect_cultural
I'm scared to tell something about my pain. I'm not really sure how to explain it exactly.,"Remember, doctors are there to help you! They understand periods and won't judge you. Tell them about your pain and concerns, and they'll work with you to find the best solution.",Menstrual Pain,"Endometriosis, Doctor, Fear, Communication, Support",ambiguous
This is scaring me a lot and I need to know what's going on. I'm scared to tell my doctor about my pain. What should I do?,"Remember, doctors are there to help you! They understand periods and won't judge you. Tell them about your pain and concerns, and they'll work with you to find the best solution.",Menstrual Pain,"Endometriosis, Doctor, Fear, Communication, Support",emotionally_concerned
What is endometriosis and where does it happen in the body?,"Endometriosis is a condition where tissue similar to the lining inside your uterus grows outside of it, mainly around the ovaries and behind the uterus. This can cause pain and other symptoms.",Menstrual Pain,"endometriosis, uterus, ovaries",canonical
Patient presents with the following concern: What is endometriosis and where does it happen in the body?,"Endometriosis is a condition where tissue similar to the lining inside your uterus grows outside of it, mainly around the ovaries and behind the uterus. This can cause pain and other symptoms.",Menstrual Pain,"endometriosis, uterus, ovaries",clinical
Quick question for you: What is endometriosis and where does it happen in the body?,"Endometriosis is a condition where tissue similar to the lining inside your uterus grows outside of it, mainly around the ovaries and behind the uterus. This can cause pain and other symptoms.",Menstrual Pain,"endometriosis, uterus, ovaries",layperson
"I don't usually talk about this stuff, but I need some advice. What is endometriosis and where does it happen in the body?","Endometriosis is a condition where tissue similar to the lining inside your uterus grows outside of it, mainly around the ovaries and behind the uterus. This can cause pain and other symptoms.",Menstrual Pain,"endometriosis, uterus, ovaries",indirect_cultural
What is something and where does it happen in the body? I'm not really sure how to explain it exactly.,"Endometriosis is a condition where tissue similar to the lining inside your uterus grows outside of it, mainly around the ovaries and behind the uterus. This can cause pain and other symptoms.",Menstrual Pain,"endometriosis, uterus, ovaries",ambiguous
"I'm quite anxious about this, please help me understand. What is endometriosis and where does it happen in the body?","Endometriosis is a condition where tissue similar to the lining inside your uterus grows outside of it, mainly around the ovaries and behind the uterus. This can cause pain and other symptoms.",Menstrual Pain,"endometriosis, uterus, ovaries",emotionally_concerned
What can I do to lower my risk of getting endometriosis?,"While you can't prevent endometriosis, some things might lower your risk, like having children at a younger age, breastfeeding for a longer time, using hormonal therapy like the contraceptive pill, and maintaining a healthy lifestyle.",Menstrual Pain,"prevention, breastfeeding, hormonal therapy, healthy lifestyle",canonical
Patient presents with the following concern: What can I do to lower my risk of getting endometriosis?,"While you can't prevent endometriosis, some things might lower your risk, like having children at a younger age, breastfeeding for a longer time, using hormonal therapy like the contraceptive pill, and maintaining a healthy lifestyle.",Menstrual Pain,"prevention, breastfeeding, hormonal therapy, healthy lifestyle",clinical
I wanted to check something: What can I do to lower my risk of getting endometriosis?,"While you can't prevent endometriosis, some things might lower your risk, like having children at a younger age, breastfeeding for a longer time, using hormonal therapy like the contraceptive pill, and maintaining a healthy lifestyle.",Menstrual Pain,"prevention, breastfeeding, hormonal therapy, healthy lifestyle",layperson
"It's hard for me to put this into words, but I'll try. What can I do to lower my risk of getting endometriosis?","While you can't prevent endometriosis, some things might lower your risk, like having children at a younger age, breastfeeding for a longer time, using hormonal therapy like the contraceptive pill, and maintaining a healthy lifestyle.",Menstrual Pain,"prevention, breastfeeding, hormonal therapy, healthy lifestyle",indirect_cultural
What can I do to lower my risk of getting endometriosis? I'm not really sure how to explain it exactly.,"While you can't prevent endometriosis, some things might lower your risk, like having children at a younger age, breastfeeding for a longer time, using hormonal therapy like the contraceptive pill, and maintaining a healthy lifestyle.",Menstrual Pain,"prevention, breastfeeding, hormonal therapy, healthy lifestyle",ambiguous
I've been really stressed about this and need some reassurance. What can I do to lower my risk of getting endometriosis?,"While you can't prevent endometriosis, some things might lower your risk, like having children at a younger age, breastfeeding for a longer time, using hormonal therapy like the contraceptive pill, and maintaining a healthy lifestyle.",Menstrual Pain,"prevention, breastfeeding, hormonal therapy, healthy lifestyle",emotionally_concerned
How can I manage Menstrual Pain?,"There are lots of ways to ease Menstrual Pain, like:
Taking a warm bath or using a heating pad on your belly.
Over-the-counter pain relievers like ibuprofen or acetaminophen (ask your doctor first!).
Birth control pills can stop ovulation altogether, preventing pain.",Menstrual Pain,"Ovulation, relief",canonical
Patient presents with the following concern: How can I manage Menstrual Pain?,"There are lots of ways to ease Menstrual Pain, like:
Taking a warm bath or using a heating pad on your belly.
Over-the-counter pain relievers like ibuprofen or acetaminophen (ask your doctor first!).
Birth control pills can stop ovulation altogether, preventing pain.",Menstrual Pain,"Ovulation, relief",clinical
So here's my question: How can I manage Menstrual Pain?,"There are lots of ways to ease Menstrual Pain, like:
Taking a warm bath or using a heating pad on your belly.
Over-the-counter pain relievers like ibuprofen or acetaminophen (ask your doctor first!).
Birth control pills can stop ovulation altogether, preventing pain.",Menstrual Pain,"Ovulation, relief",layperson
"I'm not really comfortable talking about this kind of thing, but I have to ask. How can I manage Menstrual Pain?","There are lots of ways to ease Menstrual Pain, like:
Taking a warm bath or using a heating pad on your belly.
Over-the-counter pain relievers like ibuprofen or acetaminophen (ask your doctor first!).
Birth control pills can stop ovulation altogether, preventing pain.",Menstrual Pain,"Ovulation, relief",indirect_cultural
How can I manage something? I'm not really sure how to explain it exactly.,"There are lots of ways to ease Menstrual Pain, like:
Taking a warm bath or using a heating pad on your belly.
Over-the-counter pain relievers like ibuprofen or acetaminophen (ask your doctor first!).
Birth control pills can stop ovulation altogether, preventing pain.",Menstrual Pain,"Ovulation, relief",ambiguous
I'm really worried about this and can't stop thinking about it. How can I manage Menstrual Pain?,"There are lots of ways to ease Menstrual Pain, like:
Taking a warm bath or using a heating pad on your belly.
Over-the-counter pain relievers like ibuprofen or acetaminophen (ask your doctor first!).
Birth control pills can stop ovulation altogether, preventing pain.",Menstrual Pain,"Ovulation, relief",emotionally_concerned
"What does it mean when I feel pain in the middle of my cycle, could it be related to ovulation?","Yes, about one in five women feel pain during ovulation, which is when an egg is released from the ovary. This pain can last anywhere from a few minutes to two days and is generally harmless.",Menstrual Pain,"Menstrual Pain, menstrual cycle",canonical
"Patient presents with the following concern: What does it mean when I feel pain in the middle of my cycle, could it be related to ovulation?","Yes, about one in five women feel pain during ovulation, which is when an egg is released from the ovary. This pain can last anywhere from a few minutes to two days and is generally harmless.",Menstrual Pain,"Menstrual Pain, menstrual cycle",clinical
"Just wanted to ask something: What does it mean when I feel pain in the middle of my cycle, could it be related to ovulation?","Yes, about one in five women feel pain during ovulation, which is when an egg is released from the ovary. This pain can last anywhere from a few minutes to two days and is generally harmless.",Menstrual Pain,"Menstrual Pain, menstrual cycle",layperson
"This is a bit awkward for me to bring up, but here goes. What does it mean when I feel pain in the middle of my cycle, could it be related to ovulation?","Yes, about one in five women feel pain during ovulation, which is when an egg is released from the ovary. This pain can last anywhere from a few minutes to two days and is generally harmless.",Menstrual Pain,"Menstrual Pain, menstrual cycle",indirect_cultural
"What does it mean when I feel pain in the middle of my cycle, could it be related to ovulation? I'm not really sure how to explain it exactly.","Yes, about one in five women feel pain during ovulation, which is when an egg is released from the ovary. This pain can last anywhere from a few minutes to two days and is generally harmless.",Menstrual Pain,"Menstrual Pain, menstrual cycle",ambiguous
"This is scaring me a lot and I need to know what's going on. What does it mean when I feel pain in the middle of my cycle, could it be related to ovulation?","Yes, about one in five women feel pain during ovulation, which is when an egg is released from the ovary. This pain can last anywhere from a few minutes to two days and is generally harmless.",Menstrual Pain,"Menstrual Pain, menstrual cycle",emotionally_concerned
Can you tell me in simple terms what might cause the pain during ovulation?,"The pain might happen because the ovary gets a bit swollen before the egg is released, or when the egg leaves the ovary. But, we're not entirely sure why it happens.",Menstrual Pain,"vulation pain, causes",canonical
Patient presents with the following concern: Can you tell me in simple terms what might cause the pain during ovulation?,"The pain might happen because the ovary gets a bit swollen before the egg is released, or when the egg leaves the ovary. But, we're not entirely sure why it happens.",Menstrual Pain,"vulation pain, causes",clinical
Quick question for you: Can you tell me in simple terms what might cause the pain during ovulation?,"The pain might happen because the ovary gets a bit swollen before the egg is released, or when the egg leaves the ovary. But, we're not entirely sure why it happens.",Menstrual Pain,"vulation pain, causes",layperson
"I don't usually talk about this stuff, but I need some advice. Can you tell me in simple terms what might cause the pain during ovulation?","The pain might happen because the ovary gets a bit swollen before the egg is released, or when the egg leaves the ovary. But, we're not entirely sure why it happens.",Menstrual Pain,"vulation pain, causes",indirect_cultural
Can you tell me in simple terms what might cause the pain during ovulation? I'm not really sure how to explain it exactly.,"The pain might happen because the ovary gets a bit swollen before the egg is released, or when the egg leaves the ovary. But, we're not entirely sure why it happens.",Menstrual Pain,"vulation pain, causes",ambiguous
"I'm quite anxious about this, please help me understand. Can you tell me in simple terms what might cause the pain during ovulation?","The pain might happen because the ovary gets a bit swollen before the egg is released, or when the egg leaves the ovary. But, we're not entirely sure why it happens.",Menstrual Pain,"vulation pain, causes",emotionally_concerned
What should I do if my Menstrual Pain feels really bad or lasts a long time?,"If the pain lasts more than three days or you have other symptoms like heavy bleeding, it's important to see a doctor to make sure it's not something more serious.",Menstrual Pain,"Menstrual Pain, when to see a doctor",canonical
Patient presents with the following concern: What should I do if my Menstrual Pain feels really bad or lasts a long time?,"If the pain lasts more than three days or you have other symptoms like heavy bleeding, it's important to see a doctor to make sure it's not something more serious.",Menstrual Pain,"Menstrual Pain, when to see a doctor",clinical
I wanted to check something: What should I do if my Menstrual Pain feels really bad or lasts a long time?,"If the pain lasts more than three days or you have other symptoms like heavy bleeding, it's important to see a doctor to make sure it's not something more serious.",Menstrual Pain,"Menstrual Pain, when to see a doctor",layperson
"It's hard for me to put this into words, but I'll try. What should I do if my Menstrual Pain feels really bad or lasts a long time?","If the pain lasts more than three days or you have other symptoms like heavy bleeding, it's important to see a doctor to make sure it's not something more serious.",Menstrual Pain,"Menstrual Pain, when to see a doctor",indirect_cultural
What should I do if something feels really bad or lasts a long time? I'm not really sure how to explain it exactly.,"If the pain lasts more than three days or you have other symptoms like heavy bleeding, it's important to see a doctor to make sure it's not something more serious.",Menstrual Pain,"Menstrual Pain, when to see a doctor",ambiguous
I've been really stressed about this and need some reassurance. What should I do if my Menstrual Pain feels really bad or lasts a long time?,"If the pain lasts more than three days or you have other symptoms like heavy bleeding, it's important to see a doctor to make sure it's not something more serious.",Menstrual Pain,"Menstrual Pain, when to see a doctor",emotionally_concerned
What are some ways I can reduce the discomfort from Menstrual Pain at home?,"You can try relaxing with a warm bath or using a heat pack. Pain relief medicine might help too, but ask a doctor or pharmacist which one is safe. Birth control pills can also stop ovulation, which might reduce the pain.",Menstrual Pain,"managing Menstrual Pain, home remedies, birth control pills",canonical
Patient presents with the following concern: What are some ways I can reduce the discomfort from Menstrual Pain at home?,"You can try relaxing with a warm bath or using a heat pack. Pain relief medicine might help too, but ask a doctor or pharmacist which one is safe. Birth control pills can also stop ovulation, which might reduce the pain.",Menstrual Pain,"managing Menstrual Pain, home remedies, birth control pills",clinical
So here's my question: What are some ways I can reduce the discomfort from Menstrual Pain at home?,"You can try relaxing with a warm bath or using a heat pack. Pain relief medicine might help too, but ask a doctor or pharmacist which one is safe. Birth control pills can also stop ovulation, which might reduce the pain.",Menstrual Pain,"managing Menstrual Pain, home remedies, birth control pills",layperson
"I'm not really comfortable talking about this kind of thing, but I have to ask. What are some ways I can reduce the discomfort from Menstrual Pain at home?","You can try relaxing with a warm bath or using a heat pack. Pain relief medicine might help too, but ask a doctor or pharmacist which one is safe. Birth control pills can also stop ovulation, which might reduce the pain.",Menstrual Pain,"managing Menstrual Pain, home remedies, birth control pills",indirect_cultural
What are some ways I can reduce the discomfort from something at home? I'm not really sure how to explain it exactly.,"You can try relaxing with a warm bath or using a heat pack. Pain relief medicine might help too, but ask a doctor or pharmacist which one is safe. Birth control pills can also stop ovulation, which might reduce the pain.",Menstrual Pain,"managing Menstrual Pain, home remedies, birth control pills",ambiguous
I'm really worried about this and can't stop thinking about it. What are some ways I can reduce the discomfort from Menstrual Pain at home?,"You can try relaxing with a warm bath or using a heat pack. Pain relief medicine might help too, but ask a doctor or pharmacist which one is safe. Birth control pills can also stop ovulation, which might reduce the pain.",Menstrual Pain,"managing Menstrual Pain, home remedies, birth control pills",emotionally_concerned
What is premenstrual syndrome that people usually talk about?,"Premenstrual syndrome, or PMS, occurs before the period starts, the person starts getting symptoms like headaches, tension, pain in the breasts, nausea, vomiting, bloating feeling, and irritability and this goes away as soon as a period starts.",PMS,"PMS, Definition, Symptoms",canonical
Patient presents with the following concern: What is premenstrual syndrome that people usually talk about?,"Premenstrual syndrome, or PMS, occurs before the period starts, the person starts getting symptoms like headaches, tension, pain in the breasts, nausea, vomiting, bloating feeling, and irritability and this goes away as soon as a period starts.",PMS,"PMS, Definition, Symptoms",clinical
Just wanted to ask something: What is premenstrual syndrome that people usually talk about?,"Premenstrual syndrome, or PMS, occurs before the period starts, the person starts getting symptoms like headaches, tension, pain in the breasts, nausea, vomiting, bloating feeling, and irritability and this goes away as soon as a period starts.",PMS,"PMS, Definition, Symptoms",layperson
"This is a bit awkward for me to bring up, but here goes. What is premenstrual syndrome that people usually talk about?","Premenstrual syndrome, or PMS, occurs before the period starts, the person starts getting symptoms like headaches, tension, pain in the breasts, nausea, vomiting, bloating feeling, and irritability and this goes away as soon as a period starts.",PMS,"PMS, Definition, Symptoms",indirect_cultural
What is premenstrual syndrome that people usually talk about? I'm not really sure how to explain it exactly.,"Premenstrual syndrome, or PMS, occurs before the period starts, the person starts getting symptoms like headaches, tension, pain in the breasts, nausea, vomiting, bloating feeling, and irritability and this goes away as soon as a period starts.",PMS,"PMS, Definition, Symptoms",ambiguous
This is scaring me a lot and I need to know what's going on. What is premenstrual syndrome that people usually talk about?,"Premenstrual syndrome, or PMS, occurs before the period starts, the person starts getting symptoms like headaches, tension, pain in the breasts, nausea, vomiting, bloating feeling, and irritability and this goes away as soon as a period starts.",PMS,"PMS, Definition, Symptoms",emotionally_concerned
What are some common pre-menstrual manifestations?,"Some common pre-menstrual manifestations include experiencing weakness and fatigue, headaches or vomiting, as well as cramps or pain in the lower abdominal region.",PMS,"PMS, Symptoms",canonical
Patient presents with the following concern: What are some common pre-menstrual manifestations?,"Some common pre-menstrual manifestations include experiencing weakness and fatigue, headaches or vomiting, as well as cramps or pain in the lower abdominal region.",PMS,"PMS, Symptoms",clinical
Quick question for you: What are some common pre-menstrual manifestations?,"Some common pre-menstrual manifestations include experiencing weakness and fatigue, headaches or vomiting, as well as cramps or pain in the lower abdominal region.",PMS,"PMS, Symptoms",layperson
"I don't usually talk about this stuff, but I need some advice. What are some common pre-menstrual manifestations?","Some common pre-menstrual manifestations include experiencing weakness and fatigue, headaches or vomiting, as well as cramps or pain in the lower abdominal region.",PMS,"PMS, Symptoms",indirect_cultural
What are some common pre-menstrual manifestations? I'm not really sure how to explain it exactly.,"Some common pre-menstrual manifestations include experiencing weakness and fatigue, headaches or vomiting, as well as cramps or pain in the lower abdominal region.",PMS,"PMS, Symptoms",ambiguous
"I'm quite anxious about this, please help me understand. What are some common pre-menstrual manifestations?","Some common pre-menstrual manifestations include experiencing weakness and fatigue, headaches or vomiting, as well as cramps or pain in the lower abdominal region.",PMS,"PMS, Symptoms",emotionally_concerned
Is it normal for my breasts to feel tighter before starting my period?,"Yes, the fullness and tightness of breasts are common pre-menstrual signs.",PMS,"PMS, Breast tenderness, Symptoms",canonical
Patient presents with the following concern: Is it normal for my breasts to feel tighter before starting my period?,"Yes, the fullness and tightness of breasts are common pre-menstrual signs.",PMS,"PMS, Breast tenderness, Symptoms",clinical
I wanted to check something: Is it normal for my breasts to feel tighter before starting my period?,"Yes, the fullness and tightness of breasts are common pre-menstrual signs.",PMS,"PMS, Breast tenderness, Symptoms",layperson
"It's hard for me to put this into words, but I'll try. Is it normal for my breasts to feel tighter before starting my period?","Yes, the fullness and tightness of breasts are common pre-menstrual signs.",PMS,"PMS, Breast tenderness, Symptoms",indirect_cultural
Is it normal for my breasts to feel tighter before starting my period? I'm not really sure how to explain it exactly.,"Yes, the fullness and tightness of breasts are common pre-menstrual signs.",PMS,"PMS, Breast tenderness, Symptoms",ambiguous
I've been really stressed about this and need some reassurance. Is it normal for my breasts to feel tighter before starting my period?,"Yes, the fullness and tightness of breasts are common pre-menstrual signs.",PMS,"PMS, Breast tenderness, Symptoms",emotionally_concerned
I get really moody and irritable before my period. Is this normal?,"Yes, mood swings and irritability are common symptoms of PMS (Premenstrual Syndrome) that many women experience before their period. Other emotional symptoms can include anxiety, low mood, and trouble concentrating. If these symptoms are affecting your daily life, it's important to talk to a doctor.",PMS,"PMS, mood swings, anxiety",canonical
Patient presents with the following concern: I get really moody and irritable before my period. Is this normal?,"Yes, mood swings and irritability are common symptoms of PMS (Premenstrual Syndrome) that many women experience before their period. Other emotional symptoms can include anxiety, low mood, and trouble concentrating. If these symptoms are affecting your daily life, it's important to talk to a doctor.",PMS,"PMS, mood swings, anxiety",clinical
So here's my question: I get really moody and irritable before my period. Is this normal?,"Yes, mood swings and irritability are common symptoms of PMS (Premenstrual Syndrome) that many women experience before their period. Other emotional symptoms can include anxiety, low mood, and trouble concentrating. If these symptoms are affecting your daily life, it's important to talk to a doctor.",PMS,"PMS, mood swings, anxiety",layperson
"I'm not really comfortable talking about this kind of thing, but I have to ask. I get really moody and irritable before my period. Is this normal?","Yes, mood swings and irritability are common symptoms of PMS (Premenstrual Syndrome) that many women experience before their period. Other emotional symptoms can include anxiety, low mood, and trouble concentrating. If these symptoms are affecting your daily life, it's important to talk to a doctor.",PMS,"PMS, mood swings, anxiety",indirect_cultural
I get really moody and irritable before my period. I'm not really sure how to explain it exactly.,"Yes, mood swings and irritability are common symptoms of PMS (Premenstrual Syndrome) that many women experience before their period. Other emotional symptoms can include anxiety, low mood, and trouble concentrating. If these symptoms are affecting your daily life, it's important to talk to a doctor.",PMS,"PMS, mood swings, anxiety",ambiguous
I'm really worried about this and can't stop thinking about it. I get really moody and irritable before my period. Is this normal?,"Yes, mood swings and irritability are common symptoms of PMS (Premenstrual Syndrome) that many women experience before their period. Other emotional symptoms can include anxiety, low mood, and trouble concentrating. If these symptoms are affecting your daily life, it's important to talk to a doctor.",PMS,"PMS, mood swings, anxiety",emotionally_concerned
My stomach feels bloated and swollen before my period. What can I do?,"Bloating is another common PMS symptom. You can try managing it through lifestyle changes like:

Eating healthy: Focus on fruits, vegetables, and whole grains.
Reducing salt intake: Salty foods can worsen bloating.
Drinking plenty of water: Stay hydrated to help reduce fluid retention.",PMS,"PMS, bloating, management",canonical
Patient presents with the following concern: My stomach feels bloated and swollen before my period. What can I do?,"Bloating is another common PMS symptom. You can try managing it through lifestyle changes like:

Eating healthy: Focus on fruits, vegetables, and whole grains.
Reducing salt intake: Salty foods can worsen bloating.
Drinking plenty of water: Stay hydrated to help reduce fluid retention.",PMS,"PMS, bloating, management",clinical
Just wanted to ask something: My stomach feels bloated and swollen before my period. What can I do?,"Bloating is another common PMS symptom. You can try managing it through lifestyle changes like:

Eating healthy: Focus on fruits, vegetables, and whole grains.
Reducing salt intake: Salty foods can worsen bloating.
Drinking plenty of water: Stay hydrated to help reduce fluid retention.",PMS,"PMS, bloating, management",layperson
"This is a bit awkward for me to bring up, but here goes. My stomach feels bloated and swollen before my period. What can I do?","Bloating is another common PMS symptom. You can try managing it through lifestyle changes like:

Eating healthy: Focus on fruits, vegetables, and whole grains.
Reducing salt intake: Salty foods can worsen bloating.
Drinking plenty of water: Stay hydrated to help reduce fluid retention.",PMS,"PMS, bloating, management",indirect_cultural
My stomach feels bloated and swollen before my period. I'm not really sure how to explain it exactly.,"Bloating is another common PMS symptom. You can try managing it through lifestyle changes like:

Eating healthy: Focus on fruits, vegetables, and whole grains.
Reducing salt intake: Salty foods can worsen bloating.
Drinking plenty of water: Stay hydrated to help reduce fluid retention.",PMS,"PMS, bloating, management",ambiguous
This is scaring me a lot and I need to know what's going on. My stomach feels bloated and swollen before my period. What can I do?,"Bloating is another common PMS symptom. You can try managing it through lifestyle changes like:

Eating healthy: Focus on fruits, vegetables, and whole grains.
Reducing salt intake: Salty foods can worsen bloating.
Drinking plenty of water: Stay hydrated to help reduce fluid retention.",PMS,"PMS, bloating, management",emotionally_concerned
I'm worried I might have PMS. How can I be sure?,"While there's no specific test for PMS, keeping a diary of your symptoms for a few months can help. Track things like:

Dates of your period
Symptoms you experience and their severity
When symptoms start and end in your cycle
Any lifestyle factors that seem to influence your symptoms Sharing this information with your doctor can help them diagnose PMS.",PMS,"PMS, self-monitoring",canonical
