Question,Answer,Topic,Keywords
When should I see a doctor regarding menstrual issues during puberty?,"See a doctor if:
Menstrual cycle starts before age 8.
A girl is 15 years old but hasn’t started her cycle.
Menstruation doesn't begin within three years of breast development.
Menstrual cycle remains irregular after the first three years.",Menstrual Problems,"Puberty, Menstrual cycle, Medical consultation"
What should I do if I experience bleeding outside of my menstrual period?,"See a doctor if:
Bleeding occurs after intercourse or menopause.
There is bleeding outside the menstrual period.",Menstrual Problems,"Abnormal bleeding, Medical consultation, Menstrual health"
What are some other problems women can have with their periods besides cramps?,"While cramps are common, other problems can occur, like:

Heavy bleeding: Soaking through a pad or tampon every hour for several hours in a row.
Irregular periods: Periods coming too early, too late, or not at all.
Missing periods: Not having a period for three months or more (unless you're pregnant or breastfeeding).",Menstrual Problems,"heavy bleeding, irregular periods, missing periods"
What are menstrual disorders?,"Menstrual disorders are problems that affect a woman's normal menstrual cycle. They can include painful cramps, heavy bleeding, or even the absence of bleeding altogether.",Menstrual Problems,"Menstruation, Menstrual Health, Menstrual Disorders, Symptoms"
How can menstrual disorders be prevented?,"Maintaining a healthy lifestyle, managing stress, and ensuring proper nutrition can help prevent menstrual disorders.",Menstrual Problems,"Menstrual Disorders Prevention, Healthy Lifestyle, Stress Management, Nutrition"
Can menstrual disorders be treated with surgery?,"Yes, in some cases, surgical options like endometrial ablation or hysterectomy may be considered if medical therapy is not successful.",Menstrual Problems,"Menstrual Disorders Treatment, Surgical Options, Endometrial Ablation, Hysterectomy"
Is it normal to skip a period sometimes?,"Skipping a period occasionally, especially in your early teens or nearing menopause, is fairly common and doesn't necessarily indicate a problem. However, if you miss several periods in a row or experience irregular bleeding, it's best to consult a healthcare professional.",Menstrual Problems,"irregular bleeding, doctor"
What is dysmenorrhea?,"Dysmenorrhea refers to severe, frequent cramping during menstruation. It can be categorized as primary or secondary.",Menstrual Problems,"Dysmenorrhea, Menstrual Cramps, Menstrual Pain"
What is menorrhagia?,Menorrhagia is the medical term for significantly heavier periods that last longer than 7 days and require frequent sanitary product changes. It's often accompanied by painful cramps.,Menstrual Problems,"Menorrhagia, Heavy Bleeding, Prolonged Periods"
What is amenorrhea?,Amenorrhea refers to the absence of menstruation. It can be primary (when a girl does not start menstruating by age 16) or secondary (when regular periods stop for at least 3 months).,Menstrual Problems,"Amenorrhea, Absence of Menstruation, Primary Amenorrhea, Secondary Amenorrhea"
What should concern women regarding their menstrual cycles?,"Women should be concerned if their periods come fewer than 21 days apart, more than 3 months apart, or if they last more than 10 days, as it may indicate ovulation problems or other medical conditions.",Menstrual Problems,"Menstrual Cycle Irregularities, Concerning Menstrual Patterns, Ovulation Problems"
What are some reasons for heavy bleeding during periods?,"Several factors can cause heavy bleeding, including:

Hormonal imbalances: This is common during puberty and menopause.
Ovulation problems: If you don't ovulate, your body doesn't produce enough progesterone, leading to heavier bleeding.
Uterine fibroids: These are noncancerous growths that can cause heavy and prolonged bleeding.
Other conditions: Endometriosis, adenomyosis, bleeding disorders, and certain medications can also contribute to heavy periods.
If you experience heavy bleeding, consult a doctor to determine the cause and discuss treatment options.",Menstrual Problems,"menorrhagia, hormones, ovulation, fibroids, doctor"
I have heavy bleeding and bad cramps. Could these be signs of something serious?,"While heavy bleeding and cramps can be caused by various factors, including common conditions like fibroids, it's important to consult a doctor to get a proper diagnosis. They will help identify the cause and recommend the best treatment options for you.",Menstrual Problems,"doctor, diagnosis, treatment"
What are some warning signs that I should see a doctor about my period?,"See a doctor if you experience:

Heavy bleeding that soaks through pads or tampons every hour for several hours in a row.
Bleeding that lasts longer than 7 days.
Bleeding between periods.
Severe cramps that interfere with your daily activities.
Unusual changes in your period, such as sudden heavy bleeding or very light periods.
Early diagnosis and treatment of underlying conditions can help manage menstrual problems effectively.",Menstrual Problems,"doctor, heavy bleeding, cramps, unusual changes"
Can infections lead to heavy menstrual bleeding?,"Yes, infections of the uterus or cervix can cause heavy menstrual bleeding as one of their symptoms.",Menstrual Problems,"Infections, Menstrual Disorders, Heavy Menstrual Bleeding, Uterine Infection, Cervical Infection"
"Hello, Doctor! If I may ask, is there any danger of overdosing on a birth control pill? I took 4 today to catch up. I have PCOS and my doctor advised me to take Diane35.","Hi, Overdosing up to two pills is done to make up for a missed pill, but taking four pills at a time is not going to help make up the missed doses and the cycle is no longer protected. You may also see a breakthrough bleeding due to excessive hormone levels. Other side effects like rashes, nausea, breast tenderness or abdominal pain, apart from vascular disturbances, may also be seen with high doses. I do not think you should be using some other form of pill once you are on Diane 35. You are amply protected if you are regular with your medication. Hope this helps.",PCOS,pcos
"Hi Doc,I had 2 missed abortions in 2years of marriage. I have PCOS but my gyenic said no specific hormonal imbalance and my uterus is clear. I am 25 years old and my husband is 27.My husband semen analysis result","Hello, The semen analysis report is not in proper format as per my opinion. The sperm count should be given in ml unit and not in per HP. The comment on active motile sperm also not mentioned. There are medications to increase sperm count and motility like hey Forte or Maxima L or zinc tablets. The antibiotic course also should be given according to the semen culture as presence of leukocyte points towards infection. Kindly attach your husbands' semen report to give detail comment. Hope I have answered your question. Regards",PCOS,"pcos, hormonal imbalance"
I have been taking Trajenta Duo 2/500 mg two times a day and Glimestar M3 Forte also two times a day. The total quantity of Metformin is 4000 mg per day. My homeopathy doctor says that too much Metformin can cause kidney damage. What is your advise ?,"Hi, Thanks for writing in. Trajenta Duo contains Linagliptin and metformin which is give to control diabetes. It should not be given if there is renal failure or dysfunction (CRC <60 mL/min). Creatinine clearance is a test that measures the functioning of the kidneys. If your creatinine clearance is more than 60 ml per min then you can take Talent Duo safely. This medication is to be taken under doctors supervision and in recommended doses. Take this medication after food. Please do not worry.",PCOS,metformin
hi doctor my semen analysis is,"Hello, Thanks for your query. Your semen analysis is well within normal limits. Your wife remain pregnant but unfortunately resulted in to miscarriage, Please note that there is no relation between quality of sperms and the miscarriage. The miscarriage is due to some Hormonal imbalance during pregnancy. Please consult some Gynecologist for proper evaluation and assessment before the pregnancy and after she conceives so that she can be given hormonal support to continue the pregnancy,",PCOS,hormonal imbalance
hi we dont have childrens ihave tyriod and my husband have less count motality is less my freind say to take glycomet to get pragnency what i should do,"Hi ya mini, thanks for the query first of all you try to correct your thyroid status by taking medications .so you have to consult a physician for that don't take any medicine without investigations and check up. Glycomet is used for insulin resistance in case of PCs you first try for it by taking medications under a good gynecologist. If you fail in that then you can go for assisted reproductive techniques. There is now high success rate in these methods take care",PCOS,insulin resistance
"My height is 1.62, Blood group O+, I am 48 years. Have two abortions. Have no child. Have not seen menstral period since February, 2010. My husband has low sperm problem. Can you help us in place of advice.","Hi I have gone through your question. As amenorrhea has so many reasons like1 hormonal imbalance 2 uterine pathology. So I would suggest doing hormonal study, thyroid profile, ultrasound of pelvis. For your husband I would suggest semen analysis for low sperm count. Then consult your family physician for further management plan. Hope I answered your question. Would be happy to help you further. Take care.",PCOS,hormonal imbalance
I have some ovarian cysts which causing the problem in pregnancy. My doctor has advised me for GLYCIPHASE 850 mg daily two tablets. I want to know the side effects of this and how will it help in pregnancy?age,Hi I think you have a PRO problem. In this condition periods become irregular. The glyciphase medicine is given to regularize the periods. It helps in some cases. Regarding side effects it can reduce the sugar levels sometimes. So you can check your fasting and post breakfast sugar levels at regular intervals. It helps in decreasing the insulin resistance which is one of the causative factor in PRO patients. It helps in ovulation. So it can increase chance of pregnancy. Hope I have answered your question. If you have any other query I will be happy to help.,PCOS,insulin resistance
"i had unprotected sex om march 21 2010, approximately two weeks after, i had my period (April). i normally have my period during the first and second week of the month but now, its may 20 and i haven t had my period. is it possible that im pregnant?","Hello dear, I understand your concern. In my opinion once you get the period the pregnancy is ruled out unless you had unprotected intercourse after the periods. As per your information the unprotected intercourse was not done after the periods in April. So there is no chance of pregnancy. The period can be delayed due to stress, poor diet etc. Stress regarding the thought of pregnancy causes hormonal imbalance and delay the period. So relax. Avoid stress. Usually the pregnancy test is positive a week after missed period. So as a benefit of doubt you can consider doing a urine pregnancy test. But as per your information there is no chance of pregnancy. Hope this helps. Best regards....",PCOS,hormonal imbalance
we are planning for pregnancy since 3 yrs now. my report tell i have polycystic ovaries. And my husbands semen analysis shows,"Hello, Welcome here. I can understand you concerns. You are suffering from POD. I have also seen your husbands report. His sperm count is nil. I would suggest you to go for artificial insemination or IVF. Nil sperms in IOUs husband would not allow for natural conception.PCs in your case can cause problems after conception. However, the decision of your gynecologist would be final. But you have to keep a regular follow-up with your doctor. You should go for hormonal assays (LH, FSH, and progesterone). This will help to decide further course of action as well. Hope this helps.",PCOS,pcos
"Im 22 years and married for an year. We have planned to have a baby for past 4 months and suddenly my periods are irrugular. When I took a blood test, my TSH level was 4.5. But my doctor gave me femilon to regularise it. Is it safe to start the dose?","Hello, If your TSH levels are on the higher side, it is also ideal to go for the estimation of free T3 and free T4 levels. You may need to start low doses of hormone thyroxine as subclinical hypothyroidism may manifest in this way. Felon can be used once other hormone imbalances are corrected to keep the cycles back on track. This medication inhibits ovulation and hence, after a few cycles of pill usage, you may stop once periods get regular and wait for a couple of cycles for ovulation to resume. Meanwhile, maintain a healthy weight, balanced diet and regular exercise. Hope this helps.",PCOS,pcos
"Hi doctor, what is infertility? Is infertility just a womans problem?","Infertility is a couple\u2019s inability to conceive a child after 12 months of unprotected sex. It is widely assumed that infertility has more to do with women rather than men, however it is not so. Estimates suggest that 30% of infertility is caused by male factors, another 30% is caused by female factors and the remaining 40% is caused by a combination of female and male factors. Men also suffer from infertility due to genetic reasons, lifestyle, hormonal imbalance, and age. Learn everything about infertility and IVF at http",PCOS,hormonal imbalance
"hi sir i am using skin lite since 6months my face is looking gud if i apply it before day orelse it is looking black and i can see some hair growing on the face and upper lip, is that this hair problem on face is just becoz of this skin lite cream?","Hello and The hair growth is most likely due to usage of skin lite cream. Skinlite cream is a prescription product for pigmentation/plasma over face. Skin lite cream contains a potent steroid, mometasone. It should never be used on face for long because a potent steroid like mometasone can cause the skin of face to become photosensitive, Acne ridden and thinned out with telangiectasias. Females can also have facial hair growth (Hirsutism) which is an additional problem. I would suggest that you stop using this cream. Once stopped the hair growth would resolve gradually, may take up to 3-6 months to resolve. Regards",PCOS,hirsutism
"Hi Doctor. I m 29, height 165cm and weight 95kg. 4 years married and no kids yet. My history","Dear Main, Weight loss and metformin is the best treatment to regulate cycles and resume ovulation and is successful in 50 to 70% cases. But ovulation does not guarantee pregnancy. You must lose about 25 to 30 kg weight for this. If ovulation induction with closed and GUI has not been successful then chances of pregnancy are best with ART and IVF. It is possible for you to get pregnant by ART and IVF. Obesity causes a lot of complications in pregnancy, so you must try to lose weight.",PCOS,metformin
Hi My doctor has given me Benforce M as i PCOD.Here in this forum I read one query where the lady has mentioned the same medicene she is taking post lunch n dinner.But my doctor has asked me to take before food.Kindly suggest which one is correct????,"Hi, Benforce M (Active ingredient metformin) is commonly prescribed for the treatment of POD. Primarily used in the treatment of type 2 diabetes mellitus, it is found to be useful in treatment of infertility associated with POD by decreasing the elevated insulin levels. It should be best taken with meals to help reduce stomach or bowel side effects that may occur during the first few weeks of treatment. To avoid stomach upset, start with a very low dose (500 mg), taken with dinner. After a few weeks, the dose may be increased to 500 mg with breakfast and 500 mg with dinner. A few weeks later, the dose may be increased again to 500 mg with breakfast and 1 g with dinner. Hope I have answered your query. Let me know if I can assist you further.",PCOS,"pcod, metformin"
could you explain any challenge that could be encountered by a man who is AA+ who marry a woman who is O-. when a woman finish her period and does not ovulate what could be the problem?,"A man of AA+ with women with O- can lead to RH incompatibility which may affect the second child and onward and may lead to fetus death in uterus which occur due to sensitization during the delivery of first child and antibody formation which then damages the future pregnancy, but this can be prevented by adequate administration of anti D immunoglobulin during first delivery which prevent antibody formation. When a woman do not ovulate after her period the cause can be hormonal imbalance due to inappropriate gonadotropin release, low LSH level or even ovarian failure.",PCOS,hormonal imbalance
Hiiii My last period was on 22nd november and still now I didnt get my period. I have done my last pregnancy test on 17th january but it was negative.so is there is any chance to become pregnant and also I started taking hyponidd 2-3 weeks before.,"Hello, There are several reasons of missed period (besides pregnancy) like Ovarian Cyst/ POD, hormonal imbalance, over wt/ extreme loss, mental stress, emotional upset, eating disorder, thyroid problem etc. Pregnancy is possibly ruled out in this context. Therefore, I suggest doing a USG lower abdomen, LH/ FSH, Thyroid profile, Blood sugar & prolactin level etc. to rule out underlying pathology. Then you must consult with your gynecologist and take advice according to test reports. Control body wt by regular exercise, avoid stress, take healthy diet and sleep properly.",PCOS,hormonal imbalance
azoospermia is treatable or not? what are its reasons? i am 35 years old....married for 5 months...,"Hi Faisal, Does anybody else in your Family has the same problem? Azoospermia is the condition where there is complete absence of sperm in to ejaculate. It could be due to Hormonal Imbalance, Absence of testes, Varicocele or Testicular Failure. The treatment depends upon the cause. You should be getting yourself completely evaluated by a Urologist to rule out the exact cause. Good Luck.",PCOS,hormonal imbalance
"hi doc, I am 25 yrs old. I am suffering from gynecomastia. I have heard turmeric can help. is it so ? please advise me some natural treatments","Hello Jewish, in your age group the common causes of gynecomastia are obesity and hormonal disorder. So if you are obese try to reduce your weight by daily exercise and diet modification. If you are not obese then try to consult a physician for cause of hormonal imbalance. You may need some blood tests for hormone level in blood are you taking any medications? Some medications can also cause gynecomastia. Take care.",PCOS,hormonal imbalance
"blocked fallopian tubes , PDOC (Polycystic Ovarian Disease), failed IVFs. or have related pregnancy or fertility issues, homeopathic tretment help me 5 ft and weight is 50 kg. 6 months of married",it is not clear whether you are having the blocked tubes and other problems as mentioned you are married only 6 months if these are not your problem you please attend infertility clinic along with your husband and get complete work out and be on treatment till you get result if it is blocked tube the condition must be corrected by operation and if no result in operation IVF is the procedure to be adopted be in touch with your gynecologist and be explained about the treatment methods and prospects hope YOY get result,PCOS,pcos
siri did sex at 1 pm and give my gf i pill at 11 pm and i did sex again 11,"Hello, Thanks for letting us know your health concern. The emergency contraceptive pill provides high protection when used soon after the unprotected intercourse, within 6-12 hours. The effect however, stays until 4-5 days as shown by half-life studies. Moreover, presuming she has regular monthly periods, she is in her safe period. Ovulation occurs two weeks prior to the onset of the next cycle and this is the fertile phase. So, she did not need the pill in the first place; and another pill is not necessary. In the future, please choose regular contraception as the emergency contraceptive pill can cause hormone imbalances. Hope this helps.",PCOS,pcos
"Hi, may I answer your health queries right now ? Please type your query here... yesterday i had a terrible cramp that lasted for and hour straight with no relief have only spotted three times and i thought at first i was pregnant but now im not sure.","Hi. Abdominal cramps are not a conclusive symptom indicating towards any one issue/condition. But if there was a history of unprotected sexual contact then I would recommend a home pregnancy test to be conducted using an early morning urine sample to be conducted on or after the second day of a missed period. If pregnancy is ruled out then it would be wise to visit a doctor to check on other causes like hormonal imbalances, gastrointestinal conditions, etc. Best wishes.",PCOS,hormonal imbalance
"Hi, I had a question about some symptoms ive been having. I figure I should ask a gynecologist about a couple of these symptoms but Im not sure if you could help me out with the rest of them. Symptoms include","Hi, we surely can help you though if you had mentioned your age, describing and diagnosing your symptoms could have been much easier.nevertheless, all your symptoms basically points towards hormonal imbalance which could be menopause, if you are near about the particular age. The other symptoms are pointing towards diabetes which could be confirmed by investigations. You also need to check the severity of thyroid hormones level as hypothyroidism could also be one of the culprit for the existing symptoms. So my dear, please visit your nearest physician and start with the required treatment. Hoping for the best for you.",PCOS,hormonal imbalance
Respected sir madam.. I had an unprotected sex with my gf after a week from her period ....means on 6th of this months she have periods and we contact on 13th...n she have unwanted 72 pills within 5 hours ...but then problem is that,Hello misunderstand your concern It may be due to side effect of pill or mechanical trauma during sexual intercourse. I think it is most commonly due to side effect of unwanted 72. Abdominal pain may be occurred in some case and hormonal imbalance produce by pill produce mild vaginal bleeding due to high progesterone in pill. It also causes slight delay in the period as it cause prolongation of second phase of cycle. But if period will be delay by more than 10-12 days then go for pregnancy confirmation as it has 5 percent failure rate. Take metal spas for abdominal pain and maintain proper pelvic hygiene. Hope this may help you Best regards,PCOS,hormonal imbalance
i am trying to get pregant . i have hormonal imbalance and irregualar periods. me and my fiancee have been having unprotected sex but havent gotten pregant. what can i do. please help,"Hii Tiffany, You are currently suffering from irregular period and hormonal imbalance. So need to investigate properly to rule out pathology. Do Blood for FSH/LH, Prolactin level. You have to regularize period with medicine. Pregnancy is possible only if ovulation and sexual intercourse occur in correct timing. Do sex in missionary position. No use of contraception. Also avoid stress, tension and anxiety. Do light exercise. Take healthy diet and sleep well. All the best. For more detailed suggestion, mail [email redacted]",PCOS,hormonal imbalance
I am taking ginette 35 since i am suffering 4rm pcod .On the consumption of 12th tablet i had unprotected anal sex.i took i-pill within 72 hours.should i continue with ginette 35 now?,"Hi, Thanks for the query. As you are taking combined hormonal pills, they will give protection from pregnancy along with treating poly cystic ovary disease. So, if you have taken contraceptive pills without missing, no need to take the emergency pill, actually. Repeated intake of emergency pills can lead to problems. For more details",PCOS,pcod
"I am 69 years old 5 feet 7inches tall weighing 66 kilosBP readings are 130/65, 128/61, 123/65 and similar line.Undergone CAGB ON *TH Aug 2011 Is my BP normal and should I change my present drugs like Ecosprin,Clopidregl Metformin SubramanianThanks","Hello, , I had gone through all the information you have posted. Your BMI is good, all the BP recordings that have mentioned are good. Some recordings again the range of prehypertension. Systolic blood pressure 120-139 diastolic 80 to 89 mm (BP check up)Hg is called as prehypertension. These people should regular screening every 6 months as they have risk of progression into Hypertension. So you can continue all your medications same as far as conspiring, clopidogrel are concerned. For prehypertension medications are not required unless there is chronic kidney disease or special risk factors. You need lifestyle modification changes like Major non-pharmacological therapies that aid to decrease blood pressure are",PCOS,metformin
hi... i had clomid on dec i dnt get my periods for 53days of my cycle bt my hpt is -ve am worried am i pregant or not,"Hi;welcome to HeatlhcareMagicIf the pregnancy test is negative and if you do not have any symptom like nausea;vomiting;giddiness;sick feeling;breast tenderness inspire of missing periods then you may not be pregnant. Absence of menses can be due to hormonal imbalance;ovarian cyst or any other cause and not necessarily due to pregnancy. If you are still worried you can consult a Gynecologist for examination, and she will do what is necessary for you. Thanks",PCOS,hormonal imbalance
i am a patient of pcod.. my rt ov is fine bt my left overy has a few follicles,"Hi Shreya You have very good possibilities of becoming a mother. Pregnancy in women with POD is not impossible. Managing hormonal imbalance, ovarian stimulation and timing of sexual intercourse as per the day of ovulation, makes many women with POD pregnant. Though the treatment takes time depending on the severity, emotional stability and confidence in you are important to be motivated. I advise you to read more about POD and follow the treatment regularly. I wish you motherhood as quick as you want it. Good luck.",PCOS,"pcod, hormonal imbalance"
What causes PCOS?,"Doctors aren't exactly sure what causes PCOS, but it might be related to:

Family history: If someone in your family has PCOS, you're more likely to get it too.
Hormones: Women with PCOS often have higher levels of male hormones in their body.
Insulin resistance: This means your body has trouble using insulin, which can affect your ovaries.",PCOS,"PCOS, Causes"
How do they diagnose PCOS?,"There's no single test for PCOS. Your doctor will likely ask about your symptoms and medical history, do a physical exam, and order some blood tests and maybe an ultrasound.",PCOS,"PCOS, diagnosis"
My wife has been diagnosed with PCOS. What does this mean?,"PCOS is a condition where ovaries make more male hormones than usual. It can cause irregular periods, cysts in the ovaries, and other symptoms.",PCOS,"PCOS, polycystic ovary syndrome"
What are the symptoms of PCOS?,"Irregular periods: You might miss periods, have them very light, or have them too often.
Extra body hair: This can grow on your chest, stomach, and back.
Weight gain: Especially around your belly.
Skin problems: Like acne or oily skin.
Thinning hair: You might lose hair on your head.
Trouble getting pregnant: PCOS can make it harder to get pregnant.",PCOS,"PCOS, symptoms"
What is Polycystic Ovary Syndrome (PCOS)?,"PCOS is a hormonal disorder characterized by enlarged ovaries with small cysts on the outer edges. It is associated with irregular menstrual cycles, excess androgen levels, and polycystic ovaries.",PCOS,"Polycystic Ovary Syndrome (PCOS), Irregular menstrual cycles, Excess androgen levels, Polycystic ovaries."
"Hello, my name is Kindra, i have problems with Ovarian Cysts, and ive heard that marijuana helps with the pain and also decreases the size of the cysts. Im constantly having horrible abdominal pains, and i know in the past it has helped with the pain.","Polycystic ovaries are related to hormone imbalance. Associated risk factor is obesity and insulin resistance. There are many reasons for pod. Symptoms are usually amenorrhea, acne, hirusitism and more. It's advisable to do a thyroid function test and serum prolactin to know the root cause. Lifestyle management weight reduction is very important. OCP are useful in patients before marriage. 21 day pill will regularize periods. Tablet metformin is highly useful in pod",PCOS,"insulin resistance, metformin"
Hello Doctor just asking a question regarding my niece. She is about 30years now but have not conceived . Please can you tell me what might be wrong . Thank you. Anyway do not carry on as I do not have money to pay !So you do not have to answer me bye,"Hello, Thanks for writing to us with your health concern. There are various reasons for being unable to conceive. Firstly, it could be her age. Some women have less ovarian reserve, with age, the capacity of the ovaries to form mature eggs, declines. Also, she could be having blocked fallopian tubes.These are the ducts that carry the sperms right to the egg leading to fertilization. There could be an issue with her husbands' semen analysis. Also, ovulation could be a problem. Hormonal imbalances, genetic abnormalities, infections, - all these can lead to difficulties in conception. Please ask her to consult a fertility specialist. Take regular folic acid supplements, and maintain an ideal Mistake care.",PCOS,hormonal imbalance
"Im 18 145lbs and have been getting chest pains (heartburn?) that last about 6 hours about twice a week and i havent had my period in 3 months? reasons? I have always had irregular periods but my Dr said it was from sports, i dont play sports any more.","Hey, First of there is no relation between periods and heartburn. Heartburn due to gastritis in most of the cases. Junk and spicy food may lead to same. Avoid this kind of food. Avoid overeating. Have any proton pump inhibitor like omeprazole once or twice a day for few days. That will combat your heart burn. Regarding periods its quite common to have irregular periods. You can have advice by Obstetrician and gynecologist for same. Most of the cases its sports related and next is might be Polycystic ovarian disease.",PCOS,irregular periods
My wife age is 28 yes we got married before 2 yeras still now she didn t get pregnant. She doesn t have any problem. Her right side ovary have 3-4 cysts and one of the cysts is about 3.1 cm. Will she become pregnant r does she has problem in conceive.,"Hello dairy understand your concernSimple Ovarian cyst should be differentiated from the poly cystic ovarian disease by reproductive hormone analysis. Once hormonal imbalance is corrected and period will become regular, there is high chance of the pregnancy. Ovarian cyst can be treated by birth control pill /progesterone pill, camphene citrate and metformin. So consult the gynecologist and take proper advise. Avoid stress, take healthy diet, do regular exercise and reduce the weight if you are obese Hope this may help you Best regards",PCOS,"hormonal imbalance, metformin"
hi i am shaheri i am 36 years old.i have been married six years. still i donot have kids my sperm count is eleven and rapid linear is 0 now this time my wife has high prolecton what would you suggest me i live in pakisatn plz suggest me i am in trouble,"Hi I have gone through your question. Your sperm count is 11 million/ml, and 0 linear motility. I would suggest doing color Doppler ultrasound of scrotum to rule out any pathology such as varicocele or to see vascularity and structure of testes. With 0 motility is not possible to conceive. High prolactin level should be screened with LH/FSH ratio and follicular scan to rule out POD polycystic ovarian disease. As pod is common cause of infertility in women due to lack of dominant follicles. So consult gynecologist for the same. Hope I have answered your question. Would be happy to hello you further. Take care.",PCOS,pcos
I had jaundice in mid 2015 and ever since I ve been loosing a lot of hair. Ive consulted 2 doctors spent about 8k on medications. Nothing has worked. What should i do? Most of my medication consisted of hair growth serurms and vitamins for hair growth.,"Hello rearward come have evaluated your query thoroughly. Hope this clears your doubt . Wishing you fine recovery. Welcome for any further assistance. Regards dear take care. Hello rearward come have evaluated your query in details . Hope this will help you for sure . Wishing you fine recovery. Welcome for any further guidance. Regards . Hello rearward come have evaluated your query in details .* The current issue of hair fall is not in relation with past jaundice.* Cause of the hair fall is necessary to be evaluated with precise lab tests eliciting hormonal imbalance issues, vitamin deficiencies or others. Wishing you fine recovery. Feel free to ask any further queries. Regards .",PCOS,hormonal imbalance
"I am 33yrs old and my weight is 75kg...height is 5ft 4 inc ...i am planning to get pregnant .... and my doctor has recommended me to use benforce m tab one everyday , evion one everyday and diazen tab two time everyday ...so is it good for me or no ...","Hi, Yes, Enforce and Evian are useful in getting you pregnant. Enforce is commonly prescribed to treat infertility associated with polycystic ovarian disease. It can help improve your rate of ovulation (release of eggs from the ovary) increasing your chances of getting pregnant. Its common side effects include abdominal cramps, diarrhea, and altered taste sensation. Evion is a vitamin-E supplement used to increase the chances of pregnancy. Its common side effects include heartburn, stomach upset and diarrhea. Dozen is an Ayurvedic formulation claimed be effective in controlling blood sugar in patients with diabetes however its efficacy in diabetes or female infertility has not been confirmed by a clinical study. Its common side effects include abdominal pain, bloating and diarrhea. Take care. Hope I have answered your question. Let me know if I can assist you further.",PCOS,pcos
"I was on depo for 3 years and never had a period. I stopped taking it about 2 1/2 months ago. I had unprotected sex for a week after stopping depo. Two 1/2 months later, I had red blood only when I wiped and it lasted for two nights. Can I be pregnant?","Hello dear, I understand your concern. In my opinion it might be the due to hormonal imbalance created by demo. Anyways the pregnancy should be ruled out by doing a urine pregnancy test. I suggest you to consider doing the test. If the test is negative then the spotting might be due to hormonal imbalance.Don't worry. The irregular spotting, bleeding , absence of periods are the side effects of demo. Even after stopping the demo it will take some time for the hormones to come to normal level. Best regards...",PCOS,hormonal imbalance
"My girlfriend has been experiencing nausea, chronic neck pain, stuffy nose (cannot breathe well after clearing) some pain when urinating (she has PCOS, fevers frequently on and off, and lately diarrhea. What kind of infection can be causing all of this?","Helots history of illness and symptoms are not an indication of any particular disease. With the help of these symptoms at least, it is very difficult to establish any diagnosis. As you mentioned that she is having PCs, fever off & on, frequent urination, stuffy nose and difficult to breath. Stuffy nose and breathing problems may be due to bronchoconstriction (either due to allergy or infection) . While PCs is another disease. Fever on & off may be due to infection either urine or upper respiratory infection. At this stage I recommend you please visit a physician and get his opinion as physical examination as well as clinical examination is important in this case. Good luck.",PCOS,pcos
"Hi yday i had my pelvis ultrascan test & the impression was PCOS, ROV follicles 35mm & LOV 16mm, Doctor told everythings fine and told to take chorioman Inj for 2 days. I am just worried about the size of the follicle(35mm) is it ok for getting pregnant.","Hi, thanks for writing. Ideally the size of the follicle should be 20\u00a0mm for ovulation. This follicle has grown more but not ovulated. A repeat scan needs to be done after 36 hrs of in to see the signs of ovulation. It can also be an ovarian cyst if It's still there after giving in. If ovulation has occurred, intercourse should be around that time to conceive. Take progesterone post ovulation for 10 days for luteal phase support. Hope I have answered your query. Good day.",PCOS,pcos
"Me and my boyfriend had sex for the first time last week. we didnt use a condom at first but he didnt ejaculate and then he put a condom on. when he took it out, it was covered in blood and i think it ripped my hyman. im 4 days late, could i be pregnant?","Hello dear, I understand your concern. In my opinion as the ejaculation did not occur inside the vagina the chances of pregnancy are less. But it needs to be confirmed by a urine pregnancy test. I suggest you to do a urine pregnancy test q week after missed period for accurate results. If the test is negative there is no chance of pregnancy. And the delay might be due to stress induced hormonal imbalance. So relax. Avoid stress regarding pregnancy or any. Over all the chances of pregnancy are rare. Best regards...",PCOS,hormonal imbalance
i am suffering from hairfall can u please tell how to overcome it they are getting thinner day by day and now the scalp is clearly visible .do intake of biotin tabs will be helpfull .if yes suggest me some biotin tabs which i can purchase in indian market,"Hello, Treatment for hair fall depends upon the cause of the condition and also your gender. Many hair fall problems can arise due to underlying hormonal imbalance, thyroid disorders, nutritional deficiencies, any underlying illness, stress just to name few. Proper treatment will need a detailed history with proper hair analysis and if need be some blood tests also. Just taking biotin supplements won't be of much help. Timely treatment is necessary. If you delay the treatment, then it may be difficult to regain all the hair you have lost despite the best treatment you may take at that time. I would suggest you to consult a good dermatologist in your area and follow up at regular intervals.",PCOS,hormonal imbalance
Hi! I m married 2 1/2 years ago. I m planning for a baby for past 6 months. My menses are delayed for 15 days this month but I m in menses now. How do I get pregnant. I was not on any medication or taken any contraceptive pills. Please give me a solution.,"Hello dairy understand your concertgoer delayed period could be due to hormonal imbalance. Normal hormonal imbalance, adequate maturation and rupture of follicle, patent fallopian tube and normal semen analysis will require to become pregnant. If you does not become pregnant then your both partner require infertility specialist consultation and undergo following investigations",PCOS,hormonal imbalance
