Question,Answer,Topic,Keywords
hello! i had my period on the first week of september and it lasted for 5 days! 2 weeks later i got my period again and it lasted 3-4 days. does this mean im pregnant? i have been trying to concieve for almost a year now. what can i do to help me conceive?,"Hallow Dear, Frequency of period is not a sign of pregnancy. It could be due to some hormonal imbalance like Oestrogen-Progesterone and/or Thyroid. If this has happened only for this time, you may wait for a couple of cycles. If the irregularity persists, you will have to get investigated for your hormonal profile by blood examination for FSH, LH, Prolactin, Estrogen, Progesterone, T3, T4, TSH, and any other if indicated. For that you will have to report to the Gynecologist. Such irregular menses are usually without egg release. If you are keen on getting pregnant, better get your status of ovulation (egg release) assessed. You can do that ultrasonography ovulation monitoring also. Hope this helps you,",PCOS,hormonal imbalance
Im an unmarried 23 yrs old girl and im having Pcos...My doctor have prescribed me Rejumet 1000 for 6 mnths..will it be effective?? Does the polycystic ovaried will be cured after 6 months?? In future wil there be any problem of me getting pregenant? Pls help me out?,"Hello dairy understand your concerns is very complex disease and treatment response is variable. It causes hormonal imbalance, insulin resistance, weight gain and menstrual irregularity. Treatment should be taken under advise of authorized gynecologist after proper investigation. Rejumet will decrease the insulin resistance and induce the ovulation. But it should be taken along with medicine likeProgesterone pill in the second half of the period birth control pill",PCOS,"pcos, hormonal imbalance, insulin resistance, weight gain"
hi i was taken levlen ed and i stopped taken it on sunday the 4th of august im trying to get pregnant ive had unprotected sex ever since.ive had a little bit of bleed since wednesday more like spottingis there still a chance i can get pregnant within this monthi feel like ive got some of the signsi feel sick in the morning and sometimes through the day but not throwing upi more tired than normalcraving one certain foodn one of my favourite foods didnt make me feel wellso i was just wondering is there a chance?,"Hello, Leven ED is low dose oral contraceptive pill. After stopping the pill, fertility is regained within 1-2 months. Mild spotting after sex may be due to blunt trauma or hormonal imbalance. Pregnancy depends on proper timing of unprotected sex and ovulation or fertile days. Here, you need to wait for next coming period. If it is missed, you have to do a home pregnancy test. Blood test is more confirmatory. Hope, it helps. Good luck.",PCOS,hormonal imbalance
"Hi. I had a plexiform fibrohistiocytic tumor removed from my collarbone when I was 12 years old. I have been to MRI scans each year until I was 21 years old. Should I continue going for scans? I have been disgnosed with PCOS, but something tells me that it may have been the tumor that has spread? Am I being silly or shiuld I notify my doctor? I am 27 years old now.","Hi, dairy have gone through your question. I can understand your concern. You had pluriform fibrohistiocytic tumor. Your PCs has no relation with your tumor. You should take treatment of PCs. No need to go for scan every year. If you don't have any visible lump or other symptoms then you can go for scan every 3 year. Hope I have answered your question, if you have doubt then I will be happy to answer. Wish you a very good health.",PCOS,pcos
"Hi I am 20 years old.. and on 19th September, 2013 my boyfriend had rubbed his penis on my clitoris.. he was wearing his underwear.. i had got my periods on 8th September for 5 days.. den directly on 7th December i got spotting.. so i went to doc.. doc told me to do ultrasound of pelvis where it shows m diagnosed with PCOS and uterus is normal and doctor suggested me to take Oosure tablet and on 27th December i got periods with normal flow for 5 days.. and now doc have have suggested me to take yasmin.. i usually get periods after 2 3 months.. i am very scared now can anyone plz ans Am I pregnant?","Hi, Thanks for the query. Poly cystic ovary disease usually presents with irregular menstrual cycles, an ovulation, insulin resistance etc. So your previous irregular periods could be due to this. According to your history, the possibility of pregnancy is less. As you got periods after the incidence and as the ultrasound showed normal uterus, they almost rules out the possibility of pregnancy. Yasmin are combined oral contraceptive pills. They help in regularization of menstrual cycles by correcting the hormonal levels. Possibly by using the pills for two to three months your cycles may get regularize. Take care.",PCOS,"pcos, insulin resistance, irregular periods"
"Hai doctor I am 22 year old and my husband 26 , I am suffering from pcod but I have a normal ovulation and regular periods . A detailed semen analysis of my husband shows sperm count -10millions, active motility -10%, sluggish motility 40% dead -50%, morphology 15% . according this report how much chance to get pregnant","Hello, Thanks for the query to H.CM. Forum. Let me explain to you the fertility and infertility. Normal fertility associated with > 48 million /mL sperm counts (in your husband case it is 10 million/mL). Motility more than 63 % with > 13 % normal morphology. Sub fertility associated with less than 13 million/mL., motility of In my opinion consult a sex specialist and get his opinion as sperm count is less. Good luck.",PCOS,pcod
"Hi, I have been TTC for 1 year and 5 months now with no luck. My doctor is an HSG and all of my tubes were open. I have very low progesterone, last test after provera induced menstrual cycle and Clomid on days 3-7 results came back at 0.4; the doctor said anything under 10 for progesterone is considered too low. I am now on Metformin 500mg. I was taking it 2x per day up until last Thursday, now I have been taking it 3x a day going on day 4. I finished provera 10mg for 10 days 8 days ago now and still have no sign of a period? Also, I have been noticing an odd odor during urination and bad cramps in my stomach followed by a burning sensation in my vagina. Any idea what the cause may be? Please help? Thank you!","Hi, Thanks for the query. As you are not getting periods even after progesterone challenge, there is possibility of both estrogen and progesterone deficiency. So you better consult your doctor and go for combined pills to induce bleeding. And also there may be some vaginal infection as you are having pain abdomen, burning in the vagina etc. Get examined to rule out the infection also. And if there are any signs of infection go for antibiotic therapy. For more details you can ask me through",PCOS,metformin
I had my periods on sep 14 and I had sex with my boyfrnd around 10 days after periods.even though he didnt ejaculate inside vagina I took ipill with in 24 hrs for safety .we did sex only one time.we didnt go for a second shot.now my periods is delayed 5 days than my normal cycle .am I pregnant?,"Hi, I understand your concern. I pill when taken within 72 hours of unprotected sex, avoids pregnancy. Earlier the pill is taken better are the results (protection)You had taken it within 24 hours of sex. So you are sure to avoid pregnancy. I pill is a high dose hormone product. It acts by postponing ovulation. So there is hormonal imbalance in cycle & periods are delayed by 8-10 days than normal. Please do not worry. You will get period in next week's time. Thanks.",PCOS,hormonal imbalance
I have some ovarian cysts which causing the problem in pregnancy. My doctor has advised me for GLYCIPHASE 850 mg daily two tablets. I want to know the side effects of this and how will it help in pregnancy?age,Hi I think you have a PRO problem. In this condition periods become irregular. The glyciphase medicine is given to regularize the periods. It helps in some cases. Regarding side effects it can reduce the sugar levels sometimes. So you can check your fasting and post breakfast sugar levels at regular intervals. It helps in decreasing the insulin resistance which is one of the causative factor in PRO patients. It helps in ovulation. So it can increase chance of pregnancy. Hope I have answered your question. If you have any other query I will be happy to help.,PCOS,insulin resistance
my gyne told me in march 2011 i have pcos but my periods are normal so i changed my dr and i had an ultra and vaginal scan and was told that there no signs of pcos do you still have pcos without cysts and what can i do to help my problem to have another child. thank you!,"Hiiii, There may be multiple functional cyst that may be not harmful to ovulation. As you do second time scan and there are no signs of PCs, then you need not be much worried.Also, you have normal period. You are trying for 2nd issue. Do sex around ovulation time. Also do a fresh semen analysis for husband. Show the all test result and consult further. Take fiber and protein rich diet. Do light exercise and sleep well. Have a good day. For more suggestion, mail [email redacted]",PCOS,pcos
I am 54 female. I have a red lump on the underside of my breast that turned dark purple/blue color. It is hard yet rubbery feeling and now the skin has come off. I was diagnosed with pre diabetes last year and I am supposed to take metformin 2 times a day but I am not good at remembering to take it. I had a mammogram and the radiologist thinks it is cellulitis and my gyn has put me on a second round of antibiotics. I am worred about cancer or an infection going to my organs. I need reassurance.,"Since you are a diabetic you need to maintain strict medication and diet restriction to maintain sugars under control. Infections are very common in uncontrolled diabetes and need prompt treatment. You said the skin over lump is red and is peeling of. All these point towards infection has strong possibility, and it would subside with appropriate antibiotics. Please remember all breast lumps are not cancerous",PCOS,metformin
"hello dr . my age is 25 . i have PCOD issue . before marriage my dr suggested to take orgamed i took for 7 year till now its not regular . after marriage she asked me to take rubella vaccine and contraceptive pills for 3 months again i had cysts .dr suggested me to take clome , duphaston ,glycomet . will it successfully to get pregnant ?","Hi, PCOD is complex disease and treatment response is variable. Once your period become regular chance of pregnancy is high. You are on correct treatment. Come, Phaeton and Comet will help you to become pregnant. Clonidine citrate",PCOS,pcod
"Sir, My age about 60 year is suffering from skin allergy or skin problem since last 8 years in which her skin become patchy and ( starts severe khujali in her arms and face) I have shown to many doctors, some say that it is allergy with gajar ghas and some say it is internal problem it can,t be healed and some say it is life long and it cannot be cured . In Jabalpur I also shown to Skin Specialist ,he gave treatment but after some relief it again reappear and the problem is as it. So ,i request to sir kindly guide us for the treatment of the same.","Dear Mr MHRA, If your skin comes up in hives or circular red itchy lesions (with central clearing) that disappears on its own or after medications (usually antihistamines) in a few hours, you are most likely suffering from a condition called urticaria. This can also manifest with swelling under the skin or swelling on lips and tongue called angioedema. This is due to histamine release that may be spontaneous or a secondary trigger like scratching (physical), cold or heat (temperature change) or related to hormonal imbalance. Conditions such as diabetes, underactive thyroid, or other autoimmune diseases make it worse when they are uncontrolled and a proportion of patients with urticaria have autoimmune urticaria while in others it may be idiopathic. High-dose long-acting antihistamines for 3 months (minimum duration) may provide extended relief when stopped but may need to be continued for longer. Fexofenadine 180\u00a0mg and cetirizine 10\u00a0mg twice daily is the usual choice. Thanks.",PCOS,hormonal imbalance
"Im a 17 year old girl with Polycystic Ovary Syndrome.I got my period last year, I used to take Duphaston to regulate it.I had sex yesterday for the first time and it was unprotected. Ive been told I have low chances of being pregnant but Im very worried. This seems dangerous and risky but would it be bad if I started taking Duphaston again? Take one pill a day like how I was prescribed so I can get my period? Or will that just increase my chances of being pregnant?And would it be alright to take the day-after-pill Nordette?","Hi, Thanks for posting your question here, I will try to answer it to the best of my abilities. Duphaston is given to women with fertility issues, it is a synthetic hormone designed to replace the one your body isn't producing properly. Yes, if you start taking it you will get your period regularly and that increases your chances of getting pregnant. But that is better than having irregular periods and having intercourse when you didn't know it could get you pregnant. So keep using it and ask your boyfriend to use a condom. Yes, you can use Corvette as a contraceptive pill, but I recommend you talk it over with your doctor once. I hope this answered your question.",PCOS,"polycystic ovary, irregular periods"
I am 25 years female. I have never taken birth control pills . I have started taking prenatal and some other vitamins like E and B12. I have fibrosis so my doctor recommended taking vitamin E. I have started developing chin hair and it is looking very bad. My body weight is 132 but my body fat is very high 33%. I read online that obesity may cause the hair growth. I am wondering am I taking excess amount of vitamins that is causing problem. I am thinking to go to gynecologist to check my hormones level. Please guide me through this. What will be the cause of my chin hair growth.,"Hi, Chin hairs indicate ovulation problem due to hormonal imbalance. Your thinking is correct. Please get your harmony level&sonography done. Please don't worry The condition is reversible. Only proper treatment by Sync endocrinologists needed. The vitamins you are taking are not related to hairs on chin. For time being, you can think of electrolysis by bu titian, this will enhance your confidence.side by side treatment by specialists would control the problem. Thanks",PCOS,hormonal imbalance
"Hi. My blood glucose has been very low, infact I was diagnosed with insulin resistance and polycystic ovarian syndrom and prescribed metformin 1000mg twice a day. My blood sugar continues to be low, frequently in the 30s -50s. Now my liver enzymes are elevateded and also Inflammed bowel tests were elevated? any thoughts?","Hi and Thanks for the query. There are many possible causes and additional tests are required to define the illness. It may be caused by viral hepatitis, cirrhosis or biliary stone and first step should be ultrasound and viral markers check. Also, fatty liver may go with diabetes and this is treated with dietary changes and lipid and sugar regulation. So lipid profile should be checked as well. I hope I have answered your question. Wish you good health. Regards",PCOS,"insulin resistance, metformin"
hi respected sir i want 2 ask u that i m not getting the real time the month of my pregnancy ... i missed my periods on 26 jan then my urine was negitive whole month i kept on trying checking my urine then on 27 feb my urine came positive .... so on 16 march i visited a doctor she was confused as she could not see fetous so kindly guide me month jan i just missed my period due other reason ... and pregnancy occured after 25 jan and on 27 feb my month was completed so urine was positive ....thank u,"Hallow Dear, the main question is whether you are pregnant or not! Your pregnancy tests are negative, your doctor could not locate the fetus (by which method?). On what grounds are you presuming that you are pregnant? My advice is to get ultrasonography done. It will help you to diagnose the status of your pregnant, assess its gestational age and help you to calculate the due date of delivery. If ultrasonography shows that you are not pregnant, then the cause of your delayed period will have to be investigated. Reproduction hormonal imbalance, Thyroid dysfunction, etc. may cause menstrual irregularity. You will need a thorough work up if you are not pregnant. If you are pregnant, ultrasonography will help you decide the due date of parturition. Otherwise, the simplest formula to calculate due date is date of last menstrual period + 9 months + 7 days. I hope this serves your purpose.",PCOS,hormonal imbalance
"hallo doctor i am 27 old ihave no child. Ihave pcod so irregular periods itake medicines .Before 5 month idid laproscopy for dri lling and tube test yet iam not concieving. my husbands semen result is 15million count, 3-4 pus cells,but theliquifaction time is more than 180 min so what can i do ? plese answer","Hi, For POD, you may need ovulation induction with medicines. Kindly repeat husbands semen analysis. If count comes to be more than 20million (OR if volume is >2mL with 15million count), husband can take bromelain tablets to assist in liquefaction. By this means you can conceive easily naturally. What you require is consultation with infertility specialist. Wish you good health.",PCOS,"pcod, irregular periods"
"I was on depo for 3 years and never had a period. I stopped taking it about 2 1/2 months ago. I had unprotected sex for a week after stopping depo. Two 1/2 months later, I had red blood only when I wiped and it lasted for two nights. Can I be pregnant?","Hello dear, I understand your concern. In my opinion it might be the due to hormonal imbalance created by demo. Anyways the pregnancy should be ruled out by doing a urine pregnancy test. I suggest you to consider doing the test. If the test is negative then the spotting might be due to hormonal imbalance.Don't worry. The irregular spotting, bleeding , absence of periods are the side effects of demo. Even after stopping the demo it will take some time for the hormones to come to normal level. Best regards...",PCOS,hormonal imbalance
"Hi, last June I had my right ovary & fallopian tube removed due to suspicious looking mass on my ovary. Thank god after the removal and biopsy, no CA. This January was my last menses cycle and I was having menopausal symptoms, so I went to my doctor about a month ago and my FSH test came back that I am in menopause. This past Tuesday I had a tranvaginal ultra sound and my uterine lining is 16.6 mm, and I have a cyst on my left ovary. My doctor was concerned for both since my blood work came back that I am in menopause, and this is unusual for the cyst and thickness. I am scheduled for an D&C, plus biopsy in two weeks. I am of course concerned that this is CA, but everything I read states you bleed if you have uterine cancer, and I have not had any bleeding since January. Can you shed some light on why this is happening during this time in my life?","Hi, Thanks for writing in. Your doctor is right in recommending you a D and C followed by biopsy. Any abnormal vaginal bleeding must be evaluated in detail considering your age and ultrasound scan findings that you are having. A 16.6 mm thickness of endometrium is increased and this can indicate abnormal cells, hormonal imbalance or polyp in the endometrial cavity. A polyp is less likely as it is not mentioned in your transvaginal ultrasound scan report. It will help to know if there is a history of gynecological cancer in your family and if you have been taking hormone pills in the past. In most cases this bleeding is due to benign causes and called dysfunctional uterine bleeding. The cyst in left ovary if smaller than 2.5 cm is not a serious concern. If it is a complex cyst then your doctor might ask for CA 125 level to be done. Please do not worry.",PCOS,hormonal imbalance
i have been having a spotty period. not the norm for me. i usually get it for 5 to 7 days with at least 2 days of nothing then it starts back. well this round i started as normal but ended after two days and uts been spotty. im not having to use tampons or pads like i do with a normal period. and today i vomited and i have jot actually vomited since i was pregnant 9yrs ago. However my tubes r tied but i was told i still have chance of conception . so my symptoms are spotty period... vomiting and tiredness.,"Cellophane you for your query. Tubal ligation has a failure rate of 2 - 10 per 1000 women ligated. Which means, it is not 100 % effective, though highly effective. Hence, yes, there could be a chance of pregnancy in your case. Other causes of irregular cycles are endometriosis, stress, anxiety, neuropathic cycles, weight fluctuations rapidly, polycystic ovaries, endometrial hyperplasia, hormonal medications etc. Also, a word of caution, erratic spotting could herald an ectopic pregnancy, and after tubal ligation, chances of ectopic pregnancy are much higher compared to chances of an intrauterine pregnancy. Please consult a gynecologist at the earliest for the diagnosis. Take care.",PCOS,pcos
"Hi, I have been feeling pressure in my top right side of my stomach. The last 3 or 4 months my period has been very wierd. Either very heavy for a day or so or extremely light for around 4 or 5 day. Ive had two kids and my tubes tied a year and a half ago. I took two tests that both said negative but im still feeling movement/pressure pushing feeling. Ive also had very clear/watery discharge. Could I still be pregnant or is it something else?","Hello, As your both tubes are tied, then possibility of being pregnant is almost nil. There are several reasons of irregular period. This includes ovarian cyst, pelvic infection, hormonal imbalance, stress/ mental upset, uterine fibroid/ polyp, over wt/ rapid loss, irregular diet pattern, thyroid disturbance etc. Here, you need to consult with gynecologist for relevant investigations after clinical examination like pelvic USG scan, hormone assay, thyroid profile, endometrial biopsy following D & C, blood sugar & prolactin level etc. Proper treatment depends on etiology. Take healthy diet with iron supplements, control body wt, maintain genital hygiene. All the best.",PCOS,hormonal imbalance
Hello Doctor just asking a question regarding my niece. She is about 30years now but have not conceived . Please can you tell me what might be wrong . Thank you. Anyway do not carry on as I do not have money to pay !So you do not have to answer me bye,"Hello, Thanks for writing to us with your health concern. There are various reasons for being unable to conceive. Firstly, it could be her age. Some women have less ovarian reserve, with age, the capacity of the ovaries to form mature eggs, declines. Also, she could be having blocked fallopian tubes.These are the ducts that carry the sperms right to the egg leading to fertilization. There could be an issue with her husbands' semen analysis. Also, ovulation could be a problem. Hormonal imbalances, genetic abnormalities, infections, - all these can lead to difficulties in conception. Please ask her to consult a fertility specialist. Take regular folic acid supplements, and maintain an ideal Mistake care.",PCOS,hormonal imbalance
Hi I have the copper iud for over 3 years now and had no problems untill recently I missed my period 2 weeks ago in turn I has very very light brown spotting/ discharge . Pain in left side goes from dull ache almost like cramp to very sore. Doctor sent medor smear which all came back clear. I have started spotting again and have slot if pain again. Please help. K,"Hi, In the current scenario, I would ask for a trans-vaginal sonogram along with a blood test for pregnancy to know the status. If pregnancy or any other pelvic pathology has been ruled out, you should test for blood profile as well as hormonal imbalances. Any weight changes, stress and medications are also possible causes for the irregular menstrual pattern. If the IUD is found to be causing it, it needs to be removed and an alternate contraceptive method planned. Hope this helps.",PCOS,hormonal imbalance
"im 30 years old. Not sexually active.Been bleedng for two months, gynaecologist told me to get a sonography done and she gave me soe pills to regularize the period. I already have PCOS (polycystic ovaries) but no other hormonal imbalances plus she told me this was not from the PCOS. the sonographer told me that my endometrial lining is 13mm which is a little thick with 16mm cysys on the right ovary. she also said thata the liver is a little fatty and moderately enlarged and to get all these looked into. When i went to see her i had just stopped bleeding and i took the sonography 2 days later.Im bleeding again. but im not supposed to see my gynaecologist for 2 weeks yet to discuss the results.i know i dont really have much to worry about but id still like to know since im bleeding again and its a little daunting.history wise- ive been through bad phases of depression after my mother passed away suddenly and been on various kinds of medication. i used to be super active but thats been whittled down because of the depression. i was on medication and sleeping pills which contributed to weight gain. i didnt want to get hooked on those so ive also been doing my best tor regularize my life in terms of diet and exercise as ive been careful of that my whole life and led a very active sporty life. and while im not as active as i used to be, im finding it hard to do even the little things without getting tired. im frequently exhausted and frequently nauseous and constipated. i dont sleep well. i dont like going to doctors because i dont like worrying family or feeling like ive bothered people for no reason at all. so it took a lot for me to go to the gynaecologist at all.","Hi, Thanks for your query. I read your query and I understand your concerns. Following is my reply",PCOS,"pcos, hormonal imbalance, weight gain"
"I am waking up with a mouth coated in blood -including clots or gobs stuck to my teeth, my tongue , you name it. I can literally scrap layers of gooey blood from my cheeks, teeth or inside my mouth anywhere. This has been a recent development. Started about 3 weeks ago with a sudden on set of fever. My teeth and mouth ached so badly I think I would have rather pulled them out. I assumed it was an infection and used antibacterial mouth wash to no avail(prescribed post wisdom tooth removal Jan 2012) . I am also noticing hard bumps at the base of my gum line mostly above my upper front, top teeth. I had the four quadrant gum cleaning a year ago (with wisdom teeth removal) and dentist says gum health is improving. My concern is the sudden onset. Prior to the quadrant gum cleaning I never experience this. I am not sue where to start as this is not just a little bit of blood. Its is dark gooey copious amounts every night and bleeding throughout the most of the day is occurring as well. I have a history of fibromyalgia (based on lack of factual evidence indicating a more finite diagnosis - not convinced as I feel it is a catch all). PC thinks sjogrens or RA will eventually be the diagnosis, but no SSa or SSb antibodies were detected during the parotid and minor salivary gland biopsy. Nor have any antibodies confirmed a diagnosis. I am in no hurry to have an ailment! However the bloody bloody mouth is concerning. My blood work is never normal and the bloody mouth is really concerning me. However my experience with doctors deters any seeking of advice. I addressed this with my PC on Friday and he seemed like it was normal. while addressing the white nodules forming on my gums. What can cause this? Sudden onset and with high fever (norm 97F. was 103f lasting abut 48hrs but gum pain continues and bloody mouth upon waking is what I am left with. Yet another symptom. I was similar to flu symptoms but obviously not such. Aching in my hips and legs along with wanting to rip my teeth out did not quite equate flu. I do have mild stenosis central spinal canal (C-5) along with osteophyte complexes-which also has never been addressed nor did anyone take the time to discuss the results. All is written of to chronic inflammation (in Dr lingo-i made it up)! Severe gastroparesis has also been diagnosed. Not slowed digestion but lack of. Severe dry eye and skin as well. Last but not least is the diagnosis for amenorrhea (cerebral originating at the pituitary gland) So freddy cougar bloody mouth upon waking, persistent now for a few weeks with hard noduals forming?I have suffered from gingivitis and nothing like this has ever occurred, and again the random onset is what is worrying me. Any ideas minus seeing a doctor? Please off other suggestions minus gingivitis as much as I would like that to be the case the dark gooey blood. combined with horrible stomach problems (have had pulmonary edema as well) I am in the medical field so I am knowledgeable relatively speaking. Idiopathic and science often appear to me as an oxymoron - apparently I am an idiopath! Thank you. Please if your only offer is to see a doctor than Id rather not pay the 15. Thanks in advance","Hi, Thanks for asking the query, Bleeding gums indicates infection in the gums known as gingivitis, it occurs due to poor oral hygiene, plague and calculus deposition, systemic conditions and hormonal imbalance. I would suggest you to visit the Dentist and get the checkup done, take an x-ray of the tooth which is having pain, go for symptomatic treatment of complete mouth scaling NAD polishing. Tooth which is having pain can be treated with root canal treatment. Brush the teeth twice daily, use antiseptic mouthwash rinses. Take multivitamin supplements",PCOS,hormonal imbalance
"I have Polycystic ovaries. So doctor prescribed be Ginette35 tablets. I took that tablets for 3 months. Since the side effects(like breast pain) is more Doctor prescribed me novelon tablet. I took novelon 1 cycle. Also my TSH level is 5.7. so having Thyronorm 25mg. Body pain is more. I feel I am so weak. I am very lean type. height is 163cms, weight is 46kg. Please tell me whethe cyst is dangerous or It will cause infertility?","Hi, PCOD is a multi-symptom disease that causes irregular or absent ovulation accompanied by multiple follicular cysts of the ovary, obesity, hirsutism, acne, insulin resistance and infertility. It is basically a disturbed pattern of the hypothalamo-pituitary-ovarian axis. It has a very good response to proper management. As your cycles are steadied you may be induced for ovulation with proper monitoring and this would give you good results. You may need Metformin also along with induction; tubal patency also needs to be tested before initiating treatment. Take folic acid. Please be positive as POD has a very good response to treatment and follow your doctors instructions. Good luck.",PCOS,"pcod, hirsutism, insulin resistance, metformin"
"hello ,i have a query,regarding pcod diagnosed by tvs,left ovary showing multiple follicles 4-5 mm.lt. & rt ovary=23 by 14 mm both,no fluid in cul de sac,my husband has oligospermia ,diabetes,minor uti also.i concieved two yrs before but took mtp pills.married since 3 years,please guide my probabily of getting pregnant again,waiting for reply.what should i do?i have no mensrual irregularities and no masculine behaviour.","Hi PCs can not be diagnosed only on the basis of TVS. You need to undergo hormonal investigations like LH, Testosterone and RHEAS to reach at diagnosis as you don't have clinical symptoms. 23*14 mm is size of rt ovary or size of a follicle in rt ovary is not clear. If there is an ovulation then you may need ovulation induction with camphene. If you are overweight then try to lose weight by diet control and exercise. Testing blood sugar levels will give an idea about need to start metformin. As your husband is oligospermic and diabetic, IUI will be better choice compared with timed intercourse. Don't worry there is a good chance of getting pregnant once ovulation is confirmed. Take care",PCOS,"pcod, testosterone, metformin"
"hi, i had dengue fever 2 months ago...and now i am losing a lot of hair...is it because of that fever??.. i have started using Minoxidil 5% Topical Solution but i am scared of facial hair growth as i am a woman. is there a better way to treat hairloss...please help.",Hi.diffuse hair loss after fever or any prolonged illness is known as halogen effluvium...start taking biotin 10 mg daily along with iron and calcium supplements daily at least for 6 months...this condition gets reversed by itself with oral supplements and there is generally no requirement of topical minoxidil if it's not severe or much visible. If you wish to use some topical therapy use minoxidil 2 % topical solution as it won't cause unwanted hair growth. You will get good results with above prescribed med in 6 months time...thanks.,PCOS,pcos
"Doctor i have pcos and getting treatment for past 2 years by taking diane.Now the cyst is gone and also took treatment to open tubes.now i took clofert in this cycle and have 3 ovums in my ovaries,2 in right and one in left.I am concerned about multiple preganancy kindly suggest what to do?my age is 27 years married for 3 years,weight 60kg,height is 5.5 ft","Hallow Dear, Closer is Camphene citrate. Camphene is known to cause hyperstimulation of the ovaries resulting into release of multiple eggs. If all of them or more than one of them get fertilized, multiple pregnancy can result. In such cases, selective abortion of the embryo(s) leaving back the healthiest embryo is possible; however, the legal aspects of such termination varies from country to country. The decision should be taken only by consulting a Gynecologist. I hope this helps you.",PCOS,pcos
"I recently went to the er with stomach pain. I thought it was my ventral hernias. The doctor did a ct scan and said I have a slightly enlarged liver and spleen as well as bilateral l5 spondylolsis. My report for ct reads hepatomegaly/hepatic steatosis 25.7 cm craniocaudal dimensions. Splenomegaly 14.7 cm in greatest dimension. Gallbladder, pancreas and adrenal glands are within normal limits. Kidneys are grossly within normal limits. No focal gastric abnormalities. 2 central hernias similar to prior study the more superior of which measures 11.9 c mon greatest dimension and contains normal appearing transverse colon. No obstruction or gross incarcerations. The more inferior fat-containing hernia measures 6.3 cm in greatest diameter without interval change. Bilateral L5 spondylolsis. What does all of this mean. He told me to see my doctor the same day. But they are all booked up for a week. My health history is as follows I have high blood pressure, diabetes ( I take metformin), morbidly obese, fibromyalgia. Past history of seizures as a child I had 1 grand mal seizure and ovarian cysts, cyst in left follopian tube that burst and required emergency surgery. I don t drink, smoke or do drugs. I am hsv positive","This simply means that you have 2 hernias (ventral) in your abdominal wall. Into the defect of these hernias, part of the large intestine has entered. Presently, they are not causing any problems except the pain that you felt, but there is a possibility of several complications that might occur in the future if left untreated. These could be irreducibility of the hernia, blocking of the intestinal passage, gangrene of overlying skin etc. It is highly advisable that you undergo laparoscopic hernia repair with mesh at the earliest.",PCOS,metformin
"i havent had a period for six weeks now, i am feeling sick at night occassionally, i am getting headaches, eating food i never used to, im tired all the time and feel like napping during the day, my stomach seems to be getting bigger, my breasts are sore and enlarged and my nipples seem darker and bigger, i took a pound shop pregnancy test on the day or day after my period was due but it was negative, could i have taken it to soon","Hello dear, I understand your concern. In my opinion all your symptoms correlate with pregnancy symptoms. But as the pregnancy test is negative there might be no chance of pregnancy. Usually the urine pregnancy test gives accurate results a week after missed period in case of regular cycles. As you are 6 weeks now it should have been positive by now. Repeat the test after a week and if negative wait for spontaneous onset of periods for a week and I suggest you to consult doctor for further management. Avoid stress regarding the pregnancy or anything as it might cause hormonal imbalance and further delay the periods. So relax. Best regards...",PCOS,hormonal imbalance
"I have been on metformin about two years now, and have a problem with excessive sweating. Just walking around in the yard, and especially yard work, and I am pouring sweat. It s quite embarrassing when people are around and I am the only one sweating. Does the metformin cause this?","Hello, Is your blood sugar levels under control or not? Diabetic patients prone to hypoglycemia or hyperglycemia or cardiac problems or hypotension or anxiety may cause sweating. Metformin rarely cause hypoglycemia and sweating. Also, possible that it may be due to autonomic neuropathy in which nerves that controls sweat gland damaged lead to excessive sweating. So please consult with your physician he will check exact cause for sweating and treat you accordingly. Hope I have answered your query. Let me know if I can assist you further. Take care",PCOS,metformin
"i had unprotected sex om march 21 2010, approximately two weeks after, i had my period (April). i normally have my period during the first and second week of the month but now, its may 20 and i haven t had my period. is it possible that im pregnant?","Hello dear, I understand your concern. In my opinion once you get the period the pregnancy is ruled out unless you had unprotected intercourse after the periods. As per your information the unprotected intercourse was not done after the periods in April. So there is no chance of pregnancy. The period can be delayed due to stress, poor diet etc. Stress regarding the thought of pregnancy causes hormonal imbalance and delay the period. So relax. Avoid stress. Usually the pregnancy test is positive a week after missed period. So as a benefit of doubt you can consider doing a urine pregnancy test. But as per your information there is no chance of pregnancy. Hope this helps. Best regards....",PCOS,hormonal imbalance
"hello Dr., my name is khushboo from Rajasthan. Its been 4 yrs of my marriage but i m not able to concieve. I am taking treatment from last two years. My first dr did my biopsy and found myco endobactirum TB. I took the medicines for about six months & den dey said its ok. last year in Aug2012 IUI was done. my follicles was not growing as expected so they give me injection of HMG 75mg. later that in dec12 i approached an other dr she did all my test and said everything was ok except the insulin level which was on higher edge. she said there may b a chance of PCOS but there is no symptoms of PCOS found in me except the small follicles found in sonography. now i am undergoing treatment with an other dr. she said its cervicitis. i undregone cautery in feb2013. still taking bactrium DS and probiotic tablets. she ask me to go for follicular study. report are as undre","Hi, Raised insulin level suggests insulin resistance that occurs in PCs. And it may be in early stage. Get checked for your sugar levels also. Usually in TB, most common is salphingitis and the ovum does not move into endometrium Since no problem in the structure you can conceive without problem. Now with the description the follicle size is increasing. So 2 days around your ovulation day you should actively involve in sex. So discuss with your doctor and follow her advice. Hope I answered your question. Consult your doctor for further examination and management. Feel free to ask me if you have any further queries. Wish you good health. Take care. Regards",PCOS,"pcos, insulin resistance"
