Question,Answer,Topic,Keywords,Style
HI MY NAME IS xxxx.I WOULD LIKE TO KNOW IF MY NEW MEDICATION MELOXICAN INTERFERE WITH THE ONES IM TAKING IN A DAILY BASIS.IM TAKING something LIPITOR SYNTHROID SINGULAIR TEGRETOL DIOVAN AND DILANTIN.I APRECIATE IF YOU CAN HELP ME IN THIS MATTER.THANK YOU. I'm not really sure how to explain it exactly.,"Hi,1. Taking Meloxicam together with Metformin can potentiate the risk of a serious condition called lactic acidosis.2. Taking Regret together with Dilation, Synthroid and Lipitor decrease their therapeutic effects in controlling seizures, hypothyroidism and high cholesterol levels respectively.3. Dilation can also decrease the therapeutic effects of Syn thyroid, Lipitor and Metformin when taken all together.4. Meloxicam can also lower the blood pressure lowering effects of Divan when taken together. Synthroid should always be taken on an empty stomach one hour before breakfast. Hope I have answered your query. Let me know if I can assist you further.",PCOS,metformin,ambiguous
I've been really stressed about this and need some reassurance. HI MY NAME IS xxxx.I WOULD LIKE TO KNOW IF MY NEW MEDICATION MELOXICAN INTERFERE WITH THE ONES IM TAKING IN A DAILY BASIS.IM TAKING METFORMIN LIPITOR SYNTHROID SINGULAIR TEGRETOL DIOVAN AND DILANTIN.I APRECIATE IF YOU CAN HELP ME IN THIS MATTER.THANK YOU.,"Hi,1. Taking Meloxicam together with Metformin can potentiate the risk of a serious condition called lactic acidosis.2. Taking Regret together with Dilation, Synthroid and Lipitor decrease their therapeutic effects in controlling seizures, hypothyroidism and high cholesterol levels respectively.3. Dilation can also decrease the therapeutic effects of Syn thyroid, Lipitor and Metformin when taken all together.4. Meloxicam can also lower the blood pressure lowering effects of Divan when taken together. Synthroid should always be taken on an empty stomach one hour before breakfast. Hope I have answered your query. Let me know if I can assist you further.",PCOS,metformin,emotionally_concerned
"Hi,I wanted to ask m feeling hot flashes from few days,jst aftr a week of my ovulation ,i m taking fertility tablets,is it some harmonal problem? I also have PCOS,from some yrs,bt i never had ths kinda hot feeling before.could u plz tell me what it culd b?",If much of ovaries are involved and a lot of hormone disturbance it is a possibility that hot flushes can occur in PCs as well due to less Estrogen and more Testosterone. Since when are you taking Fertility tablets. It should become normal after some times. Main treatment in PCs is weight reduction which will clear most of the symptoms. Also get blood sugar checked. Do brisk walking every day for 40 minutes. Avoid junk food. Eat fresh fruits and green leafy vegetables everyday in diet,PCOS,"pcos, testosterone",canonical
"Patient presents with the following concern: Hi,I wanted to ask m feeling hot flashes from few days,jst aftr a week of my ovulation ,i m taking fertility tablets,is it some harmonal problem? I also have PCOS,from some yrs,bt i never had ths kinda hot feeling before.could u plz tell me what it culd b?",If much of ovaries are involved and a lot of hormone disturbance it is a possibility that hot flushes can occur in PCs as well due to less Estrogen and more Testosterone. Since when are you taking Fertility tablets. It should become normal after some times. Main treatment in PCs is weight reduction which will clear most of the symptoms. Also get blood sugar checked. Do brisk walking every day for 40 minutes. Avoid junk food. Eat fresh fruits and green leafy vegetables everyday in diet,PCOS,"pcos, testosterone",clinical
"So here's my question: Hi,I wanted to ask m feeling hot flashes from few days,jst aftr a week of my ovulation ,i m taking fertility tablets,is it some harmonal problem? I also have PCOS,from some yrs,bt i never had ths kinda hot feeling before.could u plz tell me what it culd b?",If much of ovaries are involved and a lot of hormone disturbance it is a possibility that hot flushes can occur in PCs as well due to less Estrogen and more Testosterone. Since when are you taking Fertility tablets. It should become normal after some times. Main treatment in PCs is weight reduction which will clear most of the symptoms. Also get blood sugar checked. Do brisk walking every day for 40 minutes. Avoid junk food. Eat fresh fruits and green leafy vegetables everyday in diet,PCOS,"pcos, testosterone",layperson
"I'm not really comfortable talking about this kind of thing, but I have to ask. Hi,I wanted to ask m feeling hot flashes from few days,jst aftr a week of my ovulation ,i m taking fertility tablets,is it some harmonal problem? I also have PCOS,from some yrs,bt i never had ths kinda hot feeling before.could u plz tell me what it culd b?",If much of ovaries are involved and a lot of hormone disturbance it is a possibility that hot flushes can occur in PCs as well due to less Estrogen and more Testosterone. Since when are you taking Fertility tablets. It should become normal after some times. Main treatment in PCs is weight reduction which will clear most of the symptoms. Also get blood sugar checked. Do brisk walking every day for 40 minutes. Avoid junk food. Eat fresh fruits and green leafy vegetables everyday in diet,PCOS,"pcos, testosterone",indirect_cultural
"Hi,I wanted to ask m feeling hot flashes from few days,jst aftr a week of my ovulation ,i m taking fertility tablets,is it some harmonal problem? I'm not really sure how to explain it exactly.",If much of ovaries are involved and a lot of hormone disturbance it is a possibility that hot flushes can occur in PCs as well due to less Estrogen and more Testosterone. Since when are you taking Fertility tablets. It should become normal after some times. Main treatment in PCs is weight reduction which will clear most of the symptoms. Also get blood sugar checked. Do brisk walking every day for 40 minutes. Avoid junk food. Eat fresh fruits and green leafy vegetables everyday in diet,PCOS,"pcos, testosterone",ambiguous
"I'm really worried about this and can't stop thinking about it. Hi,I wanted to ask m feeling hot flashes from few days,jst aftr a week of my ovulation ,i m taking fertility tablets,is it some harmonal problem? I also have PCOS,from some yrs,bt i never had ths kinda hot feeling before.could u plz tell me what it culd b?",If much of ovaries are involved and a lot of hormone disturbance it is a possibility that hot flushes can occur in PCs as well due to less Estrogen and more Testosterone. Since when are you taking Fertility tablets. It should become normal after some times. Main treatment in PCs is weight reduction which will clear most of the symptoms. Also get blood sugar checked. Do brisk walking every day for 40 minutes. Avoid junk food. Eat fresh fruits and green leafy vegetables everyday in diet,PCOS,"pcos, testosterone",emotionally_concerned
hello! i had my period on the first week of september and it lasted for 5 days! 2 weeks later i got my period again and it lasted 3-4 days. does this mean im pregnant? i have been trying to concieve for almost a year now. what can i do to help me conceive?,"Hallow Dear, Frequency of period is not a sign of pregnancy. It could be due to some hormonal imbalance like Oestrogen-Progesterone and/or Thyroid. If this has happened only for this time, you may wait for a couple of cycles. If the irregularity persists, you will have to get investigated for your hormonal profile by blood examination for FSH, LH, Prolactin, Estrogen, Progesterone, T3, T4, TSH, and any other if indicated. For that you will have to report to the Gynecologist. Such irregular menses are usually without egg release. If you are keen on getting pregnant, better get your status of ovulation (egg release) assessed. You can do that ultrasonography ovulation monitoring also. Hope this helps you,",PCOS,hormonal imbalance,canonical
Patient presents with the following concern: hello! i had my period on the first week of september and it lasted for 5 days! 2 weeks later i got my period again and it lasted 3-4 days. does this mean im pregnant? i have been trying to concieve for almost a year now. what can i do to help me conceive?,"Hallow Dear, Frequency of period is not a sign of pregnancy. It could be due to some hormonal imbalance like Oestrogen-Progesterone and/or Thyroid. If this has happened only for this time, you may wait for a couple of cycles. If the irregularity persists, you will have to get investigated for your hormonal profile by blood examination for FSH, LH, Prolactin, Estrogen, Progesterone, T3, T4, TSH, and any other if indicated. For that you will have to report to the Gynecologist. Such irregular menses are usually without egg release. If you are keen on getting pregnant, better get your status of ovulation (egg release) assessed. You can do that ultrasonography ovulation monitoring also. Hope this helps you,",PCOS,hormonal imbalance,clinical
Just wanted to ask something: hello! i had my period on the first week of september and it lasted for 5 days! 2 weeks later i got my period again and it lasted 3-4 days. does this mean im pregnant? i have been trying to concieve for almost a year now. what can i do to help me conceive?,"Hallow Dear, Frequency of period is not a sign of pregnancy. It could be due to some hormonal imbalance like Oestrogen-Progesterone and/or Thyroid. If this has happened only for this time, you may wait for a couple of cycles. If the irregularity persists, you will have to get investigated for your hormonal profile by blood examination for FSH, LH, Prolactin, Estrogen, Progesterone, T3, T4, TSH, and any other if indicated. For that you will have to report to the Gynecologist. Such irregular menses are usually without egg release. If you are keen on getting pregnant, better get your status of ovulation (egg release) assessed. You can do that ultrasonography ovulation monitoring also. Hope this helps you,",PCOS,hormonal imbalance,layperson
"This is a bit awkward for me to bring up, but here goes. hello! i had my period on the first week of september and it lasted for 5 days! 2 weeks later i got my period again and it lasted 3-4 days. does this mean im pregnant? i have been trying to concieve for almost a year now. what can i do to help me conceive?","Hallow Dear, Frequency of period is not a sign of pregnancy. It could be due to some hormonal imbalance like Oestrogen-Progesterone and/or Thyroid. If this has happened only for this time, you may wait for a couple of cycles. If the irregularity persists, you will have to get investigated for your hormonal profile by blood examination for FSH, LH, Prolactin, Estrogen, Progesterone, T3, T4, TSH, and any other if indicated. For that you will have to report to the Gynecologist. Such irregular menses are usually without egg release. If you are keen on getting pregnant, better get your status of ovulation (egg release) assessed. You can do that ultrasonography ovulation monitoring also. Hope this helps you,",PCOS,hormonal imbalance,indirect_cultural
i had my period on the first week of september and it lasted for 5 days! I'm not really sure how to explain it exactly.,"Hallow Dear, Frequency of period is not a sign of pregnancy. It could be due to some hormonal imbalance like Oestrogen-Progesterone and/or Thyroid. If this has happened only for this time, you may wait for a couple of cycles. If the irregularity persists, you will have to get investigated for your hormonal profile by blood examination for FSH, LH, Prolactin, Estrogen, Progesterone, T3, T4, TSH, and any other if indicated. For that you will have to report to the Gynecologist. Such irregular menses are usually without egg release. If you are keen on getting pregnant, better get your status of ovulation (egg release) assessed. You can do that ultrasonography ovulation monitoring also. Hope this helps you,",PCOS,hormonal imbalance,ambiguous
This is scaring me a lot and I need to know what's going on. hello! i had my period on the first week of september and it lasted for 5 days! 2 weeks later i got my period again and it lasted 3-4 days. does this mean im pregnant? i have been trying to concieve for almost a year now. what can i do to help me conceive?,"Hallow Dear, Frequency of period is not a sign of pregnancy. It could be due to some hormonal imbalance like Oestrogen-Progesterone and/or Thyroid. If this has happened only for this time, you may wait for a couple of cycles. If the irregularity persists, you will have to get investigated for your hormonal profile by blood examination for FSH, LH, Prolactin, Estrogen, Progesterone, T3, T4, TSH, and any other if indicated. For that you will have to report to the Gynecologist. Such irregular menses are usually without egg release. If you are keen on getting pregnant, better get your status of ovulation (egg release) assessed. You can do that ultrasonography ovulation monitoring also. Hope this helps you,",PCOS,hormonal imbalance,emotionally_concerned
im trying to conceive since last 1 year after my first child was automatically aborted as he was not growing...now sometimes my follicles dosent grow to apprpriate size& this month its totally missing .I am already 33years & losing my patience. Please help,"Hello, thanks for writing in. Sorry to hear about your first pregnancy, but do not lose hope. I would recommend that you consult an infertility specialist soon, as according to what you have described, you are not ovulating in every cycle. This is commonly seen in a condition called polycystic ovarian disease, (but a diagnosis cannot be made only on the detail provided). Your menstrual cycle details, baseline tests including hormonal profile are required, so that any problems can be diagnosed and treatment started. Medicines are available to stimulate growth of the follicles and induce ovulation. Do not worry. I wish you all the best. Do not forget to eat a healthy diet and exercise. Take care. Please write in with any doubts.",PCOS,pcos,canonical
Patient presents with the following concern: im trying to conceive since last 1 year after my first child was automatically aborted as he was not growing...now sometimes my follicles dosent grow to apprpriate size& this month its totally missing .I am already 33years & losing my patience. Please help,"Hello, thanks for writing in. Sorry to hear about your first pregnancy, but do not lose hope. I would recommend that you consult an infertility specialist soon, as according to what you have described, you are not ovulating in every cycle. This is commonly seen in a condition called polycystic ovarian disease, (but a diagnosis cannot be made only on the detail provided). Your menstrual cycle details, baseline tests including hormonal profile are required, so that any problems can be diagnosed and treatment started. Medicines are available to stimulate growth of the follicles and induce ovulation. Do not worry. I wish you all the best. Do not forget to eat a healthy diet and exercise. Take care. Please write in with any doubts.",PCOS,pcos,clinical
Quick question for you: im trying to conceive since last 1 year after my first child was automatically aborted as he was not growing...now sometimes my follicles dosent grow to apprpriate size& this month its totally missing .I am already 33years & losing my patience. Please help,"Hello, thanks for writing in. Sorry to hear about your first pregnancy, but do not lose hope. I would recommend that you consult an infertility specialist soon, as according to what you have described, you are not ovulating in every cycle. This is commonly seen in a condition called polycystic ovarian disease, (but a diagnosis cannot be made only on the detail provided). Your menstrual cycle details, baseline tests including hormonal profile are required, so that any problems can be diagnosed and treatment started. Medicines are available to stimulate growth of the follicles and induce ovulation. Do not worry. I wish you all the best. Do not forget to eat a healthy diet and exercise. Take care. Please write in with any doubts.",PCOS,pcos,layperson
"I don't usually talk about this stuff, but I need some advice. im trying to conceive since last 1 year after my first child was automatically aborted as he was not growing...now sometimes my follicles dosent grow to apprpriate size& this month its totally missing .I am already 33years & losing my patience. Please help","Hello, thanks for writing in. Sorry to hear about your first pregnancy, but do not lose hope. I would recommend that you consult an infertility specialist soon, as according to what you have described, you are not ovulating in every cycle. This is commonly seen in a condition called polycystic ovarian disease, (but a diagnosis cannot be made only on the detail provided). Your menstrual cycle details, baseline tests including hormonal profile are required, so that any problems can be diagnosed and treatment started. Medicines are available to stimulate growth of the follicles and induce ovulation. Do not worry. I wish you all the best. Do not forget to eat a healthy diet and exercise. Take care. Please write in with any doubts.",PCOS,pcos,indirect_cultural
im trying to conceive since last 1 year after my first child was automatically aborted as he was not growing...now sometimes my follicles dosent grow to apprpriate size& this month its totally missing .I am already 33years & losing my patience. I'm not really sure how to explain it exactly.,"Hello, thanks for writing in. Sorry to hear about your first pregnancy, but do not lose hope. I would recommend that you consult an infertility specialist soon, as according to what you have described, you are not ovulating in every cycle. This is commonly seen in a condition called polycystic ovarian disease, (but a diagnosis cannot be made only on the detail provided). Your menstrual cycle details, baseline tests including hormonal profile are required, so that any problems can be diagnosed and treatment started. Medicines are available to stimulate growth of the follicles and induce ovulation. Do not worry. I wish you all the best. Do not forget to eat a healthy diet and exercise. Take care. Please write in with any doubts.",PCOS,pcos,ambiguous
"I'm quite anxious about this, please help me understand. im trying to conceive since last 1 year after my first child was automatically aborted as he was not growing...now sometimes my follicles dosent grow to apprpriate size& this month its totally missing .I am already 33years & losing my patience. Please help","Hello, thanks for writing in. Sorry to hear about your first pregnancy, but do not lose hope. I would recommend that you consult an infertility specialist soon, as according to what you have described, you are not ovulating in every cycle. This is commonly seen in a condition called polycystic ovarian disease, (but a diagnosis cannot be made only on the detail provided). Your menstrual cycle details, baseline tests including hormonal profile are required, so that any problems can be diagnosed and treatment started. Medicines are available to stimulate growth of the follicles and induce ovulation. Do not worry. I wish you all the best. Do not forget to eat a healthy diet and exercise. Take care. Please write in with any doubts.",PCOS,pcos,emotionally_concerned
age 23 years female married respected mam 6 months have been passed being married .still im not pragnant.my menstrual cycle from april is below. 27 april 6 june 19 july 7 sep 12 oct am i suffering through irregular cycles? plz help me how can i be pragnant,"Hello dear, I understand your concern. In my opinion after seeing your dates of your cycles they seem to be irregular. The causes for irregular cycles like thyroid abnormalities, PCOD, overweight or obesity or stress need to be ruled out. Ultrasound and thyroid profile are helpful to diagnose the above conditions. Weight reduction in case of overweight or obesity is helpful. Avoid stress. Best regards...",PCOS,pcod,canonical
Patient presents with the following concern: age 23 years female married respected mam 6 months have been passed being married .still im not pragnant.my menstrual cycle from april is below. 27 april 6 june 19 july 7 sep 12 oct am i suffering through irregular cycles? plz help me how can i be pragnant,"Hello dear, I understand your concern. In my opinion after seeing your dates of your cycles they seem to be irregular. The causes for irregular cycles like thyroid abnormalities, PCOD, overweight or obesity or stress need to be ruled out. Ultrasound and thyroid profile are helpful to diagnose the above conditions. Weight reduction in case of overweight or obesity is helpful. Avoid stress. Best regards...",PCOS,pcod,clinical
I wanted to check something: age 23 years female married respected mam 6 months have been passed being married .still im not pragnant.my menstrual cycle from april is below. 27 april 6 june 19 july 7 sep 12 oct am i suffering through irregular cycles? plz help me how can i be pragnant,"Hello dear, I understand your concern. In my opinion after seeing your dates of your cycles they seem to be irregular. The causes for irregular cycles like thyroid abnormalities, PCOD, overweight or obesity or stress need to be ruled out. Ultrasound and thyroid profile are helpful to diagnose the above conditions. Weight reduction in case of overweight or obesity is helpful. Avoid stress. Best regards...",PCOS,pcod,layperson
"It's hard for me to put this into words, but I'll try. age 23 years female married respected mam 6 months have been passed being married .still im not pragnant.my menstrual cycle from april is below. 27 april 6 june 19 july 7 sep 12 oct am i suffering through irregular cycles? plz help me how can i be pragnant","Hello dear, I understand your concern. In my opinion after seeing your dates of your cycles they seem to be irregular. The causes for irregular cycles like thyroid abnormalities, PCOD, overweight or obesity or stress need to be ruled out. Ultrasound and thyroid profile are helpful to diagnose the above conditions. Weight reduction in case of overweight or obesity is helpful. Avoid stress. Best regards...",PCOS,pcod,indirect_cultural
age 23 years female married respected mam 6 months have been passed being married .still im not pragnant.my menstrual cycle from april is below. I'm not really sure how to explain it exactly.,"Hello dear, I understand your concern. In my opinion after seeing your dates of your cycles they seem to be irregular. The causes for irregular cycles like thyroid abnormalities, PCOD, overweight or obesity or stress need to be ruled out. Ultrasound and thyroid profile are helpful to diagnose the above conditions. Weight reduction in case of overweight or obesity is helpful. Avoid stress. Best regards...",PCOS,pcod,ambiguous
I've been really stressed about this and need some reassurance. age 23 years female married respected mam 6 months have been passed being married .still im not pragnant.my menstrual cycle from april is below. 27 april 6 june 19 july 7 sep 12 oct am i suffering through irregular cycles? plz help me how can i be pragnant,"Hello dear, I understand your concern. In my opinion after seeing your dates of your cycles they seem to be irregular. The causes for irregular cycles like thyroid abnormalities, PCOD, overweight or obesity or stress need to be ruled out. Ultrasound and thyroid profile are helpful to diagnose the above conditions. Weight reduction in case of overweight or obesity is helpful. Avoid stress. Best regards...",PCOS,pcod,emotionally_concerned
I have had the Mirena for about 8 months. I have had light periods every month. About two weeks ago I started having dark brown discharge and it still hasn t stopped. I have a history of ectopic pregnancy. Could it be possible that this is another ectopic?,"Hello, I have gone through your query and understood the concern. It is possible to have abnormal menstrual pattern with the IRENA IUD as with the other hormone contraceptives. Yet, since you have had almost regular menstrual pattern all these months which implies hormone balance, this discharge should be considered abnormal. Chances of ectopic pregnancy are raised with intrauterine devices and in view of your history, I would ask you to go for a proper clinical appraisal immediately. A sonogram of the pelvis should be done to detect any ectopic pregnancy. If negative, you can be treated for hormone imbalance after excluding local causes like infection, polyps and erosion. Hope this helps.",PCOS,pcos,canonical
Patient presents with the following concern: I have had the Mirena for about 8 months. I have had light periods every month. About two weeks ago I started having dark brown discharge and it still hasn t stopped. I have a history of ectopic pregnancy. Could it be possible that this is another ectopic?,"Hello, I have gone through your query and understood the concern. It is possible to have abnormal menstrual pattern with the IRENA IUD as with the other hormone contraceptives. Yet, since you have had almost regular menstrual pattern all these months which implies hormone balance, this discharge should be considered abnormal. Chances of ectopic pregnancy are raised with intrauterine devices and in view of your history, I would ask you to go for a proper clinical appraisal immediately. A sonogram of the pelvis should be done to detect any ectopic pregnancy. If negative, you can be treated for hormone imbalance after excluding local causes like infection, polyps and erosion. Hope this helps.",PCOS,pcos,clinical
So here's my question: I have had the Mirena for about 8 months. I have had light periods every month. About two weeks ago I started having dark brown discharge and it still hasn t stopped. I have a history of ectopic pregnancy. Could it be possible that this is another ectopic?,"Hello, I have gone through your query and understood the concern. It is possible to have abnormal menstrual pattern with the IRENA IUD as with the other hormone contraceptives. Yet, since you have had almost regular menstrual pattern all these months which implies hormone balance, this discharge should be considered abnormal. Chances of ectopic pregnancy are raised with intrauterine devices and in view of your history, I would ask you to go for a proper clinical appraisal immediately. A sonogram of the pelvis should be done to detect any ectopic pregnancy. If negative, you can be treated for hormone imbalance after excluding local causes like infection, polyps and erosion. Hope this helps.",PCOS,pcos,layperson
"I'm not really comfortable talking about this kind of thing, but I have to ask. I have had the Mirena for about 8 months. I have had light periods every month. About two weeks ago I started having dark brown discharge and it still hasn t stopped. I have a history of ectopic pregnancy. Could it be possible that this is another ectopic?","Hello, I have gone through your query and understood the concern. It is possible to have abnormal menstrual pattern with the IRENA IUD as with the other hormone contraceptives. Yet, since you have had almost regular menstrual pattern all these months which implies hormone balance, this discharge should be considered abnormal. Chances of ectopic pregnancy are raised with intrauterine devices and in view of your history, I would ask you to go for a proper clinical appraisal immediately. A sonogram of the pelvis should be done to detect any ectopic pregnancy. If negative, you can be treated for hormone imbalance after excluding local causes like infection, polyps and erosion. Hope this helps.",PCOS,pcos,indirect_cultural
I have had the Mirena for about 8 months. I'm not really sure how to explain it exactly.,"Hello, I have gone through your query and understood the concern. It is possible to have abnormal menstrual pattern with the IRENA IUD as with the other hormone contraceptives. Yet, since you have had almost regular menstrual pattern all these months which implies hormone balance, this discharge should be considered abnormal. Chances of ectopic pregnancy are raised with intrauterine devices and in view of your history, I would ask you to go for a proper clinical appraisal immediately. A sonogram of the pelvis should be done to detect any ectopic pregnancy. If negative, you can be treated for hormone imbalance after excluding local causes like infection, polyps and erosion. Hope this helps.",PCOS,pcos,ambiguous
I'm really worried about this and can't stop thinking about it. I have had the Mirena for about 8 months. I have had light periods every month. About two weeks ago I started having dark brown discharge and it still hasn t stopped. I have a history of ectopic pregnancy. Could it be possible that this is another ectopic?,"Hello, I have gone through your query and understood the concern. It is possible to have abnormal menstrual pattern with the IRENA IUD as with the other hormone contraceptives. Yet, since you have had almost regular menstrual pattern all these months which implies hormone balance, this discharge should be considered abnormal. Chances of ectopic pregnancy are raised with intrauterine devices and in view of your history, I would ask you to go for a proper clinical appraisal immediately. A sonogram of the pelvis should be done to detect any ectopic pregnancy. If negative, you can be treated for hormone imbalance after excluding local causes like infection, polyps and erosion. Hope this helps.",PCOS,pcos,emotionally_concerned
My Wife had a PCOD and I have got her laprascopic done 4 months back. Her age is 25 yrs. She is still having irregular menstruation. She needs to take Mebex Tablets to have her periods. We are still struggling for a baby. Please help me out with a solution.,"Hi, I think she is not having ovulation normally. So, she needs medicines like camphene for the growth of your follicles. Track follicles growth by repeated ultrasound and when follicles reach a size more than 17 to 18 mm, take injection for rupturing the follicles. Be in contact with your wife for 2 to 3 days after injection. Take progesterone for next 2 weeks. Do a urine pregnancy test at home after that. You can try like that for 3 to 6 months. If it doesn't work, then you can go for GUI. Hope I have answered your question.",PCOS,pcod,canonical
Patient presents with the following concern: My Wife had a PCOD and I have got her laprascopic done 4 months back. Her age is 25 yrs. She is still having irregular menstruation. She needs to take Mebex Tablets to have her periods. We are still struggling for a baby. Please help me out with a solution.,"Hi, I think she is not having ovulation normally. So, she needs medicines like camphene for the growth of your follicles. Track follicles growth by repeated ultrasound and when follicles reach a size more than 17 to 18 mm, take injection for rupturing the follicles. Be in contact with your wife for 2 to 3 days after injection. Take progesterone for next 2 weeks. Do a urine pregnancy test at home after that. You can try like that for 3 to 6 months. If it doesn't work, then you can go for GUI. Hope I have answered your question.",PCOS,pcod,clinical
Just wanted to ask something: My Wife had a PCOD and I have got her laprascopic done 4 months back. Her age is 25 yrs. She is still having irregular menstruation. She needs to take Mebex Tablets to have her periods. We are still struggling for a baby. Please help me out with a solution.,"Hi, I think she is not having ovulation normally. So, she needs medicines like camphene for the growth of your follicles. Track follicles growth by repeated ultrasound and when follicles reach a size more than 17 to 18 mm, take injection for rupturing the follicles. Be in contact with your wife for 2 to 3 days after injection. Take progesterone for next 2 weeks. Do a urine pregnancy test at home after that. You can try like that for 3 to 6 months. If it doesn't work, then you can go for GUI. Hope I have answered your question.",PCOS,pcod,layperson
"This is a bit awkward for me to bring up, but here goes. My Wife had a PCOD and I have got her laprascopic done 4 months back. Her age is 25 yrs. She is still having irregular menstruation. She needs to take Mebex Tablets to have her periods. We are still struggling for a baby. Please help me out with a solution.","Hi, I think she is not having ovulation normally. So, she needs medicines like camphene for the growth of your follicles. Track follicles growth by repeated ultrasound and when follicles reach a size more than 17 to 18 mm, take injection for rupturing the follicles. Be in contact with your wife for 2 to 3 days after injection. Take progesterone for next 2 weeks. Do a urine pregnancy test at home after that. You can try like that for 3 to 6 months. If it doesn't work, then you can go for GUI. Hope I have answered your question.",PCOS,pcod,indirect_cultural
My Wife had something and I have got her laprascopic done 4 months back. I'm not really sure how to explain it exactly.,"Hi, I think she is not having ovulation normally. So, she needs medicines like camphene for the growth of your follicles. Track follicles growth by repeated ultrasound and when follicles reach a size more than 17 to 18 mm, take injection for rupturing the follicles. Be in contact with your wife for 2 to 3 days after injection. Take progesterone for next 2 weeks. Do a urine pregnancy test at home after that. You can try like that for 3 to 6 months. If it doesn't work, then you can go for GUI. Hope I have answered your question.",PCOS,pcod,ambiguous
This is scaring me a lot and I need to know what's going on. My Wife had a PCOD and I have got her laprascopic done 4 months back. Her age is 25 yrs. She is still having irregular menstruation. She needs to take Mebex Tablets to have her periods. We are still struggling for a baby. Please help me out with a solution.,"Hi, I think she is not having ovulation normally. So, she needs medicines like camphene for the growth of your follicles. Track follicles growth by repeated ultrasound and when follicles reach a size more than 17 to 18 mm, take injection for rupturing the follicles. Be in contact with your wife for 2 to 3 days after injection. Take progesterone for next 2 weeks. Do a urine pregnancy test at home after that. You can try like that for 3 to 6 months. If it doesn't work, then you can go for GUI. Hope I have answered your question.",PCOS,pcod,emotionally_concerned
"I am 22 yrs old female,Height 5.6 and my Weight is 61 kg. I am trying to conceive but I went through a pelvis Ultrasound which says iam having polycystic ovaries.please suggest me how i should reduce my weight and could conceive quickly.Married life 5months","Hi, thanks for writing. Reduce weight by diet control and exercise including aerobics. Avoid fatty, oily food. Take small amount of food at correct time. Do you have regular periods? Irregular periods should first be treated. You can try for spontaneous conception for 1 year before taking any treatment.PRO can be an isolated finding in scan without any symptoms. It doe snot require any treatment. Hope I have answered your query. Good day.",PCOS,irregular periods,canonical
"Patient presents with the following concern: I am 22 yrs old female,Height 5.6 and my Weight is 61 kg. I am trying to conceive but I went through a pelvis Ultrasound which says iam having polycystic ovaries.please suggest me how i should reduce my weight and could conceive quickly.Married life 5months","Hi, thanks for writing. Reduce weight by diet control and exercise including aerobics. Avoid fatty, oily food. Take small amount of food at correct time. Do you have regular periods? Irregular periods should first be treated. You can try for spontaneous conception for 1 year before taking any treatment.PRO can be an isolated finding in scan without any symptoms. It doe snot require any treatment. Hope I have answered your query. Good day.",PCOS,irregular periods,clinical
"Quick question for you: I am 22 yrs old female,Height 5.6 and my Weight is 61 kg. I am trying to conceive but I went through a pelvis Ultrasound which says iam having polycystic ovaries.please suggest me how i should reduce my weight and could conceive quickly.Married life 5months","Hi, thanks for writing. Reduce weight by diet control and exercise including aerobics. Avoid fatty, oily food. Take small amount of food at correct time. Do you have regular periods? Irregular periods should first be treated. You can try for spontaneous conception for 1 year before taking any treatment.PRO can be an isolated finding in scan without any symptoms. It doe snot require any treatment. Hope I have answered your query. Good day.",PCOS,irregular periods,layperson
"I don't usually talk about this stuff, but I need some advice. I am 22 yrs old female,Height 5.6 and my Weight is 61 kg. I am trying to conceive but I went through a pelvis Ultrasound which says iam having polycystic ovaries.please suggest me how i should reduce my weight and could conceive quickly.Married life 5months","Hi, thanks for writing. Reduce weight by diet control and exercise including aerobics. Avoid fatty, oily food. Take small amount of food at correct time. Do you have regular periods? Irregular periods should first be treated. You can try for spontaneous conception for 1 year before taking any treatment.PRO can be an isolated finding in scan without any symptoms. It doe snot require any treatment. Hope I have answered your query. Good day.",PCOS,irregular periods,indirect_cultural
"I am 22 yrs old female,Height 5.6 and my Weight is 61 kg. I'm not really sure how to explain it exactly.","Hi, thanks for writing. Reduce weight by diet control and exercise including aerobics. Avoid fatty, oily food. Take small amount of food at correct time. Do you have regular periods? Irregular periods should first be treated. You can try for spontaneous conception for 1 year before taking any treatment.PRO can be an isolated finding in scan without any symptoms. It doe snot require any treatment. Hope I have answered your query. Good day.",PCOS,irregular periods,ambiguous
"I'm quite anxious about this, please help me understand. I am 22 yrs old female,Height 5.6 and my Weight is 61 kg. I am trying to conceive but I went through a pelvis Ultrasound which says iam having polycystic ovaries.please suggest me how i should reduce my weight and could conceive quickly.Married life 5months","Hi, thanks for writing. Reduce weight by diet control and exercise including aerobics. Avoid fatty, oily food. Take small amount of food at correct time. Do you have regular periods? Irregular periods should first be treated. You can try for spontaneous conception for 1 year before taking any treatment.PRO can be an isolated finding in scan without any symptoms. It doe snot require any treatment. Hope I have answered your query. Good day.",PCOS,irregular periods,emotionally_concerned
I have a mild pcod I am planning for a baby for last one yr but I consult my gyno 2 months back then I come to know abt this .I am taking chrominac a ..should I able to conceive or not .my age is 32 I have a 5 yr old daughter that time I concevie naturally..,Hello dairy understand your concerned have mild PCs and pregnancy is possible after taking proper treatment. I would suggest taking treatment under the advice of the gynecologist. You can continue chroming as it decrease the insulin resistance. Along with that you can also ask the doctor,PCOS,"pcod, insulin resistance",canonical
