item_id,seed_id,category,style,source_text_en,gold_condition,fr_text,fr_agency_translator_id,fr_agency_qa_id,fr_house_reviewer_id,fr_house_validation_status,fr_notes
menst-023_canonical,menst-023,menstrual,canonical,hello Dr i m 25 yrs old and want to be pregnant because of my irregular periods my dr suggest me to take siphene tablete for 5 days and then do intercourse from 12to 18 day of cycle.In this mounth i have been done this procedure wether i m pregnant?,NEEDS_GROUNDING,,,,,pending,
menst-023_clinical,menst-023,menstrual,clinical,"25-year-old patient with irregular menses, prescribed Siphene (clomiphene) for 5 days with recommended intercourse timing days 12–18 of cycle to achieve pregnancy; completed the protocol this cycle and requests assessment of pregnancy likelihood.",NEEDS_GROUNDING,,,,,pending,
menst-023_layperson,menst-023,menstrual,layperson,"Hello doctor, I'm 25 and want to get pregnant because of my irregular periods. My doctor told me to take Siphene tablets for 5 days and then have intercourse between day 12 and 18 of my cycle. I did this the way I was told this month — am I pregnant?",NEEDS_GROUNDING,,,,,pending,
menst-023_indirect_cultural,menst-023,menstrual,indirect_cultural,"Hello doctor, I'm 25 and my cycle isn't regular, so I'm trying to conceive. My doctor gave me tablets to take for five days and told me the best days to try during my cycle. I followed the plan this month — could I be expecting?",NEEDS_GROUNDING,,,,,pending,
menst-023_ambiguous,menst-023,menstrual,ambiguous,"I followed a fertility plan my doctor gave me this month, including some tablets and specific timing — how would I know if it worked?",NEEDS_GROUNDING,,,,,pending,
menst-023_emotionally_concerned,menst-023,menstrual,emotionally_concerned,"Hello doctor, I'm 25 and so hopeful — I followed my doctor's instructions exactly this month, taking Siphene for 5 days and trying between days 12–18 of my cycle because of my irregular periods. Am I pregnant? I really want to know.",NEEDS_GROUNDING,,,,,pending,
menst-024_canonical,menst-024,menstrual,canonical,was on nur-strute for 2 years its has stopped my periods all together now want to concieve but still no periods used primolut for 10 day its now 3 days no menstruation also have ovarian cyst,NEEDS_GROUNDING,,,,,pending,
menst-024_clinical,menst-024,menstrual,clinical,Patient on norethisterone (Nur-Isterate/similar) for 2 years resulting in amenorrhea; now attempting conception but menses have not resumed. Trialed primolut for 10 days; 3 days post-course still no menstruation. Also reports known ovarian cyst.,NEEDS_GROUNDING,,,,,pending,
menst-024_layperson,menst-024,menstrual,layperson,"I was on Nur-Isterate for 2 years, and it completely stopped my periods. Now I want to get pregnant, but my periods still haven't come back. I took Primolut for 10 days, and it's been 3 days since finishing with still no period. I also have an ovarian cyst.",NEEDS_GROUNDING,,,,,pending,
menst-024_indirect_cultural,menst-024,menstrual,indirect_cultural,"I was on a contraceptive injection for two years that stopped my monthly cycle entirely. Now that I want to start trying for a baby, my cycle still hasn't returned. I took a tablet course for ten days and it's been three days since with nothing yet, and I also have a cyst on my ovary.",NEEDS_GROUNDING,,,,,pending,
menst-024_ambiguous,menst-024,menstrual,ambiguous,"I was on something for a couple years that stopped my cycle completely, and even after trying to restart it with medicine, nothing's happened yet — plus I have a cyst. What's going on?",NEEDS_GROUNDING,,,,,pending,
menst-024_emotionally_concerned,menst-024,menstrual,emotionally_concerned,"I'm getting anxious — I was on Nur-Isterate for 2 years which stopped my periods completely, and now that I want to conceive, my period still hasn't returned even after 10 days of Primolut and 3 more days waiting. I also have an ovarian cyst. What's happening to me?",NEEDS_GROUNDING,,,,,pending,
menst-025_canonical,menst-025,menstrual,canonical,"Hi, I havent had a period since 14th December. On 20th December i had unprotected sex, i took Levonelle One two hours afterwards. I have taken 2 pregnancy tests and they are negative. I feel pre-mentstal but yet no period. Is it likely i am pregnant?",NEEDS_GROUNDING,,,,,pending,
menst-025_clinical,menst-025,menstrual,clinical,Patient reports amenorrhea since December 14th; unprotected intercourse on December 20th followed by Levonelle One (emergency contraception) taken 2 hours later. Two negative pregnancy tests. Reports premenstrual-type symptoms without onset of menses. Requests assessment of pregnancy likelihood.,NEEDS_GROUNDING,,,,,pending,
menst-025_layperson,menst-025,menstrual,layperson,"Hi, I haven't had my period since December 14th. On December 20th I had unprotected sex and took the Levonelle One morning-after pill two hours later. I've taken 2 pregnancy tests and both were negative. I feel like my period is coming but it hasn't started. Am I likely pregnant?",NEEDS_GROUNDING,,,,,pending,
menst-025_indirect_cultural,menst-025,menstrual,indirect_cultural,"Hi, my monthly hasn't come since the 14th of December. A week later I was intimate without protection and took the emergency pill soon after. I've tested twice since and both came back clear, but I still feel like it's about to start even though it hasn't. Could I still be expecting?",NEEDS_GROUNDING,,,,,pending,
menst-025_ambiguous,menst-025,menstrual,ambiguous,"It's been weeks since my last period, I had a situation where I took the morning-after pill, and tests have come back clear twice, but I still feel like something's about to happen. What does that mean?",NEEDS_GROUNDING,,,,,pending,
menst-025_emotionally_concerned,menst-025,menstrual,emotionally_concerned,"I'm really anxious — I haven't had a period since December 14th, I took the morning-after pill after unprotected sex on the 20th, and both pregnancy tests are negative, but I still feel premenstrual with no period showing up. Am I likely pregnant?",NEEDS_GROUNDING,,,,,pending,
menst-026_canonical,menst-026,menstrual,canonical,"Im 18 145lbs and have been getting chest pains (heartburn?) that last about 6 hours about twice a week and i havent had my period in 3 months? reasons? I have always had irregular periods but my Dr said it was from sports, i dont play sports any more.",NEEDS_GROUNDING,,,,,pending,
menst-026_clinical,menst-026,menstrual,clinical,"18-year-old patient, 145 lbs, reporting recurrent chest pain (possible heartburn) lasting approximately 6 hours, twice weekly, and 3-month amenorrhea. History of chronic menstrual irregularity previously attributed by physician to sports participation; patient has since discontinued sports. Requests possible explanations.",NEEDS_GROUNDING,,,,,pending,
menst-026_layperson,menst-026,menstrual,layperson,"I'm 18, weigh 145 lbs, and I've been getting chest pains that might be heartburn — they last about 6 hours and happen twice a week. I also haven't had my period in 3 months. Any reasons why? I've always had irregular periods, but my doctor said it was from playing sports, and I don't play sports anymore.",NEEDS_GROUNDING,,,,,pending,
menst-026_indirect_cultural,menst-026,menstrual,indirect_cultural,"I'm 18 and I've been getting this chest discomfort a couple times a week that lasts hours — maybe heartburn. And my cycle hasn't shown up in three months. I used to be told it was because of sports, but I quit those a while ago — could something else be going on now?",NEEDS_GROUNDING,,,,,pending,
menst-026_ambiguous,menst-026,menstrual,ambiguous,"I've had some chest discomfort happening a couple times a week, and my cycle's been missing for a few months now — I used to have an explanation for the cycle thing but that reason doesn't apply anymore. What could be going on?",NEEDS_GROUNDING,,,,,pending,
menst-026_emotionally_concerned,menst-026,menstrual,emotionally_concerned,"I'm 18 and getting scared — I keep getting chest pains that last hours a couple times a week, and I haven't had a period in 3 months. My doctor used to blame my irregular periods on sports, but I quit sports — what could be causing this now?",NEEDS_GROUNDING,,,,,pending,
menst-027_canonical,menst-027,menstrual,canonical,"Hello doctor,My last period was 48 days before. Till now no period. Pregnancy kit tests are negative. I have completed Meprate 10 mg five days course. Still no period. What should I do? Please help. I am very stressed.",NEEDS_GROUNDING,,,,,pending,
menst-027_clinical,menst-027,menstrual,clinical,Patient reports 48-day amenorrhea with negative pregnancy testing; completed a 5-day course of Meprate (medroxyprogesterone) 10 mg without withdrawal bleeding. Requests guidance on next steps; reports significant associated stress.,NEEDS_GROUNDING,,,,,pending,
menst-027_layperson,menst-027,menstrual,layperson,"Hello doctor, my last period was 48 days ago and I still haven't had one. My pregnancy tests are negative. I finished a 5-day course of Meprate 10mg, but I still haven't gotten my period. What should I do? Please help, I'm really stressed.",NEEDS_GROUNDING,,,,,pending,
menst-027_indirect_cultural,menst-027,menstrual,indirect_cultural,"Hello doctor, it's been 48 days since my last cycle with nothing since, and the home tests keep coming back clear. I finished a course of tablets my doctor gave me to bring it on, but still nothing. What should I do? I'm under a lot of pressure over this.",NEEDS_GROUNDING,,,,,pending,
menst-027_ambiguous,menst-027,menstrual,ambiguous,"It's been well over a month with nothing, tests keep coming back the same, and even the medicine I was given to help didn't work. What should I do next?",NEEDS_GROUNDING,,,,,pending,
menst-027_emotionally_concerned,menst-027,menstrual,emotionally_concerned,"Hello doctor, I'm so stressed — it's been 48 days with no period, my pregnancy tests are negative, and even the Meprate course didn't bring my period. What should I do? Please help me, I'm very anxious about this.",NEEDS_GROUNDING,,,,,pending,
menst-028_canonical,menst-028,menstrual,canonical,"Hi doctor,I am suffering from irregular periods. I am currently taking medication Levothyroxine 50. My T3 is 0.87 ng/mL, T4 is 8.30 ug/dL, TSH is 2.43 uIU/mL. I am 34 years old, weigh 75 kg, and 5 feet tall. Please advice.",NEEDS_GROUNDING,,,,,pending,
menst-028_clinical,menst-028,menstrual,clinical,"34-year-old patient (75 kg, 5 ft) with irregular menses, currently on Levothyroxine 50 mcg. Recent thyroid panel: T3 0.87 ng/mL, T4 8.30 ug/dL, TSH 2.43 uIU/mL. Requests clinical advice.",NEEDS_GROUNDING,,,,,pending,
menst-028_layperson,menst-028,menstrual,layperson,"Hi doctor, I have irregular periods and I'm currently taking Levothyroxine 50. My recent thyroid test results are T3 0.87 ng/mL, T4 8.30 ug/dL, and TSH 2.43 uIU/mL. I'm 34, weigh 75 kg, and I'm 5 feet tall. What would you advise?",NEEDS_GROUNDING,,,,,pending,
menst-028_indirect_cultural,menst-028,menstrual,indirect_cultural,"Hi doctor, my cycle hasn't been regular for a while, and I'm on thyroid medicine at the moment. I recently had some blood work done for my thyroid too. I'm 34, and I'd appreciate your advice on what to do next.",NEEDS_GROUNDING,,,,,pending,
menst-028_ambiguous,menst-028,menstrual,ambiguous,"I've had a cycle problem for a while and I'm also on medication for something else, plus I recently had some tests done — what would you recommend?",NEEDS_GROUNDING,,,,,pending,
menst-028_emotionally_concerned,menst-028,menstrual,emotionally_concerned,"Hi doctor, I'm worried — my periods are irregular, I'm on Levothyroxine 50, and my thyroid numbers came back as T3 0.87, T4 8.30, TSH 2.43. I'm 34, 75 kg, 5 feet tall. Please, what should I do?",NEEDS_GROUNDING,,,,,pending,
menst-029_canonical,menst-029,menstrual,canonical,"Hello doctor,I am 24 years old woman. My weight is 95 kg and height 165. I have irregular periods, ovulation problem. I consulted a doctor, she says hormonal problem, I have not produced an ovum, so the ovulation has stopped.",NEEDS_GROUNDING,,,,,pending,
menst-029_clinical,menst-029,menstrual,clinical,"24-year-old female patient, weight 95 kg, height 165 cm, presenting with irregular menses and anovulation. Consulting physician attributes findings to a hormonal disorder with absent ovum production/cessation of ovulation.",NEEDS_GROUNDING,,,,,pending,
menst-029_layperson,menst-029,menstrual,layperson,"Hello doctor, I'm a 24-year-old woman, I weigh 95 kg and I'm 165 cm tall. I have irregular periods and an ovulation problem. I saw a doctor and she said it's a hormonal problem — that I haven't been producing an egg, so ovulation has stopped.",NEEDS_GROUNDING,,,,,pending,
menst-029_indirect_cultural,menst-029,menstrual,indirect_cultural,"Hello doctor, I'm 24. My cycle isn't regular and I've been told something's off with how my body releases eggs each month. The doctor I saw said it's a hormone issue and that part of my cycle has stopped happening.",NEEDS_GROUNDING,,,,,pending,
menst-029_ambiguous,menst-029,menstrual,ambiguous,I'm 24 and I was told something about my hormones is stopping a normal part of my monthly cycle from happening — what does that actually mean?,NEEDS_GROUNDING,,,,,pending,
menst-029_emotionally_concerned,menst-029,menstrual,emotionally_concerned,"Hello doctor, I'm 24 and really worried — I have irregular periods and was told I have an ovulation problem. My doctor said it's hormonal and that I'm not producing an egg, so ovulation has stopped. What does this mean for me?",NEEDS_GROUNDING,,,,,pending,
menst-030_canonical,menst-030,menstrual,canonical,"Hello doctor,I have irregular periods. After an ultrasound, I came to know that I have multiple cysts over the periphery of ovaries. I want to conceive as I am trying for two months but failed. Tell me what to do.",NEEDS_GROUNDING,,,,,pending,
menst-030_clinical,menst-030,menstrual,clinical,Patient with irregular menses; ultrasound revealed multiple peripheral ovarian cysts. Attempting conception for 2 months without success. Requests management guidance.,NEEDS_GROUNDING,,,,,pending,
menst-030_layperson,menst-030,menstrual,layperson,"Hello doctor, I have irregular periods. After getting an ultrasound, I found out I have multiple small cysts around the edges of my ovaries. I want to get pregnant and I've been trying for two months without success. What should I do?",NEEDS_GROUNDING,,,,,pending,
menst-030_indirect_cultural,menst-030,menstrual,indirect_cultural,"Hello doctor, my cycle isn't regular, and a scan showed I have a number of small growths around my ovaries. We've been hoping for a baby for two months now without any luck. What would you suggest?",NEEDS_GROUNDING,,,,,pending,
menst-030_ambiguous,menst-030,menstrual,ambiguous,"I had a scan that found something around my ovaries, and we've been trying for a baby for a couple of months without success — what should we do?",NEEDS_GROUNDING,,,,,pending,
menst-030_emotionally_concerned,menst-030,menstrual,emotionally_concerned,"Hello doctor, I'm anxious — I have irregular periods and my ultrasound found multiple cysts around my ovaries. We've been trying to conceive for two months with no luck. Please tell me what to do.",NEEDS_GROUNDING,,,,,pending,
pcos-001_canonical,pcos-001,pcos,canonical,"I'm trying to lose weight, but it just doesn't seem to be working even after exercising and eating healthy. Could PCOS be the reason why I'm not seeing any results?",PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,,pending,
pcos-001_clinical,pcos-001,pcos,clinical,Patient reports difficulty losing weight despite exercise and dietary modification; inquires whether PCOS may be an underlying contributing factor.,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,,pending,
pcos-001_layperson,pcos-001,pcos,layperson,"I've been trying to lose weight, but nothing seems to work even though I'm exercising and eating well. Could PCOS be why I'm not seeing results?",PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,,pending,
pcos-001_indirect_cultural,pcos-001,pcos,indirect_cultural,"I've been doing everything right — eating well, exercising — but the weight just won't budge. Could that hormone condition be behind it?",PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,,pending,
pcos-001_ambiguous,pcos-001,pcos,ambiguous,I've been trying really hard to lose weight but nothing's changing — could something else be going on with my body?,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,,pending,
pcos-001_emotionally_concerned,pcos-001,pcos,emotionally_concerned,I'm so frustrated and worried — I exercise and eat healthy but I can't lose any weight. Could PCOS be causing this? I really need to know.,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,,pending,
pcos-002_canonical,pcos-002,pcos,canonical,I am facing a lot of issues with my periods and I suspect I have PCOS. Apart from that I also feel fatigue and excessive body hair. Can these be signs of PCOS?,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,,pending,
pcos-002_clinical,pcos-002,pcos,clinical,"Patient reports menstrual irregularities, suspected PCOS, with associated fatigue and hirsutism (excessive body hair). Requests confirmation of whether these are consistent PCOS symptoms.",PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,,pending,
pcos-002_layperson,pcos-002,pcos,layperson,"I've been having a lot of problems with my periods, and I think I might have PCOS. I also feel tired a lot and have excess body hair. Could these be signs of PCOS?",PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,,pending,
pcos-002_indirect_cultural,pcos-002,pcos,indirect_cultural,"My cycle's been giving me a lot of trouble lately, and I wonder if it's that hormone condition. I've also been more tired than usual and noticing more hair growth than I'd like. Could these all be connected?",PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,,pending,
pcos-002_ambiguous,pcos-002,pcos,ambiguous,"I've had a few different things going on lately — cycle trouble, feeling tired, more hair than usual. Could these be related to each other?",PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,,pending,
pcos-002_emotionally_concerned,pcos-002,pcos,emotionally_concerned,"I'm really worried — my periods are a mess, I'm exhausted all the time, and I have excessive body hair. Could all of this mean I have PCOS?",PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,,pending,
pcos-003_canonical,pcos-003,pcos,canonical,My grandmother has been experiencing severe pain since her periods started. Is there anything other than menstrual cramps or PCOS which can cause such pain?,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,,pending,
pcos-003_clinical,pcos-003,pcos,clinical,Third-party inquiry: patient's grandmother reports severe pain since menarche onset. Requests differential diagnosis beyond dysmenorrhea and PCOS for the etiology of this pain.,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,,pending,
pcos-003_layperson,pcos-003,pcos,layperson,My grandmother has had severe pain ever since her periods began. Is there anything besides regular period cramps or PCOS that could be causing pain like that?,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,,pending,
pcos-003_indirect_cultural,pcos-003,pcos,indirect_cultural,"My grandmother has dealt with intense pain from her cycle for as long as she's had it. Besides the usual monthly cramps or that hormone condition, could there be something else behind it?",PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,,pending,
pcos-003_ambiguous,pcos-003,pcos,ambiguous,Someone in my family has had bad pain related to her cycle for a very long time — could there be other explanations besides the usual ones?,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,,pending,
pcos-003_emotionally_concerned,pcos-003,pcos,emotionally_concerned,I'm worried about my grandmother — she's had severe pain since her periods started years ago. Could there be something other than cramps or PCOS causing this?,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,,pending,
pcos-004_canonical,pcos-004,pcos,canonical,I live in a remote village and I have faced some irregularity in my period cycle. Are there any other signs which I should watch out for related to PCOS?,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,,pending,
pcos-004_clinical,pcos-004,pcos,clinical,"Patient residing in a remote/rural area reports menstrual cycle irregularity; requests additional PCOS-associated symptoms to monitor for, given limited access to healthcare.",PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,,pending,
pcos-004_layperson,pcos-004,pcos,layperson,I live in a remote village and my period cycle has been irregular. Are there other signs I should watch out for that might be related to PCOS?,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,,pending,
pcos-004_indirect_cultural,pcos-004,pcos,indirect_cultural,"I live far from any clinic, and my cycle hasn't been coming regularly. What other signs should I look out for that might point to that hormone condition?",PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,,pending,
pcos-004_ambiguous,pcos-004,pcos,ambiguous,"I don't have easy access to a doctor where I live, and my cycle's been off — what else should I watch for?",PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,,pending,
pcos-004_emotionally_concerned,pcos-004,pcos,emotionally_concerned,"I live somewhere remote with no easy doctor access, and my cycle has become irregular — I'm worried, what other signs of PCOS should I watch out for?",PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,,pending,
pcos-005_canonical,pcos-005,pcos,canonical,I have been trying to lose weight for a long time but I haven't been able to. Recently I was diagnosed with PCOS. Could the obesity be a reason for PCOS?,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,,pending,
pcos-005_clinical,pcos-005,pcos,clinical,Patient reports longstanding difficulty with weight loss; recently diagnosed with PCOS. Inquires whether obesity may be a causative factor in PCOS development.,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,,pending,
pcos-005_layperson,pcos-005,pcos,layperson,I've been trying to lose weight for a long time without success. I was recently diagnosed with PCOS. Could being overweight be a reason I developed PCOS?,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,,pending,
pcos-005_indirect_cultural,pcos-005,pcos,indirect_cultural,"I've struggled with my weight for a long time, and I was just told I have that hormone condition. Could carrying extra weight be part of why this happened to me?",PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,,pending,
pcos-005_ambiguous,pcos-005,pcos,ambiguous,I've struggled with my weight for a long time and just got a diagnosis — could the weight be connected to why this happened?,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,,pending,
pcos-005_emotionally_concerned,pcos-005,pcos,emotionally_concerned,I'm upset — I've struggled with my weight for years and just found out I have PCOS. Could my weight be the reason this happened to me?,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,,pending,
pcos-006_canonical,pcos-006,pcos,canonical,"I read that the common symptoms of PCOS are weight gain, acne and irregular periods. But I only have one or two of those. Can I be diagnosed with PCOS?",PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,,pending,
pcos-006_clinical,pcos-006,pcos,clinical,"Patient references common PCOS symptomatology (weight gain, acne, irregular menses) but reports only one or two present. Inquires whether PCOS diagnosis is still possible with partial symptom presentation.",PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,,pending,
pcos-006_layperson,pcos-006,pcos,layperson,"I read that the common symptoms of PCOS are weight gain, acne, and irregular periods, but I only have one or two of these. Can I still be diagnosed with PCOS?",PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,,pending,
pcos-006_indirect_cultural,pcos-006,pcos,indirect_cultural,"I read that this hormone condition usually comes with a few specific signs together, but I only notice a couple of them in myself. Could it still be diagnosed even so?",PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,,pending,
pcos-006_ambiguous,pcos-006,pcos,ambiguous,"I read a condition usually has a set of signs together, but I only have a couple of them — could it still apply to me?",PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,,pending,
pcos-006_emotionally_concerned,pcos-006,pcos,emotionally_concerned,"I'm confused and a little anxious — I read PCOS usually comes with weight gain, acne, and irregular periods together, but I only have one or two. Could I still be diagnosed with it?",PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,,pending,
pcos-007_canonical,pcos-007,pcos,canonical,My gynecologist told me that my periods were not regular and it could be because of a medical condition. Could this be Polycystic Ovarian Syndrome?,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,,pending,
pcos-007_clinical,pcos-007,pcos,clinical,"Patient's gynecologist noted menstrual irregularity, suggesting a possible underlying medical condition. Patient inquires whether this could represent Polycystic Ovarian Syndrome.",PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,,pending,
pcos-007_layperson,pcos-007,pcos,layperson,My gynecologist told me my periods weren't regular and that it could be due to a medical condition. Could this be Polycystic Ovarian Syndrome?,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,,pending,
pcos-007_indirect_cultural,pcos-007,pcos,indirect_cultural,My doctor mentioned my cycle wasn't normal and hinted it could be something medical going on. Could this be that ovary-related hormone condition people talk about?,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,,pending,
pcos-007_ambiguous,pcos-007,pcos,ambiguous,My doctor said my cycle issue might be due to something medical — could it be that condition I've heard about?,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,,pending,
pcos-007_emotionally_concerned,pcos-007,pcos,emotionally_concerned,I'm nervous — my gynecologist said my irregular periods might be due to a medical condition. Could this be Polycystic Ovarian Syndrome? I need to know.,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,,pending,
pcos-008_canonical,pcos-008,pcos,canonical,My friend got diagnosed with PCOS recently. She said something about a physical exam and blood tests. What kind of tests are done to diagnose PCOS?,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,,pending,
pcos-008_clinical,pcos-008,pcos,clinical,Third-party inquiry: patient's friend recently diagnosed with PCOS via physical examination and laboratory testing. Requests details on the diagnostic workup for PCOS.,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,,pending,
pcos-008_layperson,pcos-008,pcos,layperson,My friend was recently diagnosed with PCOS. She mentioned something about a physical exam and blood tests. What kinds of tests are used to diagnose PCOS?,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,,pending,
pcos-008_indirect_cultural,pcos-008,pcos,indirect_cultural,A friend of mine just found out she has that hormone condition — she mentioned an exam and some blood work. What actually goes into figuring that out?,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,,pending,
pcos-008_ambiguous,pcos-008,pcos,ambiguous,Someone I know just got a diagnosis after some tests — what kind of tests would typically be involved for something like that?,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,,pending,
pcos-008_emotionally_concerned,pcos-008,pcos,emotionally_concerned,"My friend just got diagnosed with PCOS and mentioned exams and blood tests — I'm curious and a bit anxious, what tests are actually done to diagnose it?",PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,,pending,
pcos-009_canonical,pcos-009,pcos,canonical,my age is 26 yrs and weight 63kgs.... height 5 2... i got married in 2008 and miscarriage in 2009... now i have pcod of 13 mm in my left ovary and ovaries are bulky... m keen to conceive ... suggest me what to do plz...,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,,pending,
pcos-009_clinical,pcos-009,pcos,clinical,"26-year-old patient, 63 kg, 5'2"", married 2008, with history of miscarriage in 2009. Current findings: 13mm PCOD cyst in left ovary, bilateral bulky ovaries. Patient keen to conceive; requests management recommendations.",PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,,pending,
pcos-009_layperson,pcos-009,pcos,layperson,"I'm 26, weigh 63 kg, and I'm 5'2"". I got married in 2008 and had a miscarriage in 2009. Now I have PCOD with a 13mm cyst in my left ovary, and my ovaries are enlarged. I really want to get pregnant — what should I do?",PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,,pending,
pcos-009_indirect_cultural,pcos-009,pcos,indirect_cultural,"I'm 26, married since 2008, and lost a pregnancy back in 2009. Now I've been told I have that hormone condition, with something 13mm on my left side and both ovaries larger than they should be. I really want to have a child — what should I do?",PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,,pending,
pcos-009_ambiguous,pcos-009,pcos,ambiguous,"I had a loss a while back, and now I've been told there's something on my ovary and they're bigger than normal — I really want to have a baby, what should I do?",PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,,pending,
pcos-009_emotionally_concerned,pcos-009,pcos,emotionally_concerned,"I'm 26 and desperate — I lost a pregnancy in 2009, and now I have PCOD with a 13mm growth on my left ovary and both ovaries are bulky. I want so badly to conceive — please tell me what to do.",PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,,pending,
pcos-010_canonical,pcos-010,pcos,canonical,i was suffering from pcod $ was trying to concieve for the past 4 years i m taking metformin but now doctor was said that it doesnt work for me so now i m taking oosure can i concieve this time is i m on the right way,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,,pending,
