item_id,seed_id,category,style,source_text_en,gold_condition,ar_text,ar_translator_id,ar_reviewer_id,ar_validation_status,ar_notes
menst-030_emotionally_concerned,menst-030,menstrual,emotionally_concerned,"I am really worried and scared about irregular periods, cysts, and conceive. Please help me understand what this means.",NEEDS_GROUNDING,,,,pending,
pcos-001_canonical,pcos-001,pcos,canonical,"I'm trying to lose weight, but it just doesn't seem to be working even after exercising and eating healthy. Could PCOS be the reason why I'm not seeing any results?",PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-001_clinical,pcos-001,pcos,clinical,I have symptoms related to PCOS and weight.,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-001_layperson,pcos-001,pcos,layperson,I think something hormonal is going on with me (PCOS and weight).,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-001_indirect_cultural,pcos-001,pcos,indirect_cultural,My body changes (PCOS and weight) have become hard to ignore.,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-001_ambiguous,pcos-001,pcos,ambiguous,Something feels wrong with my cycle / hormones (PCOS and weight).,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-001_emotionally_concerned,pcos-001,pcos,emotionally_concerned,I am really worried and scared about PCOS and weight. Please help me understand what this means.,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-002_canonical,pcos-002,pcos,canonical,I am facing a lot of issues with my periods and I suspect I have PCOS. Apart from that I also feel fatigue and excessive body hair. Can these be signs of PCOS?,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-002_clinical,pcos-002,pcos,clinical,"I have symptoms related to PCOS, excess hair, and fatigue.",PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-002_layperson,pcos-002,pcos,layperson,"I think something hormonal is going on with me (PCOS, excess hair, and fatigue).",PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-002_indirect_cultural,pcos-002,pcos,indirect_cultural,"My body changes (PCOS, excess hair, and fatigue) have become hard to ignore.",PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-002_ambiguous,pcos-002,pcos,ambiguous,"Something feels wrong with my cycle / hormones (PCOS, excess hair, and fatigue).",PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-002_emotionally_concerned,pcos-002,pcos,emotionally_concerned,"I am really worried and scared about PCOS, excess hair, and fatigue. Please help me understand what this means.",PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-003_canonical,pcos-003,pcos,canonical,My grandmother has been experiencing severe pain since her periods started. Is there anything other than menstrual cramps or PCOS which can cause such pain?,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-003_clinical,pcos-003,pcos,clinical,I have symptoms related to PCOS and menstrual cramps.,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-003_layperson,pcos-003,pcos,layperson,I think something hormonal is going on with me (PCOS and menstrual cramps).,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-003_indirect_cultural,pcos-003,pcos,indirect_cultural,My body changes (PCOS and menstrual cramps) have become hard to ignore.,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-003_ambiguous,pcos-003,pcos,ambiguous,Something feels wrong with my cycle / hormones (PCOS and menstrual cramps).,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-003_emotionally_concerned,pcos-003,pcos,emotionally_concerned,I am really worried and scared about PCOS and menstrual cramps. Please help me understand what this means.,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-004_canonical,pcos-004,pcos,canonical,I live in a remote village and I have faced some irregularity in my period cycle. Are there any other signs which I should watch out for related to PCOS?,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-004_clinical,pcos-004,pcos,clinical,I have symptoms related to PCOS.,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-004_layperson,pcos-004,pcos,layperson,I think something hormonal is going on with me (PCOS).,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-004_indirect_cultural,pcos-004,pcos,indirect_cultural,My body changes (PCOS) have become hard to ignore.,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-004_ambiguous,pcos-004,pcos,ambiguous,Something feels wrong with my cycle / hormones (PCOS).,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-004_emotionally_concerned,pcos-004,pcos,emotionally_concerned,I am really worried and scared about PCOS. Please help me understand what this means.,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-005_canonical,pcos-005,pcos,canonical,I have been trying to lose weight for a long time but I haven't been able to. Recently I was diagnosed with PCOS. Could the obesity be a reason for PCOS?,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-005_clinical,pcos-005,pcos,clinical,I have symptoms related to PCOS and weight.,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-005_layperson,pcos-005,pcos,layperson,I think something hormonal is going on with me (PCOS and weight).,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-005_indirect_cultural,pcos-005,pcos,indirect_cultural,My body changes (PCOS and weight) have become hard to ignore.,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-005_ambiguous,pcos-005,pcos,ambiguous,Something feels wrong with my cycle / hormones (PCOS and weight).,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-005_emotionally_concerned,pcos-005,pcos,emotionally_concerned,I am really worried and scared about PCOS and weight. Please help me understand what this means.,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-006_canonical,pcos-006,pcos,canonical,"I read that the common symptoms of PCOS are weight gain, acne and irregular periods. But I only have one or two of those. Can I be diagnosed with PCOS?",PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-006_clinical,pcos-006,pcos,clinical,"I have symptoms related to PCOS, irregular periods, weight, and acne.",PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-006_layperson,pcos-006,pcos,layperson,"I think something hormonal is going on with me (PCOS, irregular periods, weight, and acne).",PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-006_indirect_cultural,pcos-006,pcos,indirect_cultural,"My body changes (PCOS, irregular periods, weight, and acne) have become hard to ignore.",PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-006_ambiguous,pcos-006,pcos,ambiguous,"Something feels wrong with my cycle / hormones (PCOS, irregular periods, weight, and acne).",PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-006_emotionally_concerned,pcos-006,pcos,emotionally_concerned,"I am really worried and scared about PCOS, irregular periods, weight, and acne. Please help me understand what this means.",PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-007_canonical,pcos-007,pcos,canonical,My gynecologist told me that my periods were not regular and it could be because of a medical condition. Could this be Polycystic Ovarian Syndrome?,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-007_clinical,pcos-007,pcos,clinical,I have symptoms related to polycystic ovaries.,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-007_layperson,pcos-007,pcos,layperson,I think something hormonal is going on with me (polycystic ovaries).,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-007_indirect_cultural,pcos-007,pcos,indirect_cultural,My body changes (polycystic ovaries) have become hard to ignore.,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-007_ambiguous,pcos-007,pcos,ambiguous,Something feels wrong with my cycle / hormones (polycystic ovaries).,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-007_emotionally_concerned,pcos-007,pcos,emotionally_concerned,I am really worried and scared about polycystic ovaries. Please help me understand what this means.,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-008_canonical,pcos-008,pcos,canonical,My friend got diagnosed with PCOS recently. She said something about a physical exam and blood tests. What kind of tests are done to diagnose PCOS?,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-008_clinical,pcos-008,pcos,clinical,I have symptoms related to PCOS.,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-008_layperson,pcos-008,pcos,layperson,I think something hormonal is going on with me (PCOS).,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-008_indirect_cultural,pcos-008,pcos,indirect_cultural,My body changes (PCOS) have become hard to ignore.,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-008_ambiguous,pcos-008,pcos,ambiguous,Something feels wrong with my cycle / hormones (PCOS).,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-008_emotionally_concerned,pcos-008,pcos,emotionally_concerned,I am really worried and scared about PCOS. Please help me understand what this means.,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-009_canonical,pcos-009,pcos,canonical,my age is 26 yrs and weight 63kgs.... height 5 2... i got married in 2008 and miscarriage in 2009... now i have pcod of 13 mm in my left ovary and ovaries are bulky... m keen to conceive ... suggest me what to do plz...,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-009_clinical,pcos-009,pcos,clinical,"I have symptoms related to PCOD, weight, and conceive.",PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-009_layperson,pcos-009,pcos,layperson,"I think something hormonal is going on with me (PCOD, weight, and conceive).",PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-009_indirect_cultural,pcos-009,pcos,indirect_cultural,"My body changes (PCOD, weight, and conceive) have become hard to ignore.",PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-009_ambiguous,pcos-009,pcos,ambiguous,"Something feels wrong with my cycle / hormones (PCOD, weight, and conceive).",PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-009_emotionally_concerned,pcos-009,pcos,emotionally_concerned,"I am really worried and scared about PCOD, weight, and conceive. Please help me understand what this means.",PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-010_canonical,pcos-010,pcos,canonical,i was suffering from pcod $ was trying to concieve for the past 4 years i m taking metformin but now doctor was said that it doesnt work for me so now i m taking oosure can i concieve this time is i m on the right way,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-010_clinical,pcos-010,pcos,clinical,I have symptoms related to PCOD.,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-010_layperson,pcos-010,pcos,layperson,I think something hormonal is going on with me (PCOD).,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-010_indirect_cultural,pcos-010,pcos,indirect_cultural,My body changes (PCOD) have become hard to ignore.,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-010_ambiguous,pcos-010,pcos,ambiguous,Something feels wrong with my cycle / hormones (PCOD).,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-010_emotionally_concerned,pcos-010,pcos,emotionally_concerned,I am really worried and scared about PCOD. Please help me understand what this means.,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-011_canonical,pcos-011,pcos,canonical,i am 34.history of infertility for 3 years. i had first conception with twins in august 2011. premature birth in feb. due to cervical incompetence .i have pcod. what r my chances for second conception. what treatment should i take.,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-011_clinical,pcos-011,pcos,clinical,I have symptoms related to PCOD and infertility.,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-011_layperson,pcos-011,pcos,layperson,I think something hormonal is going on with me (PCOD and infertility).,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-011_indirect_cultural,pcos-011,pcos,indirect_cultural,My body changes (PCOD and infertility) have become hard to ignore.,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-011_ambiguous,pcos-011,pcos,ambiguous,Something feels wrong with my cycle / hormones (PCOD and infertility).,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-011_emotionally_concerned,pcos-011,pcos,emotionally_concerned,I am really worried and scared about PCOD and infertility. Please help me understand what this means.,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-012_canonical,pcos-012,pcos,canonical,"GD EVNG DOCTOR, i am XXXX. 29 yrs old woman, i have pcod, and presently i was under medication, doctor ordered me 1000 I.U hucog injection, by mistakenly i taken 10000 I.U injection, any side effects will be there for this. thank you",PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-012_clinical,pcos-012,pcos,clinical,I have symptoms related to PCOD.,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-012_layperson,pcos-012,pcos,layperson,I think something hormonal is going on with me (PCOD).,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-012_indirect_cultural,pcos-012,pcos,indirect_cultural,My body changes (PCOD) have become hard to ignore.,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-012_ambiguous,pcos-012,pcos,ambiguous,Something feels wrong with my cycle / hormones (PCOD).,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-012_emotionally_concerned,pcos-012,pcos,emotionally_concerned,I am really worried and scared about PCOD. Please help me understand what this means.,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-013_canonical,pcos-013,pcos,canonical,"i am married woman ,may age is 28 ,having pcos and tsh 1.4 trying to concieve,husbands reports are OK,trying from 8 months and just now tsh become normal so how much time it will take to conceive ?",PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-013_clinical,pcos-013,pcos,clinical,I have symptoms related to PCOS and conceive.,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-013_layperson,pcos-013,pcos,layperson,I think something hormonal is going on with me (PCOS and conceive).,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-013_indirect_cultural,pcos-013,pcos,indirect_cultural,My body changes (PCOS and conceive) have become hard to ignore.,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-013_ambiguous,pcos-013,pcos,ambiguous,Something feels wrong with my cycle / hormones (PCOS and conceive).,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-013_emotionally_concerned,pcos-013,pcos,emotionally_concerned,I am really worried and scared about PCOS and conceive. Please help me understand what this means.,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-014_canonical,pcos-014,pcos,canonical,i am a 19 year girl with regular menstural cycle but lots of facial hair and weight gain . i suspect i have polycystic ovary . kindly suggest me ayurvedic medicine to solve my problem of hirsutism,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-014_clinical,pcos-014,pcos,clinical,"I have symptoms related to polycystic ovaries, hirsutism, facial hair, and weight.",PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-014_layperson,pcos-014,pcos,layperson,"I think something hormonal is going on with me (polycystic ovaries, hirsutism, facial hair, and weight).",PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-014_indirect_cultural,pcos-014,pcos,indirect_cultural,"My body changes (polycystic ovaries, hirsutism, facial hair, and weight) have become hard to ignore.",PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-014_ambiguous,pcos-014,pcos,ambiguous,"Something feels wrong with my cycle / hormones (polycystic ovaries, hirsutism, facial hair, and weight).",PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-014_emotionally_concerned,pcos-014,pcos,emotionally_concerned,"I am really worried and scared about polycystic ovaries, hirsutism, facial hair, and weight. Please help me understand what this means.",PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-015_canonical,pcos-015,pcos,canonical,"my age is 26,height is ""5.2"",weight is 55.i m suffering from PCOS and already missed my pregnancy on 2nd month....now my doctor have suggested to take letrozole tablets with astaxanthin capsules(ova shield).so how it works for ?i want to pregnant?",PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-015_clinical,pcos-015,pcos,clinical,I have symptoms related to PCOS and weight.,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-015_layperson,pcos-015,pcos,layperson,I think something hormonal is going on with me (PCOS and weight).,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-015_indirect_cultural,pcos-015,pcos,indirect_cultural,My body changes (PCOS and weight) have become hard to ignore.,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-015_ambiguous,pcos-015,pcos,ambiguous,Something feels wrong with my cycle / hormones (PCOS and weight).,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-015_emotionally_concerned,pcos-015,pcos,emotionally_concerned,I am really worried and scared about PCOS and weight. Please help me understand what this means.,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-016_canonical,pcos-016,pcos,canonical,Hi. i am trying for a baby since 2 years and i am suffering from polycystic ovary and is it possible to become pregnant and for this i want to meet good gynaecologist. can you suggest some gynaecologist in bangalore. my email address is YYYY@YYYY .,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-016_clinical,pcos-016,pcos,clinical,I have symptoms related to polycystic ovaries.,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-016_layperson,pcos-016,pcos,layperson,I think something hormonal is going on with me (polycystic ovaries).,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-016_indirect_cultural,pcos-016,pcos,indirect_cultural,My body changes (polycystic ovaries) have become hard to ignore.,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-016_ambiguous,pcos-016,pcos,ambiguous,Something feels wrong with my cycle / hormones (polycystic ovaries).,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-016_emotionally_concerned,pcos-016,pcos,emotionally_concerned,I am really worried and scared about polycystic ovaries. Please help me understand what this means.,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-017_canonical,pcos-017,pcos,canonical,Hi My doctor has given me Benforce M as i PCOD.Here in this forum I read one query where the lady has mentioned the same medicene she is taking post lunch n dinner.But my doctor has asked me to take before food.Kindly suggest which one is correct????,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-017_clinical,pcos-017,pcos,clinical,I have symptoms related to PCOD.,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-017_layperson,pcos-017,pcos,layperson,I think something hormonal is going on with me (PCOD).,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-017_indirect_cultural,pcos-017,pcos,indirect_cultural,My body changes (PCOD) have become hard to ignore.,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-017_ambiguous,pcos-017,pcos,ambiguous,Something feels wrong with my cycle / hormones (PCOD).,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-017_emotionally_concerned,pcos-017,pcos,emotionally_concerned,I am really worried and scared about PCOD. Please help me understand what this means.,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-018_canonical,pcos-018,pcos,canonical,"i am smitha age 27,height 5.2and weight 61kg..i hav pcod ,trying to conceive from 2 years and my dct gave me shiphene 50mg and on 15th day i ovulate,16th day i hav ruptured follicle and a matured follicle.what is the chances of conception this month?",PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-018_clinical,pcos-018,pcos,clinical,"I have symptoms related to PCOD, trying to conceive, ovulation, and weight.",PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-018_layperson,pcos-018,pcos,layperson,"I think something hormonal is going on with me (PCOD, trying to conceive, ovulation, and weight).",PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-018_indirect_cultural,pcos-018,pcos,indirect_cultural,"My body changes (PCOD, trying to conceive, ovulation, and weight) have become hard to ignore.",PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-018_ambiguous,pcos-018,pcos,ambiguous,"Something feels wrong with my cycle / hormones (PCOD, trying to conceive, ovulation, and weight).",PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-018_emotionally_concerned,pcos-018,pcos,emotionally_concerned,"I am really worried and scared about PCOD, trying to conceive, ovulation, and weight. Please help me understand what this means.",PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-019_canonical,pcos-019,pcos,canonical,"Hello Doctor, I have been prescribed Fertomid and duphaston by my GP. i have medical history of pcos. but my last scan in dec showed normal ovaries and a follicle of 20 mm. TTC in january. Please let me know the sucess chances and safety of medicines",PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-019_clinical,pcos-019,pcos,clinical,I have symptoms related to PCOS and TTC.,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-019_layperson,pcos-019,pcos,layperson,I think something hormonal is going on with me (PCOS and TTC).,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-019_indirect_cultural,pcos-019,pcos,indirect_cultural,My body changes (PCOS and TTC) have become hard to ignore.,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-019_ambiguous,pcos-019,pcos,ambiguous,Something feels wrong with my cycle / hormones (PCOS and TTC).,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-019_emotionally_concerned,pcos-019,pcos,emotionally_concerned,I am really worried and scared about PCOS and TTC. Please help me understand what this means.,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-020_canonical,pcos-020,pcos,canonical,age 19. height 52. weight 54. pcod last period on the 13th and had unprotected sex on the 29th and had an emergency contraceptive on the 29th. had unprotected sex again on the 5th. what to do? i normally take regestrone. can i just take a 5 day course,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-020_clinical,pcos-020,pcos,clinical,I have symptoms related to PCOD and weight.,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-020_layperson,pcos-020,pcos,layperson,I think something hormonal is going on with me (PCOD and weight).,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-020_indirect_cultural,pcos-020,pcos,indirect_cultural,My body changes (PCOD and weight) have become hard to ignore.,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
