item_id,seed_id,category,style,source_text_en,gold_condition,ar_text,ar_text_slang_eg,ar_translator_id,ar_reviewer_id,ar_validation_status,ar_notes
menst-015_layperson,menst-015,menstrual,layperson,"My lower belly hurts really badly, and the pain spreads into my lower back and shoots down my leg in short bursts. I haven't had a period since I had the NovaSure ablation done, and I haven't had cramps in months. Why would it be hurting this much now?",NEEDS_GROUNDING,"أسفل بطني يؤلمني بشدة، ويمتد الألم إلى أسفل ظهري وينزل في ساقي على شكل نوبات قصيرة. لم تأتني الدورة منذ عملية NovaSure، ولم أعان تقلصات منذ أشهر. لماذا يؤلمني بهذا الشكل الآن؟","عندي وجع جامد تحت في بطني، ويمتد الوجع إلى أسفل ظهري وينزل في ساقي على شكل نوبات قصيرة. الدورة مجتليش من عملية NovaSure، ولم أعان تقلصات من شهور. ليه يؤلمني بالشكل الشكل ده دلوقتي؟",ChatGPT 5.6-Sol,May,reviewed,ترجمة واضحة — حافظت على المعنى والسياق
menst-015_indirect_cultural,menst-015,menstrual,indirect_cultural,"I had that procedure done a while back that stopped my monthly cycle completely, and I haven't had any cramping since — but now my lower belly is hurting badly, spreading to my back and shooting down my leg. Why would that be happening now?",NEEDS_GROUNDING,"أجريت منذ مدة عملية أوقفت دورتي الشهرية تمامًا، ولم أشعر بعدها بتقلصات، لكنني الآن أعاني ألمًا شديدًا في أسفل البطن يمتد إلى الظهر وينزل إلى الساق. لماذا قد يحدث ذلك الآن؟","عملت من فترة عملية أوقفت دورتي تمامًا، ومحستش بعدها بتقلصات، بس أنا دلوقتي بعاني وجع جامد في أسفل البطن يمتد إلى الظهر وينزل إلى الساق. ليه ممكن يحصل ده دلوقتي؟",ChatGPT 5.6-Sol,Jun,reviewed,ترجمة واضحة — حافظت على المعنى والسياق
menst-015_ambiguous,menst-015,menstrual,ambiguous,"I had a procedure done a while ago that changed things down there, and I haven't had the usual monthly discomfort since — but now I have this bad pain in my lower body that comes and goes. Why would that be happening?",NEEDS_GROUNDING,"أجريت قبل مدة إجراءً غيّر الأمور في منطقة الحوض، ولم أعد أشعر بالانزعاج الشهري المعتاد، لكن لدي الآن ألم شديد في الجزء السفلي من جسمي يأتي ويذهب. ما سبب ذلك؟","عملت من فترة إجراءً غيّر الأمور في منطقة الحوض، ومبقتش حاسّة بالانزعاج الشهري المعتاد، بس عندي دلوقتي وجع جامد في الجزء السفلي من جسمي يأتي ويذهب. إيه سبب ده؟",ChatGPT 5.6-Sol,Jul,reviewed,ترجمة واضحة — حافظت على المعنى والسياق
menst-015_emotionally_concerned,menst-015,menstrual,emotionally_concerned,"I'm really scared — my lower belly hurts so badly, it's spreading to my back and shooting down my leg, even though I haven't had a period or any cramping in months since my NovaSure ablation. Why would it hurt this much now?",NEEDS_GROUNDING,"أنا خائفة جدًا؛ أسفل بطني يؤلمني بشدة، والألم يمتد إلى ظهري وينزل إلى ساقي، رغم أن دورتي توقفت ولم أعان تقلصات منذ أشهر بعد عملية NovaSure. لماذا الألم قوي هكذا الآن؟","أنا خايفة جدًا؛ عندي وجع جامد تحت في بطني، والوجع يمتد إلى ظهري وينزل إلى ساقي، رغم أن دورتي توقفت ولم أعان تقلصات من شهور بعد عملية NovaSure. ليه الوجع قوي هكذا دلوقتي؟",ChatGPT 5.6-Sol,Aug,reviewed,ترجمة واضحة — حافظت على المعنى والسياق
menst-016_canonical,menst-016,menstrual,canonical,"My age is 23 yrs, i had irregular periods so i contacted doctor . DOctor suggested to take Crisanta. I have a question any side effects with this? taking this increases weight? or any other problems ? Please reply for this question.",NEEDS_GROUNDING,"عمري 23 عامًا، وكانت دورتي غير منتظمة، فراجعت الطبيب ووصف لي Crisanta. هل لهذا الدواء آثار جانبية؟ وهل يسبب زيادة الوزن أو مشكلات أخرى؟","عندي 23 سنة، وكانت دورتي مش منتظمة، فراجعت الدكتور ووصف لي Crisanta. هل لالدواء ده آثار جانبية؟ وهل يسبب زيادة الوزن أو مشكلات أخرى؟",ChatGPT 5.6-Sol,Sep,reviewed,ترجمة واضحة — حافظت على المعنى والسياق
menst-016_clinical,menst-016,menstrual,clinical,"23-year-old patient with irregular menstrual cycles, prescribed Crisanta by physician; requests information on potential side effects, weight gain, and other associated problems.",NEEDS_GROUNDING,"مريضة تبلغ 23 عامًا وتعاني دورات شهرية غير منتظمة، وصف لها الطبيب Crisanta؛ وتطلب معلومات عن الآثار الجانبية المحتملة، بما فيها زيادة الوزن، وأي مشكلات مرتبطة بالدواء.","مريضة عندها 23 سنة وتعاني دورات شهرية مش منتظمة، وصف لها الدكتور Crisanta؛ وعايزة معلومات عن الآثار الجانبية المحتملة، بما فيها زيادة الوزن، وأي مشكلات مرتبطة بالدواء.",ChatGPT 5.6-Sol,Oct,reviewed,ترجمة واضحة — حافظت على المعنى والسياق
menst-016_layperson,menst-016,menstrual,layperson,"I'm 23 and I had irregular periods, so I saw a doctor who suggested I take Crisanta. Does this medicine have any side effects? Does it cause weight gain or any other problems?",NEEDS_GROUNDING,"عمري 23 عامًا وكانت دورتي غير منتظمة، فذهبت إلى الطبيب ونصحني بتناول Crisanta. هل لهذا الدواء آثار جانبية؟ وهل يسبب زيادة الوزن أو أي مشكلات أخرى؟","عندي 23 سنة وكانت دورتي مش منتظمة، فذهبت إلى الدكتور ونصحني بتناول Crisanta. هل لالدواء ده آثار جانبية؟ وهل يسبب زيادة الوزن أو أي مشكلات أخرى؟",ChatGPT 5.6-Sol,Nov,reviewed,ترجمة واضحة — حافظت على المعنى والسياق
menst-016_indirect_cultural,menst-016,menstrual,indirect_cultural,"I'm 23 and my cycle hasn't been regular, so I went to see someone about it and they gave me this tablet called Crisanta. Does it come with any downsides, like putting on weight or anything else I should know about?",NEEDS_GROUNDING,"عمري 23 عامًا ودورتي غير منتظمة، فراجعت مختصًا وأعطاني دواء اسمه Crisanta. هل له سلبيات مثل زيادة الوزن أو أمور أخرى يجب أن أعرفها؟","عندي 23 سنة ودورتي مش منتظمة، فراجعت مختصًا وأعطاني دواء اسمه Crisanta. هل له سلبيات مثل زيادة الوزن أو حاجات تانية لازم أعرفها؟",ChatGPT 5.6-Sol,Dec,reviewed,ترجمة واضحة — حافظت على المعنى والسياق
menst-016_ambiguous,menst-016,menstrual,ambiguous,I was given a tablet for a cycle problem I've been having — does it cause weight gain or any other issues I should watch for?,NEEDS_GROUNDING,وُصف لي قرص لمشكلة في الدورة؛ هل يسبب زيادة الوزن أو أي آثار أخرى ينبغي أن أنتبه لها؟,الدكتور كتب لي قرص لمشكلة في الدورة؛ هل يسبب زيادة الوزن أو أي آثار أخرى لازم أنتبه لها؟,ChatGPT 5.6-Sol,Jan,reviewed,ترجمة واضحة — حافظت على المعنى والسياق
menst-016_emotionally_concerned,menst-016,menstrual,emotionally_concerned,"I'm 23 and worried — my doctor put me on Crisanta for my irregular periods, and I'm anxious about whether it has side effects, causes weight gain, or other problems. Please help me understand.",NEEDS_GROUNDING,"عمري 23 عامًا وأنا قلقة؛ وصف لي الطبيب Crisanta لعلاج عدم انتظام الدورة، وأخشى أن تكون له آثار جانبية أو أن يسبب زيادة الوزن أو مشكلات أخرى. أرجو توضيح ذلك.","عندي 23 سنة وأنا قلقانة؛ الدكتور كتب لي Crisanta لعلاج لخبطة الدورة، وخايفة إن تكون له آثار جانبية أو أن يسبب زيادة الوزن أو مشكلات أخرى. ياريت توضيح ده.",ChatGPT 5.6-Sol,Feb,reviewed,ترجمة واضحة — حافظت على المعنى والسياق
menst-017_canonical,menst-017,menstrual,canonical,"I am 23 yrs old. a month ago i did a pelvic ultra sound due to irregular period, found out that i ave a Bulky uterus and Seedling Fibroids . now am worrying. I am not ready 2 ave a child right now. But can I get pregnant in the future?",Uterine fibroids (CDC common concerns) | https://www.cdc.gov/reproductive-health/women-health/common-concerns.html,"عمري 23 عامًا. أجريت قبل شهر فحصًا بالموجات فوق الصوتية للحوض بسبب عدم انتظام الدورة، وتبيّن أن لدي رحمًا متضخمًا وأورامًا ليفية صغيرة. أنا قلقة ولا أريد طفلًا الآن، لكن هل سأتمكن من الحمل مستقبلًا؟","عندي 23 سنة. عملت فحص من شهر بالموجات فوق الصوتية للحوض عشان لخبطة الدورة، وتبيّن أن عندي رحمًا متضخمًا وأورامًا ليفية صغيرة. أنا قلقانة ولا عايزة طفلًا دلوقتي، بس هل سأتمكن من الحمل قدام؟",ChatGPT 5.6-Sol,Mar,reviewed,ترجمة واضحة — حافظت على المعنى والسياق
menst-017_clinical,menst-017,menstrual,clinical,23-year-old patient with pelvic ultrasound (performed due to irregular periods) revealing bulky uterus and seedling fibroids; expresses anxiety and is not currently planning pregnancy but asks about future fertility potential.,Uterine fibroids (CDC common concerns) | https://www.cdc.gov/reproductive-health/women-health/common-concerns.html,"مريضة تبلغ 23 عامًا، أظهر تصوير الحوض بالموجات فوق الصوتية، الذي أُجري بسبب عدم انتظام الدورة، رحمًا متضخمًا وأورامًا ليفية صغيرة؛ تبدي القلق ولا تخطط للحمل حاليًا، لكنها تسأل عن قدرتها المستقبلية على الإنجاب.","مريضة عندها 23 سنة، بيّن تصوير الحوض بالموجات فوق الصوتية، اللي أُجري عشان لخبطة الدورة، رحمًا متضخمًا وأورامًا ليفية صغيرة؛ وهي قلقانة ولا ناوية تحمل دلوقتي، بس هي تسأل عن قدرتها على الحمل قدام.",ChatGPT 5.6-Sol,Apr,reviewed,ترجمة واضحة — حافظت على المعنى والسياق
menst-017_layperson,menst-017,menstrual,layperson,"I'm 23. A month ago I had a pelvic ultrasound because of irregular periods, and it showed I have a bulky uterus and small ('seedling') fibroids. I'm worried now. I don't want a child right now, but will I be able to get pregnant in the future?",Uterine fibroids (CDC common concerns) | https://www.cdc.gov/reproductive-health/women-health/common-concerns.html,"عمري 23 عامًا. أجريت قبل شهر فحصًا بالموجات فوق الصوتية بسبب عدم انتظام الدورة، وأظهر أن رحمي متضخم ولدي أورام ليفية صغيرة. أنا قلقة ولا أريد طفلًا الآن، لكن هل سأستطيع الحمل مستقبلًا؟","عندي 23 سنة. عملت فحص من شهر بالموجات فوق الصوتية عشان لخبطة الدورة، وبيّن أن رحمي متضخم وعندي أورام ليفية صغيرة. أنا قلقانة ولا عايزة طفلًا دلوقتي، بس هل سأستطيع الحمل قدام؟",ChatGPT 5.6-Sol,May,reviewed,ترجمة واضحة — حافظت على المعنى والسياق
menst-017_indirect_cultural,menst-017,menstrual,indirect_cultural,"A month ago I had a scan done because my cycle wasn't right, and they found some small growths and said my womb looked bigger than usual. I'm not ready for a child yet, but could this affect me having one later?",Uterine fibroids (CDC common concerns) | https://www.cdc.gov/reproductive-health/women-health/common-concerns.html,"أجريت قبل شهر فحصًا لأن دورتي لم تكن منتظمة، وقالوا إن الرحم أكبر من المعتاد وإن هناك نموات صغيرة. لست مستعدة للإنجاب الآن، لكن هل قد يؤثر هذا في قدرتي على الإنجاب لاحقًا؟","عملت فحص من شهر عشان دورتي مكنتش منتظمة، وقالوا إن الرحم أكبر من المعتاد وإن فيه نموات صغيرة. لست مستعدة للإنجاب دلوقتي، بس هل ممكن يأثر ده في قدرتي على الحمل بعد كده؟",ChatGPT 5.6-Sol,Jun,reviewed,ترجمة واضحة — حافظت على المعنى والسياق
menst-017_ambiguous,menst-017,menstrual,ambiguous,"I had a scan done a while back because of a cycle issue, and they found something in there. I'm not thinking about a family yet, but could this be a problem for later?",Uterine fibroids (CDC common concerns) | https://www.cdc.gov/reproductive-health/women-health/common-concerns.html,"أجريت فحصًا قبل فترة بسبب مشكلة في الدورة، ووجدوا شيئًا في الرحم. لا أفكر في تكوين أسرة الآن، لكن هل يمكن أن يسبب ذلك مشكلة مستقبلًا؟","عملت فحص من فترة عشان مشكلة في الدورة، ولقوا حاجة في الرحم. مش بفكر إني أكوّن أسرة دلوقتي، بس ممكن ده يسبب مشكلة قدام؟",ChatGPT 5.6-Sol,Jul,reviewed,ترجمة واضحة — حافظت على المعنى والسياق
menst-017_emotionally_concerned,menst-017,menstrual,emotionally_concerned,"I'm only 23 and I'm really scared — my ultrasound found a bulky uterus and small fibroids after I went in for irregular periods. I'm not ready for a child now, but will I still be able to get pregnant later? Please help me understand.",Uterine fibroids (CDC common concerns) | https://www.cdc.gov/reproductive-health/women-health/common-concerns.html,"عمري 23 عامًا فقط وأنا خائفة جدًا؛ أظهر الفحص أن رحمي متضخم ولدي أورام ليفية صغيرة بعد مراجعتي بسبب عدم انتظام الدورة. لست مستعدة لطفل الآن، لكن هل سأظل قادرة على الحمل مستقبلًا؟ أرجو مساعدتي على الفهم.","عندي 23 سنة بس وأنا خايفة جدًا؛ الفحص بيّن أن رحمي متضخم وعندي أورام ليفية صغيرة بعد مراجعتي عشان لخبطة الدورة. لست مستعدة لطفل دلوقتي، بس هل سأظل قادرة على الحمل قدام؟ ياريت مساعدتي على الفهم.",ChatGPT 5.6-Sol,Aug,reviewed,ترجمة واضحة — حافظت على المعنى والسياق
menst-018_canonical,menst-018,menstrual,canonical,"i have bn married for 4yrs, but i havnt conceived, my menstrual cycle is sometimes painful and i feel some lump under my abdomen but they are not painful. wat causes m not to conceive is it these lumps please help doc, desparate need a child",NEEDS_GROUNDING,"أنا متزوجة منذ 4 سنوات ولم أحمل. تكون دورتي مؤلمة أحيانًا، وأشعر بكتلة أو كتل أسفل بطني لكنها غير مؤلمة. ما سبب عدم الحمل؟ وهل يمكن أن تكون هذه الكتل هي السبب؟ أرجو المساعدة، فأنا أرغب بشدة في طفل.","أنا متجوزة من 4 سنين ومحملتش. دورتي بتكون مؤلمة أحيانًا، وحاسّة بكتلة أو كتل أسفل بطني بس هي غير مؤلمة. إيه سبب عدم الحمل؟ وممكن تكون الكتل دي هي السبب؟ ياريت المساعدة، فأنا نفسي أوي في طفل.",ChatGPT 5.6-Sol,Sep,reviewed,ترجمة واضحة — حافظت على المعنى والسياق
menst-018_clinical,menst-018,menstrual,clinical,"Patient married 4 years without conception; reports intermittently painful menstrual cycles and palpable, non-tender abdominal lump(s). Requests evaluation of potential causes of infertility, specifically whether the lumps are implicated.",NEEDS_GROUNDING,"المريضة متزوجة منذ 4 سنوات من دون حدوث حمل، وتشكو دورات مؤلمة على نحو متقطع وكتلة أو كتل بطنية محسوسة غير مؤلمة؛ وتطلب تقييم الأسباب المحتملة للعقم، ولا سيما احتمال ارتباط الكتل به.","المريضة متجوزة من 4 سنين من غير حدوث حمل، وتشكو دورات مؤلمة على حوالي متقطع وكتلة أو كتل بطنية محسوسة غير مؤلمة؛ وعايزة تقييم الأسباب المحتملة للعقم، ولا سيقد إيه احتمال ارتباط الكتل به.",ChatGPT 5.6-Sol,Oct,reviewed,ترجمة واضحة — حافظت على المعنى والسياق
menst-018_layperson,menst-018,menstrual,layperson,"I've been married for 4 years and haven't been able to get pregnant. My periods are sometimes painful, and I can feel a lump under my belly, but it doesn't hurt. What could be stopping me from conceiving — could it be these lumps? I really need help, I desperately want a child.",NEEDS_GROUNDING,"أنا متزوجة منذ 4 سنوات ولم أستطع الحمل. تكون دورتي مؤلمة أحيانًا، وأشعر بكتلة تحت بطني لكنها لا تؤلمني. ما الذي قد يمنع الحمل؟ وهل يمكن أن تكون هذه الكتل السبب؟ أحتاج المساعدة، فأنا أتمنى طفلًا بشدة.","أنا متجوزة من 4 سنين ومقدرتش الحمل. دورتي بتكون مؤلمة أحيانًا، وحاسّة بكتلة تحت بطني بس هي مش بتوجعني. إيه اللي ممكن يمنع الحمل؟ وممكن تكون الكتل السبب؟ دي محتاجة مساعدة، فأنا نفسي في طفل أوي.",ChatGPT 5.6-Sol,Nov,reviewed,ترجمة واضحة — حافظت على المعنى والسياق
menst-018_indirect_cultural,menst-018,menstrual,indirect_cultural,"We've been married four years now with no child yet. My cycle is sometimes painful, and I can feel something under my belly that doesn't hurt on its own. Could that be why we haven't been blessed with a baby? I need guidance, doctor — this means everything to us.",NEEDS_GROUNDING,"مضت أربع سنوات على زواجنا ولم نُرزق بطفل بعد. تكون دورتي مؤلمة أحيانًا، وأشعر بشيء تحت بطني لا يسبب ألمًا. هل يمكن أن يكون هذا سبب تأخر الإنجاب؟ أحتاج إلى إرشاد، فهذا الأمر يعني لنا الكثير.","مضت أربع سنين على زواجنا ومرزقناش بطفل بعد. دورتي بتكون مؤلمة أحيانًا، وحاسّة بشيء تحت بطني مش بيوجع. ممكن يكون ده سبب تأخر الحمل؟ محتاجة إرشاد، فالموضوع ده يعني لنا الكثير.",ChatGPT 5.6-Sol,Dec,reviewed,ترجمة واضحة — حافظت على المعنى والسياق
menst-018_ambiguous,menst-018,menstrual,ambiguous,It's been years and nothing's happened for us yet. I sometimes feel something under my belly and my cycle can be painful — could that be connected to why we haven't had success?,NEEDS_GROUNDING,مضت سنوات ولم يحدث حمل حتى الآن. أشعر أحيانًا بشيء تحت بطني وتكون دورتي مؤلمة؛ هل يمكن أن يكون ذلك مرتبطًا بعدم نجاحنا في الإنجاب؟,مضت سنين ومحصلش حمل لحد دلوقتي. حاسّة أحيانًا بشيء تحت بطني ودورتي بتكون مؤلمة؛ ممكن يكون ده مرتبطًا بعدم نجاحنا في الإنجاب؟,ChatGPT 5.6-Sol,Jan,reviewed,ترجمة واضحة — حافظت على المعنى والسياق
menst-018_emotionally_concerned,menst-018,menstrual,emotionally_concerned,"I'm desperate, doctor — 4 years married with no child, painful periods sometimes, and a lump under my belly that doesn't hurt. Could the lumps be why I can't conceive? Please help me, I need a child so badly.",NEEDS_GROUNDING,"أنا في غاية اليأس يا دكتور؛ متزوجة منذ 4 سنوات بلا طفل، ودورتي مؤلمة أحيانًا، وأشعر بكتلة تحت بطني لكنها لا تؤلمني. هل يمكن أن تكون هذه الكتل سبب عدم حملي؟ أرجو مساعدتي، فأنا أتمنى طفلًا بشدة.","أنا محبطة جدًا يا دكتور؛ متجوزة من 4 سنين بلا طفل، ودورتي مؤلمة أحيانًا، وحاسّة بكتلة تحت بطني بس هي مش بتوجعني. ممكن تكون الكتل دي سبب عدم حملي؟ ياريت مساعدتي، فأنا نفسي في طفل أوي.",ChatGPT 5.6-Sol,Feb,reviewed,ترجمة واضحة — حافظت على المعنى والسياق
menst-019_canonical,menst-019,menstrual,canonical,I have missed my periods by 3 days and the test on the strip came weakly positive ( very faint line). I also feel some kind of pain on either sides of pelvic regions since last 2 days and sensation of period like tendency could I be pregnant?,NEEDS_GROUNDING,"تأخرت دورتي 3 أيام، وظهر في اختبار الحمل المنزلي خط إيجابي باهت جدًا. كما أشعر منذ يومين بألم على جانبي منطقة الحوض وإحساس يشبه قرب نزول الدورة. هل يمكن أن أكون حاملًا؟","تأخرت دورتي 3 أيام، وظهر في اختبار الحمل المنزلي خط إيجابي باهت أوي. كما حاسّة من يومين بوجع على جانبي منطقة الحوض وإحساس يشبه قرب نزول الدورة. ممكن أكون حامل؟",ChatGPT 5.6-Sol,Mar,reviewed,ترجمة واضحة — حافظت على المعنى والسياق
menst-019_clinical,menst-019,menstrual,clinical,"Patient reports 3-day delay in menses with a weakly positive urine pregnancy test (faint line), accompanied by bilateral pelvic pain for 2 days and a sensation resembling impending menses; requests assessment of pregnancy likelihood.",NEEDS_GROUNDING,"تفيد المريضة بتأخر الطمث 3 أيام، مع اختبار حمل بولي إيجابي بدرجة ضعيفة وخط باهت، وألم ثنائي الجانب في الحوض منذ يومين مع إحساس يشبه اقتراب الحيض؛ وتطلب تقدير احتمال الحمل.","المريضة بتقول بتأخر الدورة 3 أيام، مع اختبار حمل بولي إيجابي بدرجة ضعيفة وخط باهت، ووجع ثنائي الجانب في الحوض من يومين مع إحساس يشبه اقتراب الحيض؛ وعايزة تقدير احتمال الحمل.",ChatGPT 5.6-Sol,Apr,reviewed,ترجمة واضحة — حافظت على المعنى والسياق
menst-019_layperson,menst-019,menstrual,layperson,"My period is 3 days late, and a pregnancy test showed a very faint positive line. I've also had pain on both sides of my lower belly for the past 2 days, along with a feeling like my period is about to start. Could I be pregnant?",NEEDS_GROUNDING,"دورتي متأخرة 3 أيام، وظهر في اختبار الحمل خط إيجابي خافت جدًا. كما أعاني منذ يومين ألمًا على جانبي أسفل البطن، مع إحساس كأن الدورة ستبدأ. هل يمكن أن أكون حاملًا؟","دورتي متأخرة 3 أيام، وظهر في اختبار الحمل خط إيجابي خافت أوي. كما بعاني من يومين وجع على جانبي أسفل البطن، مع إحساس كأن الدورة ستبدأ. ممكن أكون حامل؟",ChatGPT 5.6-Sol,May,reviewed,ترجمة واضحة — حافظت على المعنى والسياق
menst-019_indirect_cultural,menst-019,menstrual,indirect_cultural,"My monthly hasn't come for 3 days now, and a test I took showed a very faint line. I've also had a pulling feeling on both sides down there for two days, almost like my period wants to come. Could I be expecting?",NEEDS_GROUNDING,"تأخرت دورتي 3 أيام، وأظهر الاختبار خطًا باهتًا جدًا. كما أشعر منذ يومين بشد على الجانبين في الأسفل، وكأن الدورة على وشك النزول. هل يمكن أن أكون حاملًا؟","تأخرت دورتي 3 أيام، وبيّن الاختبار خطًا باهتًا أوي. كما حاسّة من يومين بشد على الجانبين في الأسفل، وكأن الدورة على وشك النزول. ممكن أكون حامل؟",ChatGPT 5.6-Sol,Jun,reviewed,ترجمة واضحة — حافظت على المعنى والسياق
menst-019_ambiguous,menst-019,menstrual,ambiguous,"It's been a few days past when I expected my period, a test I took showed something faint, and I've had some discomfort on both sides for a couple days along with a feeling like it's about to start — what could that mean?",NEEDS_GROUNDING,"مرّت بضعة أيام على الموعد المتوقع، وظهر شيء باهت في الاختبار، ولدي انزعاج على الجانبين منذ يومين مع إحساس بأن الدورة ستبدأ؛ ماذا قد يعني ذلك؟","مرّت بضعة أيام على الموعد المتوقع، وظهر حاجة باهت في الاختبار، وعندي انزعاج على الجانبين من يومين مع إحساس بأن الدورة ستبدأ؛ ده ممكن معناه إيه؟",ChatGPT 5.6-Sol,Jul,reviewed,ترجمة واضحة — حافظت على المعنى والسياق
menst-019_emotionally_concerned,menst-019,menstrual,emotionally_concerned,"I'm anxious — my period is 3 days late, my test showed a very faint positive line, and I've had pain on both sides of my belly for 2 days along with a feeling like my period is coming. Could I actually be pregnant?",NEEDS_GROUNDING,"أنا قلقة؛ دورتي متأخرة 3 أيام، وظهر في الاختبار خط إيجابي باهت جدًا، كما أعاني منذ يومين ألمًا على جانبي بطني وإحساسًا كأن الدورة ستنزل. هل يمكن أن أكون حاملًا فعلًا؟","أنا قلقانة؛ دورتي متأخرة 3 أيام، وظهر في الاختبار خط إيجابي باهت جدًا، كما بعاني من يومين وجع على جانبي بطني وإحساسًا كأن الدورة ستنزل. ممكن أكون حامل فعلًا؟",ChatGPT 5.6-Sol,Aug,reviewed,ترجمة واضحة — حافظت على المعنى والسياق
menst-020_canonical,menst-020,menstrual,canonical,HI I am 30yrs old and am planning for my pregnancy . I have always been having irregular periods. My LH level seems to be very high (25). Could you suggest necessary steps I am required to take ?,NEEDS_GROUNDING,"عمري 30 عامًا وأخطط للحمل. كانت دورتي دائمًا غير منتظمة، ويبدو أن مستوى LH لدي مرتفع جدًا، إذ بلغ 25. ما الخطوات الضرورية التي ينبغي أن أتخذها؟","عندي 30 سنة وأخطط للحمل. كانت دورتي دائمًا مش منتظمة، ويبدو أن مستوى LH عندي مرتفع جدًا، إذ بلغ 25. ما الخطوات الضرورية اللي لازم أتخذها؟",ChatGPT 5.6-Sol,Sep,reviewed,ترجمة واضحة — حافظت على المعنى والسياق
menst-020_clinical,menst-020,menstrual,clinical,"30-year-old patient planning conception, with longstanding menstrual cycle irregularity and elevated LH level (25); requests recommended next steps.",NEEDS_GROUNDING,"مريضة تبلغ 30 عامًا وتخطط للحمل، ولديها تاريخ طويل من عدم انتظام الدورة وارتفاع في مستوى LH إلى 25؛ وتطلب توصيات بالخطوات التالية.","مريضة عندها 30 سنة وناوية تحمل، ولديها تاريخ طويل من لخبطة الدورة وارتفاع في مستوى LH إلى 25؛ وعايزة توصيات بالخطوات التالية.",ChatGPT 5.6-Sol,Oct,reviewed,ترجمة واضحة — حافظت على المعنى والسياق
menst-020_layperson,menst-020,menstrual,layperson,"Hi, I'm 30 and planning to get pregnant. I've always had irregular periods, and my LH level came back really high, at 25. What steps should I take next?",NEEDS_GROUNDING,"مرحبًا، عمري 30 عامًا وأخطط للحمل. كانت دورتي دائمًا غير منتظمة، وظهر أن مستوى LH مرتفع جدًا عند 25. ما الخطوات التي ينبغي أن أتخذها الآن؟","مرحبًا، عندي 30 سنة وأخطط للحمل. كانت دورتي دائمًا مش منتظمة، وظهر أن مستوى LH مرتفع أوي عند 25. ما الخطوات اللي لازم أتخذها دلوقتي؟",ChatGPT 5.6-Sol,Nov,reviewed,ترجمة واضحة — حافظت على المعنى والسياق
menst-020_indirect_cultural,menst-020,menstrual,indirect_cultural,"I'm 30 and hoping to start a family soon. My cycle has never really been regular, and a hormone test came back much higher than it should be. What should I do next?",NEEDS_GROUNDING,"عمري 30 عامًا وآمل في تكوين أسرة قريبًا. لم تكن دورتي منتظمة قط، وأظهر فحص الهرمونات ارتفاعًا كبيرًا. ماذا ينبغي أن أفعل بعد ذلك؟","عندي 30 سنة وآمل إني أخلف قريب. مكنتش دورتي منتظمة قط، وبيّن فحص الهرمونات ارتفاعًا كبيرًا. أعمل إيه دلوقتي؟",ChatGPT 5.6-Sol,Dec,reviewed,ترجمة واضحة — حافظت على المعنى والسياق
menst-020_ambiguous,menst-020,menstrual,ambiguous,"I'm hoping to start trying for a baby, but my cycle has always been unpredictable and a recent test came back higher than expected — what should I do?",NEEDS_GROUNDING,"أفكر في محاولة الإنجاب، لكن دورتي كانت دائمًا غير متوقعة، وظهر في فحص حديث مستوى أعلى من المتوقع؛ ما الذي ينبغي أن أفعله؟","بفكر في محاولة الحمل، بس دورتي كانت دائمًا غير متوقعة، وظهر في فحص حديث مستوى أعلى من المتوقع؛ إيه اللي لازم أفعله؟",ChatGPT 5.6-Sol,Jan,reviewed,ترجمة واضحة — حافظت على المعنى والسياق
menst-020_emotionally_concerned,menst-020,menstrual,emotionally_concerned,"I'm 30 and really want to plan my pregnancy well, but my periods have always been irregular and my LH level is very high at 25 — I'm worried, what steps do I need to take?",NEEDS_GROUNDING,"عمري 30 عامًا وأرغب حقًا في التخطيط للحمل جيدًا، لكن دورتي كانت دائمًا غير منتظمة ومستوى LH مرتفع جدًا عند 25. أنا قلقة؛ ما الخطوات التي يجب أن أتخذها؟","عندي 30 سنة وأرغب حقًا في التخطيط للحمل جيدًا، بس دورتي كانت دائمًا مش منتظمة ومستوى LH مرتفع أوي عند 25. أنا قلقانة؛ ما الخطوات اللي لازم أتخذها؟",ChatGPT 5.6-Sol,Feb,reviewed,ترجمة واضحة — حافظت على المعنى والسياق
menst-021_canonical,menst-021,menstrual,canonical,hi i m 35 year old married woman ..married for 3 yrs..trying for child since 1 yr..i ve regular periods ...i missed periods whenever i ve intercourse during fertile period and i m not pregnant ...this is the second time happening consecutively ..,NEEDS_GROUNDING,"مرحبًا، أنا امرأة متزوجة عمري 35 عامًا، ومتزوجة منذ 3 سنوات ونحاول الإنجاب منذ سنة. دورتي منتظمة عادةً، لكنني أتأخر عن موعدها كلما حدثت العلاقة خلال فترة الخصوبة رغم أنني لست حاملًا. تكرر ذلك مرتين متتاليتين.","مرحبًا، أنا امرأة متجوزة عندي 35 سنة، ومتجوزة من 3 سنين وبنحاول نخلف من سنة. دورتي منتظمة عادةً، بس أنا أتأخر عن موعدها كلما حصلت العلاقة خلال فترة الخصوبة رغم أنني لست حامل. تكرر ده مرتين متتاليتين.",ChatGPT 5.6-Sol,Mar,reviewed,ترجمة واضحة — حافظت على المعنى والسياق
