Question,Answer,Topic,Keywords
"hi i think i might be pregnant, i have all the symptoms, very sore and painful breast, and very itchy at times. back aches feeling sick. and horrible tast in my mouth. the only problem is my periods are every 3 months. last one was the 2nd of august. but i had a bleed about 3 weeks ago. i had sex on the 19th august.i have taken pregany test and i did see a very faint line, but just about. do you think i might be. kayleigh","Hi, I understand your concern. The symptoms you have are seen in early pregnancy as well as hormonal imbalance. Looking at your 3 monthly menstrual cycle, if it is regularly SOI- 19th August is less likely to be your ovulation time. But if the cycles are irregular, with pregnancy test showed faint 2nd line. Ie, weak +ve, go for repeat urine pregnancy test/ USG pelvis for confirmed results. Thanks.",PCOS,hormonal imbalance
"Hello, in december 2011, I had a roux-en-y bypass. I have lost 12 stone since then (73% of my excess weight) and my BMI is now below the maximum stated by my OB/GYN for help with infertility. Is there anything I can do to further increase my weight loss, which has started to slow? Also, I have been reading about a supplement called Ovablend (formerly PCOS blend) - would this help? Would Soy Isoflavones help also? Thank you.","Hi, Thanks for your query. I read your query and I understand your concerns. Following is my reply",PCOS,pcos
"Hi I had a cysts on my both ovaries for a year now and I had sex on the 24days after the first day of my last period, did a ChatDoctor test after 9days and was negative and also had and ultrasound scan 7days after the negative test and yhe gynecologist says the cyst in my right ovary is big while the one in the left ovary are small and of equal size he also put me on prontogest but I am still worried of been being pregnant.","Hello dairy understand your concernThere is no chance of the pregnancy as you did sex on the 24th day of the cycle, and it is completely safe period of the cycle. During this time, there is no ovulation occurs then no chance of the fertilizationOvarian cyst can cause hormonal imbalance and cause difficulty in become pregnant. But once ovarian cyst will resolve and hormonal imbalance has been corrected, you will become the pregnant. You can take protest",PCOS,hormonal imbalance
"Hi, may I answer your health queries right now ? Please type your query here..hello my naqme is james i am 31 years old first my sperm count was 3.2millions/ml so the Dr.give me some tablet productiv-m to increase my sperm after a week i went to the Dr. to check my sperm count (mill/ejaculate)9*106 that is wnat shown in my report what else should i do to insrease my sperm count what diat i should use to incrrease pls help me","Hello, There are certain nonmedical measures which can improve your counts like daily exercise, take vitamin supplements of D, E and C, avoid smoking and other addictions, wear loose boxers not pantyhose. If all these measures fail to improve your counts then I suggest you to visit your doctor for testing for subclinical infections and hormonal imbalance. Hope I have answered your question. Let me know if I can assist you further.",PCOS,hormonal imbalance
"I have Polycystic ovaries. So doctor prescribed be Ginette35 tablets. I took that tablets for 3 months. Since the side effects(like breast pain) is more Doctor prescribed me novelon tablet. I took novelon 1 cycle. Also my TSH level is 5.7. so having Thyronorm 25mg. Body pain is more. I feel I am so weak. I am very lean type. height is 163cms, weight is 46kg. Please tell me whethe cyst is dangerous or It will cause infertility?","Hi, PCOD is a multi-symptom disease that causes irregular or absent ovulation accompanied by multiple follicular cysts of the ovary, obesity, hirsutism, acne, insulin resistance and infertility. It is basically a disturbed pattern of the hypothalamo-pituitary-ovarian axis. It has a very good response to proper management. As your cycles are steadied you may be induced for ovulation with proper monitoring and this would give you good results. You may need Metformin also along with induction; tubal patency also needs to be tested before initiating treatment. Take folic acid. Please be positive as POD has a very good response to treatment and follow your doctors instructions. Good luck.",PCOS,"pcod, hirsutism, insulin resistance, metformin"
"hey, just wanted to get pregnant, married 5 months ago, i do hv irregular periods before marriage, n after marriage they became worse, now taking duphatson since last cycle, frm 14th day of my cycle for 14 days twice a day as gynae prescribed, also taking glucophage 500 mg twice a day, yesterdy i got my periods, em obese, 110 kgs with 5.7 height and 25 years old. my ultrasound report says sugestive of polycystic ....help me ...","Hi, Polycystic ovarian disease is a symptom complex with irregular or absent ovulation, obesity, hirsutism, insulin resistance and infertility. Nevertheless, it responds very well to treatment and conception is very well possible. You should get a proper protocol work up that includes hormonal profiles, glucose tolerance test, tests for tubal patency and a trans-vaginal sonogram. Assessment of the male factor also is done simultaneously. The medication you are receiving at present is good, but you would need ovulation induction, cycle monitoring and timed intercourse for conception. You have to reduce weight as this definitely helps in correction of the problem to a good extent. Wish you success.",PCOS,"hirsutism, insulin resistance, irregular periods"
"Hello, I ve got a question about a skin rash . My husband has diabetes and has been taking metformin for 3 years. In the last two days he d developed a skin rash that itches very much. It usually starts in the evening for him. He has not taken his metformin today. He also has a stomach cramps, diarrhoea and is unable to eat. He had earlier developed the same type of allergy to chloroquinone. Thank you for your reply in advance.","Hello,1. Please ensure there is no gastroenteritis (bacterial) with a stool routine/ culture studies. If there is fever, he will need a complete blood count, CRP, liver function tests. 2. Metformin itself can cause cramps, diarrhea.3. A stat capillary glucose check is important.4. Itchy skin rash can be taken care with antihistamines such as cetirizine 10\u00a0mg or Exocet 5\u00a0mg. People with diabetes can get a fungal skin rash that is variably itchy and not much red, for which antifungal creams are required. See your doctor if the antihistamine tablets do not help. Best Wishes.",PCOS,metformin
"i missed my periods since 2 months , i have PCOD, i tested negative for pregnancy , so doc suggested me to take trito n 5 mg tablet twice a day for 3 days , but i din get my periods , instaed i have been tested positive for pregnancy . nw i m 5 weeks 4days pregnant . i was 2weeks pregnant when i took the tablet , now i m worried whether that tablet will have effect on may baby . should i continue this pregnancy or terminate it .","Hello, I have gone through your query and understood the concern. Studies have shown that use of hormones during early stages of pregnancy can harm the fetus if it happens during the stage of organ differentiation, which happens at about 45 days of gestation, or 6 weeks gestation. Any hormone intake prior to this stage, as most often happens unknowingly, has not shown to be harmful. Thus, you are mostly safe since you took the medication very early in your pregnancy and that too, for a smaller period only. Yet, you should test for any possible fetal anomalies and the earliest way available is fetal DNA sampling. Hope this helps.",PCOS,pcod
"I had the Mirena iud placed on march 28,2013, it expelled on its own april 27, 2013. It was encased in a large blood clot the size of a tennis ball. now I have nonestop heavy bleeding, I have gone through 5 pads in a 5 hour period and have passed 11 clots twice the size of fifty cent pieces in 9 hours, the blood is a dark red. i also have discomfort, pain and lighheadedness when the clots pass. I am 22 years old, 55 and 190 lbs.","Hi, Thanks for the query. You once consult gynecologist and get examined to find out the possible cause for the bleeding. Take medicines to stop the bleeding first. The if there is any local cause for the bleeding let it be treated. If the bleeding was only due to hormonal imbalance, then you have to go for hormonal pills for few months to regularize the periods. For more details you can ask me through",PCOS,hormonal imbalance
I am 34 years and married for last 7 years. We had a child with anamoly after 3 years of marriage and had to abort at 5 months. The karyotyping of the child was normal. My wife is 29 years and has been diagnosed of PCOD and sacculation in the left tube. I have been diagnosed with a left varicocele. My sperm count is 25 -30 million range with active motility being 20% .Should I go in for varicocelectomy or are there other options?,"Hello, Thanks for query. You have been diagnosed to have Varicocele on left side and facing problem of infertility. At the outset I would like to state that your sperm count and sperm motility is well within normal range to impregnate your wife and having Varicocele can not because for your infertility . The surgery for Varicocele does not give 100% guarantee of resolving the issue of infertility. I would suggest you to consult qualified Infertility specialist for detail evaluation and explore possibility of pregnancy by natural means or need for help of newly assisted reproductive techniques like IVF or CSI",PCOS,pcod
"i havent had a period for six weeks now, i am feeling sick at night occassionally, i am getting headaches, eating food i never used to, im tired all the time and feel like napping during the day, my stomach seems to be getting bigger, my breasts are sore and enlarged and my nipples seem darker and bigger, i took a pound shop pregnancy test on the day or day after my period was due but it was negative, could i have taken it to soon","Hello dear, I understand your concern. In my opinion all your symptoms correlate with pregnancy symptoms. But as the pregnancy test is negative there might be no chance of pregnancy. Usually the urine pregnancy test gives accurate results a week after missed period in case of regular cycles. As you are 6 weeks now it should have been positive by now. Repeat the test after a week and if negative wait for spontaneous onset of periods for a week and I suggest you to consult doctor for further management. Avoid stress regarding the pregnancy or anything as it might cause hormonal imbalance and further delay the periods. So relax. Best regards...",PCOS,hormonal imbalance
i m 23 yrs old female .. i had my lastperiod on march 1 after my periods i had protected sex with my bf like he drained his semen out in front of me well that means der is no sign that his semen got depositd in me but th prob is i m 17 days lare on my period {i have a very stressful life i m obese and bulmic i use to binge and throw up but it has been stoped since april } m i pregnant ? wat medicine sud i take to resume my periods,"Hello, Thanks for posting your query. In the current scenario, the chances of conception are very low because you had the intercourse during the safe period. Moreover, stress and obesity can lead to disturbed menstrual cycles due to the hormone imbalance thereby created. I would ask you to see a specialist for a proper clinical evaluation and plan further management. You need a pregnancy test and a sonogram of the pelvis preferably in the trans-vaginal route. If pregnancy is ruled out, you may be prescribed medication to induce a period. Hope this helps.",PCOS,pcos
"hello i am 33 years old female. suffer from polycystic ovaries and my partner has a low sperm count. However my period is 11 days late, i normally have a 28/29 day cycle. i have done 1 home pregnancy test which was done in the afternoon with a faint blue line as the result, and i did the 2nd home pregnancy test this morning with the first urine and again had a faint blue line in the positive box. Do you think i could be pregnant?!?","Hello dear, I understand your concern. In my opinion the urine pregnancy test needs to be repeated. Even the faint line suggests that there is pregnancy.it is called weakly positive. Weak positive urine pregnancy test is seen in case of early testing, progesterone insufficiency, any abnormal pregnancy like miscarriage or ectopic. In your case it might be hormonal insufficiency. I suggest you to consult doctor as you might need any hormonal supplements. And the test also needs to be repeated after a week. Nothing to worry. Best regards...",PCOS,pcos
"Hi, Im 17 years old and am on Azurette, I have had regular periods for the past 6 months until recently. two weeks ago i had medium/light red and brown spotting with no cramps or other symptoms. this past sunday I was supposed to start my acctual period but instead i had a few drips of light red blood followed by a light to dark brown spotting, slightly mucus like and very light in amount. as well as nausia, cramping, and moodyness","Hello, If you have been regular with your pill intake, you are amply protected. This irregular spotting could be due to hormone imbalance. Such things often happen while on the pill, but, usually in the initial months. Please get a proper clinical evaluation and if necessary, a blood test for pregnancy and complete hormone profile. A trans-vaginal sonogram can help to exclude ovarian causes. Local lesions like vaginitis, erosion, polyps and sudden weight changes along with stress also can cause such spotting. Hope this helps.",PCOS,pcos
"I was diagnosed with pcos when I was 17 but was pregnant 3x. 1 miscarriage, 1 birth and 1 abortion. I am 24 years old and have been trying to concieve with my husband for the past 2 and a half years but cannot. I am 30 lbs overweight but could not concieve when I was thin. I have been on 2 rounds of clomid, the last round I did ovulate but no pregnancy. I do get my periods every month but they are always a week late. Any suggestions?","Hi, Hormonal imbalances associated with POD make it difficult for pregnancy to happen and if it happens, to retain. I would suggest a complete evaluation before any more induction. Treatment should be based on the hormone levels, tubal patency and glucose tolerance tests. Addition of Metformin has been shown to enhance conception chances. Maintenance of a normal body weight also plays its part by regulating the demand for hormones. Monitoring of an induced cycle to identify the exact time of ovulation and timed intercourse is the mainstay of success. Hope this helps. Good luck.",PCOS,"pcos, hormonal imbalance, metformin"
"Hi, may I answer your health queries right now ? Please type your query here... hi, i had sex with my girl friend on her first day of periods from very next day her bleeding stopped ,but i mastrubated out ,weather she will become pregnant . please tell can she take any pills , already once she has taken the pill with in 72 hours 6 months back she can take one more time ple tell me we had sex two times its alredy 69 hours over ple help","Hello dear, I understand your concern. In my opinion there is no. Chance of pregnancy. The first day of periods comes under safe period. So there is no chance of pregnancy even with unprotected intercourse.Hence, there is no need of any pill. There is no relation between the intercourse and stoppage of menstruation. It might be coincidence and due to some sort of hormonal imbalance. So nothing to worry. Relax. Avoid stress. Best regards... Gynecologist",PCOS,hormonal imbalance
my husbund have not seminal vas defference.but there are lots of sperm in his testis.so doctor called us for testtube baby.i have pcod.over 6th tretment was failed . in my second treatment i got 177 beta ChatDoctor level.but after two days my pregnancy missed.and my 5th cycle my beta ChatDoctor level was 22.but after 2 days report was negative .i want to know that am capable for concieve a pregnancy?how many percent?my period is regular,"Hi REMA, Since you said that your Periods are Regular, you will have very good chances, more than 50 % chances of Pregnancy even if you have PCs, since you will be ovulating regularly. The Problem arises if your Periods are Irregular. You said your Husband has no Vas deferens which may be its congenital absence. This condition is responsible for 1 percent to 2 percent of all infertility in men. In such cases, you may want to speak to your Doctor, your family and Opt for IVF. Good Luck.",PCOS,pcod
A ultrasound informed me that I have multiple peripheral follicles. However blood test shown that I have normal hormone levels. I went to see an endocrinologist and she says I dont have PCOS. Furthermore I am trying to conceive. How will my multiple peripheral follicles affect my ability to conceive? Will it be harder for me to become pregnant? Am I infertile?How did I get multiple peripheral follicles? Is this common? Please help!!!!!!,"Hi, Thanks for the query. Usually if the number of follicles in on ovary is more than 10 with size less than 1\u00a0cm, that is called as poly cystic ovary disease. In early stages of POD hormonal imbalance may not manifest sometimes. But there is possibility that it may lead to hormonal imbalance in the future. If you are having regular ovulatory cycles, you can plan for pregnancy now. With your doctors' advice, you can go for ovulation induction and follicular study. Then plan intercourse around the time of ovulation, this will increase the possibility of pregnancy. If there is problem with ovulation, better to use insulin sensitizers like metformin for few months. This may help in increasing the fertility rate. Maintaining the ideal body weight for height, exercises, dietary management etc. helps in decreasing the changes of POD. Take care.",PCOS,"pcos, hormonal imbalance, metformin"
"Married since november 2011, declared hypothyroidic in april2012, suffered ammenorrhea for 3 months then diagnosed as a case of PCOD. Taking thyronorm 100 mcg, metformin 850 mg sr BD daily, took 3 cycles of clomiphene 100 mg OD x 5. Npw since approx 4months suffer with severe chronic pain in right flank, abdomen n leg. USG suspects endometrioma (6.7x5x4.5 cm) on rt ovary, now on analgesics.......fertility is the main concern. Plz suggest","Hi, The medication you are using at present is good enough to treat POD and hypothyroidism with proper monitoring and adjustment of doses. You did not say if you developed this pain after treatment with Camphene. The cause of the pain should be properly evaluated as you have pain in the leg also which is unusual with endometrium. Ovarian endometrium in itself does not impede the fertility unless the tubes or peritoneum are involved. You should approach an experienced infertility specialist and get treated. Meanwhile, try to maintain a healthy weight and healthy diet. Hope this information is useful. Take care.",PCOS,"pcod, metformin"
"Hi doctor, I m 30 yr old. I having pcod and get treatment for 3 months i got conceived but it miscarriage in 37 days.after I didn t take any medication and got regular periods after 6 months again i conceived and miscarriage in 40 days. next month i got periods after that I didn t get periods. i went to the doctor , they asked to take several test, In that, I had prolactin of 62 and normal thyroid. I wanna try for pregnancy . what to do?","Hello, Go for Ayurveda treatment, you will get conceive. There are many medicines which help you. POD (Polycystic ovary disease), is normal for unmarried women, and it is not complicated. It never affects pregnancy. If you believe consult any good ayurvedic doctor for better treatment. Or call me 8818805637, or meet me at Brian Ayurveda clinic Blaster Chhattisgarh India. Hope I have answered your query. Let me know if I can assist you further.",PCOS,"pcod, polycystic ovary"
"I am on infertility treatment for my poly cystic ovaries. After 2 months of OCP and Tab.Metformin they have asked for a follicular study the results are, Day 11- left ovarian-1.1*1.2, right ovarian MSF, endomet-4.8. Day 14- left- 1.4*1.3,right-MSF, endomet-7. Day 18- left-1.5*1.6 right-MSF, endomet 7.9. Can you please interpret these findings and tell if i will be able to get pregnant this month? i had irregular periods before taking OCP.","Hi I have gone through your question. Report of follicular study is normal. Do you 30 days cycle or prolonged cycle? If your cycle is prolonged then this progress is normal. On 18th day follicles develop up to 15.16 mm is normal. They rupture at 18/19 Mm. So I would advise you to do ultrasound follow up till 21 days, and as follicle rupture do intercourse from that day on alternate days has greater chance to conceive. Hope I answered your question. Would be happy to help you further. Take care.",PCOS,"metformin, irregular periods"
"Hi,20 years old male, I go gym on a regular basis, 4 times a week, heavy weight lifter and I do a lot of cardio, my nipples are slightly larger and puffy, seems a bit weird because I am quite lean, now I know that I havent finished the puberty period because my facial hair has not fully grown and my adams apple is not fully developed, So I suppose it could be due to an hormone imbalance, how could I sort this puffy nipple situation?Thanks.","Hello appreciate your concern, and you are right it could be caused by hormonal imbalances need not worry I will help you out in the best possible waif you can upload a photograph or answer my these question, I will be able to guide you better Is there any palpable lump inside your breasts it in both breast or in one only It warrants clinical examination, so I would advise you to consult a general surgeon for physical check up and if required it can be removed surgically Hope this answers your questionPlease feel free to ask for more assistance, I will gladly answer you Best wishes",PCOS,hormonal imbalance
"hello! last month i took monthly pill, when i consumed the whole pack, i stopped. few days after i got my period. 1st day after my period gone, i had an unprotective sex, until the 5th day. on the 7th day i took nordette 4tab, and after 12 hours another 4tab. a week later i had a withdrawal bleeding, not extreme but it went on for 3days. a brownish discharge. Im 4days late with my monthly period now. Is there a possibility that im pregnant?","Hi, Your symptoms point to impact of irregular hormonal intake and the hormonal imbalance thus caused. You can expect a delayed period as you consumed excess hormone. Please see a specialist for further appraisal of the situation if you do not see a period in another week. In the future, please stick to a regular form of contraception and do not use emergency contraception frequently and restrict its use to once or twice a year. Hope this helps.",PCOS,hormonal imbalance
"hi!I am 27yrs married woman.. i have my periods every 29-30 days...a day before my periods i get a brownish discharge & the next day my period starts but its scanty..but painful( ive always had painful periods),d flow is red bt scanty..it lasts for 2 days & then from the 3rd day i might have a red spot or not..this lasts for 5 days...what is the reason for this?my thyroid tests are normal..I ve been trying to conceive for the past 2 years..","Hi sadiqa786, your periods are not heavy and the flow you have described may be normal. The pains that you experience could be due to varied reasons most commonly may be due to polycystic ovary disease, pelvic inflammatory disease, endometriosis or no explained cause. As you are also trying to conceive it would be best to visit a gynecologist and get yourself evaluated for the same and during the course of investigation they will be able to find any cause for dysmenhorria(pain full periods) if any. In the meanwhile you could start doing some exercise or yoga to keep yourself fit and to lose weight if you are overweight. Yoga helps in receiving cramps and helps in decreasing pain during periods. Take care!",PCOS,polycystic ovary
Hi I am 18 years old and I m taking the birthcontrol pill . I take them everyday at the same time but recently with work I ve missed about 4 days. I started to bleed and I thoughtt or was my period. But it only lasted 4 days. So I took some pregnacy test and they all showed up negative. 2-3 days later I ve started to bleed again but brown and everyday its getting heavier and heavier Ans I need to take my new pack of pills. What should I do?,"Hello, The bleeding you are experiencing is due to the hormone imbalance created by the missed pills. If you have had any sexual intercourse later on in the cycle, you are not protected also. Home pregnancy tests, however, can only read well 3-7 days after the missed period. You should therefore get a blood test for pregnancy and follow it up with a clinical exam and a trans-vaginal sonogram. Once pregnancy is excluded, you can start your new pack of pills. You may also need styptics simultaneously to help arrest bleeding faster. Hope this helps.",PCOS,pcos
"i have got pcod and thyroid from 8 years i am on medication.i have eaten thyron 125mg, metmorphin 500mg thrice, krimson 35 or diane 35 but cycle didnt regularised.in 2008 dec i got married, to my worse my husband has low sperm count. he has 60% abnomal sperm.iam going for iui in feb2011. iam feeling vey afraid, what should i do to ge pregnant in the 1st iui.after 8 years of medication, i feel feduo with life. I beg of u please help me.karim","Hi, would suggest you to undertake a few investigations like TSH, ogtt, ovulation monitoring. If all normal then chances of conception with GUI are high. If abnormal the above i.e. metformin and thyroxine will require dose adjustment.in case you are not ovulating you will have to start ab closed 50 mg daily for 5 days from day 5 to day 9 of cycle, also give your husband feature daily for 3 months to improve sperm quality. Take care all the best.",PCOS,"pcod, metformin"
"I have been having nausea, dizziness, abdominal pain with some cramping, no period since 2/25/13, Im eating alot more lately, and urinating every couple hours, also breaking out on my face and my cm seems increased but that could just be me. I also have started having nipple tenderness too. I have taken hpt and a blood test and everything is negative. Could I still be pregnant or is something else going on? I estimate myself at about 17 dpo.","Hello, You are suffering from irregular delayed period (oligomenorrhoea). There are several reasons like ovarian cyst (most common), hormonal imbalance, thyroid disturbance, stress/ anxiety, psychological factor, irregular diet habit, over wt or loss etc. As your HPT & blood test are negative, then possibly you are not pregnant. Here, you need to undergo one USG scan & other hormonal tests to pinpoint the diagnosis. After that, you can consult with gynecologist for suggestive measures. Take healthy diet with iron supplements, control body wt, avoid stress, take sound sleep. All the best.",PCOS,hormonal imbalance
"hi, i always got period come on 8th of each month, on 18th nov, i had unprotect sex with my bf, and i took after morning pill( levonelle) afterwards ( within 2 hours), on 2nd Dec, i got period come, but color is quite dark, is last for 5-6 days. now is 14jan, i still didn t get my period come. i test 5 times, with different brands, all negative. would you please help me? if pregant, when the result should come out? do you think i got pregant?","Hi, You are unlikely to be pregnant since you are pregnancy tests are negative even after 2 weeks of missing your period. You can wait for a week more to resume periods. If still, periods do not start, I would suggest you to visit your gynecologist to identify the cause of delayed periods. Anemia and other Nutritional deficiency, severe dieting, hormonal imbalance and even stress can cause delayed periods. Pelvic ultrasound should be done to identify the cause. You may require a course of hormonal pills to correct your cycles. Take care. Hope I have answered your question. Let me know if I can assist you further.",PCOS,hormonal imbalance
"Hi, I have been feeling pressure in my top right side of my stomach. The last 3 or 4 months my period has been very wierd. Either very heavy for a day or so or extremely light for around 4 or 5 day. Ive had two kids and my tubes tied a year and a half ago. I took two tests that both said negative but im still feeling movement/pressure pushing feeling. Ive also had very clear/watery discharge. Could I still be pregnant or is it something else?","Hello, As your both tubes are tied, then possibility of being pregnant is almost nil. There are several reasons of irregular period. This includes ovarian cyst, pelvic infection, hormonal imbalance, stress/ mental upset, uterine fibroid/ polyp, over wt/ rapid loss, irregular diet pattern, thyroid disturbance etc. Here, you need to consult with gynecologist for relevant investigations after clinical examination like pelvic USG scan, hormone assay, thyroid profile, endometrial biopsy following D & C, blood sugar & prolactin level etc. Proper treatment depends on etiology. Take healthy diet with iron supplements, control body wt, maintain genital hygiene. All the best.",PCOS,hormonal imbalance
"hi i have pcos and i am lucky to see a period once every 4 months last period was oct me and my partner have been having unprotected sex for over a year, in the last 2 weeks i have had a lot of discharge it started off quiet dark like a brownish coulor and its gradually got lighter so its now clear but after intercourse i am having blod spots when i first started having the discharge my boobs were sore that has also stopped please help thanks","Hello dear I have gone through your problem, dear you should regularize your cycle by taking oral contraceptive pills, pills not only regularize your cycle but also provide protection from unprotected sex. Dear as you are having post-coital bleeding you should consult your doctor immediately and get the thorough internal examination done and also I would advise for pap smear after antibiotic course. Thanks",PCOS,pcos
"I m from Gujarat.Age 30yrs,female.Married from last 4 yrs.Diagnosed with PCO s.Facing delayed or no periods / Hirsutism ,weight gain from past one year. Switched over 2 doctors ,the present doctor has asked me to go in for ovarian drilling since there are cysts on ovaries. has undergone D& C procedure last year.I am trying to conceive and wanted to know can alternate therapy - ayurveda / homeopathy help me? do they take much time to show results?","1. you haven't told about your Thyroid report, blood sugar and hemoglobin level?2. In last 4 years how many times you have tried to get pregnant?3. PCs is a lifestyle disorder, please mention your weight?4. What about Follicular study and Hormonal Profile?5. According to Ayurveda, Pathology is in the Pelvic (JAPAN V\u0101yu) area, leading to Obstruction to the flow of Menses, thus treatment principle followed by Ayurvedic Physician will be to clear the obstruction in the pelvis, thereby regulating the flow of Menses (Armada That).6. Trifle, Trikatu, Arjuna,Shatavari, are useful herbs in hormonal balancing and clearing the Obstruction, talk with the possibilities with an Ayurveda Doctor near you.7. Because Ayurveda Herb act on the Pathology and not on the symptoms, it will take long time before you will eventually see the results inside you, you have to remain cool, calm and stress-free.",PCOS,"hirsutism, weight gain"
Hi iam suffering from pcos have been on metformin for a year and in nov 21 2012 had 1 dose of clomid 5-9 iwas supposed to get my period 21 dec 2012 but till date no sign of periods i took 3 home pregnancy tests all negative results its frustrating been married for 3 years trying for 2 years now please help im 23 years old should i opt for ivf? Whats wrong with me? Im stressed out!!,"Hello, Thanks for your query should consult an Infertility Specialist, who will best decide the course of treatment for you.PCs causes problems with ovulation and conceiving, and you need detailed investigations and treatment for that. Taking metformin and camphene is one way out, but if you do not respond to that, further treatment options in the form of gonadotropin (injections), GUI and IVF are also available. Also, you should have your other basic hormonal work up done, the semen testing of your partner should be done, and your fallopian tube patency should be assessed. At 23, you have years ahead of you in which to conceive, and modern treatments will definitely make it possible. The mainstay of treatment for PCs is weight reduction, a healthy lifestyle that incorporates exercise and good nutritious diet. Stress, frustration, depression and such negative emotions will negatively impact your already disturbed hormonal condition. Take care.",PCOS,"pcos, metformin"
"hi , i had an angioplasty in june last year. since last 7-8 days i am waking up in the middle of the night with some shivering in the stomach heavy gas problems and some sweat. no pain anywhere. i stopped my metformin medication since yesterday and the shivering has gone but the gas problem still persists. let me know in case there is anything to worry about. my ekg showed rs wave inversion between v1 and v2 yesterday. urine routine tests are normal.",Hi Their have read the details provided by you and I do understand your concern. From the symptoms it doesn't look like a cardiac issue. I would like to recommend a PROTON PUMP INHIBITOR (for e.g. pantoprazole) to be taken 20 mins before breakfast for a week. If even after that you didn't got relieved I would suggest you to consult an MD physician. Also do not stop METFORMIN without your doctor advice as your blood sugar levels can go high which can again trouble you. Good Luck,PCOS,metformin
"Hello Sir/Madam,I and my gf are going to have sex for the first time. we dont wish to use any protection for same. Is it safe if after 2 days of sex, my gf takes a single tablet of unwanted 72? Would there be any chance of pregnancy or any other side effect?Thanks","Hello dear, I understand your concern. In my opinion the unwanted 72 comes under emergency contraception. The emergency contraception is used when the protection is failed like irregular intake of birth control pills or tear or slippage of condom etc. But it should not be used for regular usage. Unwanted 72 is high dose progesterone hormone. It causes hormonal imbalance. So if used regularly it might cause heavy bleeding. So restrict for emergency situations. Unwanted 72 is effective in 95% cases in preventing pregnancy if taken within 72 hours of unprotected intercourse. Intercourse can be done without protection in case of safe period of menstrual cycle. Safe period is the one where there are no chances of pregnancy with unprotected intercourse. Safe period is said to be roughly around 1 week before and after the period and during the period. But this safe period method or natural method is applicable only in case of regular cycle. So kindly check for the safe period and if inevitable you can go for unwanted 72. Hope this helps. Best regards....",PCOS,hormonal imbalance
"I take microgynon 30 3 weeks at a time and then break for a week and always get a period during this break. I took the pill for around 5 weeks without a break and now that Ive taken a break from it Ive not experienced a withdrawal bleed and Im getting very worried. Could you offer me an explanation? Ive taken one test and it was negative. Just want to know whats going on with my body, Ive been taking the pill almost 3 years with no problems like this.","HI, Microgynon is a commonly used oral contraceptive. There is a form of oral contraception where essentially it is taken for 3 months so that these women have only 4 periods a year. It is likely that the prolonged use of the medication resulted in the delay you are experiencing. Though it is understandably alarming to you, it is a result of a slight hormonal imbalance and your period will return. I hope this helps",PCOS,hormonal imbalance
"Hi, Am 26 years old and trying to concieve for 1.5 years now. I had a follicular study done this week with clomipure 50 on day 2 to day 7. On 14th day have MSF on both the ovaries. Is there a chance of geting pregnant this month?Also I have done 2 follicular studies earliar, and had a rupture on day 14 and day 18 with dominant follicles of size 21mm. why am i not having any dominant follicle this cycle.. am worried but my doc says its a kinda normal..","Hi, Absence of a dominant follicle indicates failed induction to complete maturation. This can happen if the dosage is insufficient or if insulin resistance is an associated factor which can easily be corrected through Metformin; hyper-prolactinemia if present should be corrected. Proper monitoring and follow up should be done while under treatment and standard protocol followed before planning induction. This includes complete hormonal profile, glucose tolerance test, tubal patency check and male factor assessment apart from a complete physical evaluation and trans-vaginal sonogram. Hope this helps.",PCOS,"insulin resistance, metformin"
"Ttc, ok her gose . Had normal period on the 4th jan, had sex on the 27 th jan , 7 days before due period , AF was 10 days late after 11 days had a mild bleeding red/brownish for 3 days and light pink spotting , no sex since then now 17 day since sex had blood test done 1 week ago was neg , but hpt was faint pos. could I be pregnant, signs are sleepy , sick feeling , dizzy, one boob is getting bigger and they have been hurting on and off down the sides.","Cellophane you for your query. As the blood test was negative, you are mostly not pregnant, as it is more reliable than the HPT.However, since you are having pregnancy symptoms, I would advise you to go for a pelvic transvaginal ultrasound, as that will further clarify the picture. There could be various causes for a lighter period / spotting which include reasons like stress, anxiety, fluctuations in weight, thyroid disorder, polycystic ovaries, hormonal medications, endometrial thickening and irregular shedding etc. Consult your gynecologist and have an ultrasound, because none of the symptoms you mention is confirmatory of pregnancy. Take care.",PCOS,pcos
"hello doctor, I am 28 now, before one year i had 1 miscarriage, 1 &1/2 year past still i couldn t pregnant, recently consult the doctor, he said took clomophene for 3 months, I took but not possible result, again consult the doctor he said took letov for 3 months, If not success come again have to clean the tube, i cant wait until that taking medicine, I am going to crazy, without taking medicine can I clean the tube? please help me11!!!!!!!!!!!!Thanks.","I understood your problem dear.don't worry, don't get press.it's a normal problem now day because of stressful.it's a hormonal imbalances. If u will wait for 1 year than u will start ayurvedic treatment. I am sure that u will get result. I can't permit to undergo cleaning tubes.u have choice that Ayurveda. I kindly request to follow my advice.don't be hurried, now you are 28 years k?still u have time to conceive baby.It's not late k.best of luck!",PCOS,hormonal imbalance
